playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
jonesni01,Ник,Райан,Nicholas,Джонс,,,,Ник,"Добро пожаловать в Коронавирус: Инфекционный апокалипсис - игра, разработанная компанией ""Миру"" и выпущенная 13 января 2020 года. Это симулятор пандемии, в котором игроки должны управлять различными аспектами распространения вируса, включая медицинские ресурсы, карантинные зоны и средства массовой информации. Цель игры - не позволить вирусу заразить все население мира. ""Коронавирус: Инфекционный апокалипсис"" получила неоднозначные отзывы от критиков и игроков за свой уникальный сеттинг и игровую механику, но также подверглась критике за потенциальное поощрение безответственного поведения в реальном мире.",0.0,0.0,74.0,190.0,Орегон,,1945-03-28,,,,Джон Маршалл,Портленд,О,США,0000-00-00,B
linsle01,,Лерой,,Линсы,,,,,"Добро пожаловать в Коронавирус: Инфекционный апокалипсис - игра, разработанная компанией ""Миру"" и выпущенная 13 января 2020 года. Это симулятор пандемии, в котором игроки должны управлять различными аспектами распространения вируса, включая медицинские ресурсы, карантинные зоны и средства массовой информации. Цель игры - не позволить вирусу заразить все население мира. ""Коронавирус: Инфекционный апокалипсис"" получила неоднозначные отзывы от критиков и игроков за свой уникальный сеттинг и игровую механику, но также подверглась критике за потенциальное поощрение безответственного поведения в реальном мире.",0.0,0.0,73.0,175.0,Рутгерский университет,,1913-06-21,,,,,,,,0000-00-00,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
grayaa01,Аарон,Аарон,Michael,Грэй,,,,,С,0.0,0.0,84.0,270.0,Питтсбург,,1984-12-07,Тарзана,Калифорния,США,Эммаус,Эммаус,ПЖЕ,США,0000-00-00,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
schafbo01,Боб,Роберт,Thomas,Шафер,,,,"Боб, голландский","Добро пожаловать в Коронавирус: Инфекционный апокалипсис - игра, разработанная компанией ""Миру"" и выпущенная 13 января 2020 года. Это симулятор пандемии, в котором игроки должны управлять различными аспектами распространения вируса, включая медицинские ресурсы, карантинные зоны и средства массовой информации. Цель игры - не позволить вирусу заразить все население мира. ""Коронавирус: Инфекционный апокалипсис"" получила неоднозначные отзывы от критиков и игроков за свой уникальный сеттинг и игровую механику, но также подверглась критике за потенциальное поощрение безответственного поведения в реальном мире.",0.0,0.0,75.0,195.0,Вилланова,,1933-03-29,,,,Романо-католическая,Филадельфия,ПЖЕ,США,2005-02-15,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
sanchpe01,Пепе,Иоанн,Ignacio,Санчес,,,,Пепе,"Добро пожаловать в Коронавирус: Инфекционный апокалипсис - игра, разработанная компанией ""Миру"" и выпущенная 13 января 2020 года. Это симулятор пандемии, в котором игроки должны управлять различными аспектами распространения вируса, включая медицинские ресурсы, карантинные зоны и средства массовой информации. Цель игры - не позволить вирусу заразить все население мира. ""Коронавирус: Инфекционный апокалипсис"" получила неоднозначные отзывы от критиков и игроков за свой уникальный сеттинг и игровую механику, но также подверглась критике за потенциальное поощрение безответственного поведения в реальном мире.",0.0,0.0,76.0,195.0,Храм,,1977-05-08,Бахия-Бланка,,Аргус,ЕЭМ № 3,,,Аргус,0000-00-00,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
salmojo01,Джон,Джон,Rashall,Лосось,,,,,Г-Ф,0.0,0.0,78.0,210.0,Майами (Флорида),,1979-12-12,Филадельфия,ПЖЕ,США,Плимут-Уитмарш,Плимут-Меетинг,ПЖЕ,США,0000-00-00,B
seideal01,,Алэн,,Сиден,,,,,"Добро пожаловать в Коронавирус: Инфекционный апокалипсис - игра, разработанная компанией ""Миру"" и выпущенная 13 января 2020 года. Это симулятор пандемии, в котором игроки должны управлять различными аспектами распространения вируса, включая медицинские ресурсы, карантинные зоны и средства массовой информации. Цель игры - не позволить вирусу заразить все население мира. ""Коронавирус: Инфекционный апокалипсис"" получила неоднозначные отзывы от критиков и игроков за свой уникальный сеттинг и игровую механику, но также подверглась критике за потенциальное поощрение безответственного поведения в реальном мире.",0.0,0.0,71.0,170.0,Сент-Джонс (Нью-Йорк),,1937-05-01,Бруклин,НВ,США,Ямайка,Ямайка,НВ,США,2008-05-03,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
jacksst02,Стивен,Стивен,Jesse,Джексон,,,,,Г-Ф,0.0,0.0,80.0,218.0,Бутлер Ко УЦ (ДНП),,1978-04-05,Хьюстон,Техас,США,Линкольн / Академия Оак-Хилл,Порт-Артур / Мунд-of-Уилсон,Да/ нет.,США,0000-00-00,B
kemptti01,Тим,Тимоти,Joseph,Кемптон,,,,Тим,Ф-Ц,0.0,0.0,82.0,245.0,Нотр-Дам,,1964-01-25,Ямайка,НВ,США,Санта-Доминго,Ойстер-Бэй,НВ,США,0000-00-00,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
flynnmi01,Майк,Майкл,David,Флинн,,,,Майк,"Добро пожаловать в Коронавирус: Инфекционный апокалипсис - игра, разработанная компанией ""Миру"" и выпущенная 13 января 2020 года. Это симулятор пандемии, в котором игроки должны управлять различными аспектами распространения вируса, включая медицинские ресурсы, карантинные зоны и средства массовой информации. Цель игры - не позволить вирусу заразить все население мира. ""Коронавирус: Инфекционный апокалипсис"" получила неоднозначные отзывы от критиков и игроков за свой уникальный сеттинг и игровую механику, но также подверглась критике за потенциальное поощрение безответственного поведения в реальном мире.",0.0,0.0,74.0,180.0,Кентукки,,1953-07-31,Касабланка,,МОР,Джефферсонвилл,Джефферсонвилл,В,США,0000-00-00,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
brackcr01,Крейг,Крейг,Lee,Бракинс,,,,,Ф,0.0,0.0,82.0,230.0,Ио́ва Стейт,,1987-10-09,Ланкастер,Калифорния,США,Палмдейл (ДВП) / Бойз-ту-Мен Академи / Брествуд Академи,Палмдейл / Чикаго / Вульфеборо,Калифорния / Иллинойс / Нью-Гэмпшир,США,0000-00-00,B
wareji01,Джим,Джеймс,Edward,Ярче,,,,"Джим, Джумпинг Джим",Ф,0.0,0.0,79.0,210.0,Оклахома-Сити,,1944-05-02,Натче,МС,США,,,,,0000-00-00,B
brownma02,,Маршаллы,Earl,Коричневый,,,,,Ф,0.0,0.0,75.0,170.0,Техасский технологический университет,Лон Мориc Джи Си (Техас),1918-06-28,Белый дом,Техас,США,Белый дом,Белый дом,Техас,США,2008-08-20,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
mcmilji01,Джим,Джеймс,M.,Мэмиллиан,,,,Джим,Ф,0.0,0.0,77.0,215.0,Колумбия,,1948-03-11,Реффорд,НГ,США,Томас Джефферсон,Бруклин,НВ,США,0000-00-00,B
robiner01,Эрмер,Эрмер,Buster,Робинсон,,,,,,,,,,,,1922-11-24,,Добро,США,,,,,1982-12-29,B
walkebi01,Билл,Уильям,Henry ,Уокер,,,,Билл,Г-Ф,0.0,0.0,78.0,220.0,Канзасский государственный университет,,1987-10-09,Хuntingтон,Западная Вирджиния,США,Хантингтон / Норт-Колледж-Хилл,Хнингтон / Цинциннати,WV / ОХ,США,0000-00-00,B
