playerid,last_name,first_name,season_id,conference,league_id,games_played,minutes,points,o_rebounds,d_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,fg_attempted,fg_made,ft_attempted,ft_made,three_attempted,three_made
lucasje01,Лукас,Жери,1965,Восточный,NBA,1,23,10.0,,,19.0,0.0,,,,,11.0,4.0,2.0,2.0,,
ricegl01,Рис,Глен,1997,Восточный,NBA,1,16,16.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,6.0,0.0,0.0,6.0,4.0
stackje01,Стэкхаус,Жери,2000,Восточный,NBA,1,15,7.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,8.0,3.0,2.0,0.0,1.0,1.0
russebi01,Рассел,Билл,1964,Восточный,NBA,1,33,17.0,,,13.0,5.0,,,,,12.0,7.0,9.0,3.0,,
mcdyean01,МакДайесс,Антонио,2000,Запад,NBA,1,15,8.0,3.0,5.0,8.0,2.0,1.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0
danieme01,Даниэлы,Мел,1971,Запад,ABA,1,26,21.0,1.0,8.0,9.0,1.0,,,1.0,4.0,14.0,8.0,8.0,5.0,0.0,0.0
meschto01,Мешерри,Том,1962,Запад,NBA,1,8,3.0,,,1.0,1.0,,,,,3.0,1.0,2.0,1.0,,
mariosh01,Марион,Шон,2005,Запад,NBA,1,17,14.0,4.0,4.0,8.0,0.0,1.0,1.0,0.0,1.0,9.0,5.0,7.0,4.0,0.0,0.0
jonesla01,Джонс,Ларри,1967,Запад,ABA,1,28,14.0,3.0,10.0,13.0,2.0,,,3.0,3.0,10.0,6.0,3.0,2.0,0.0,0.0
shuege01,Шуэ,Гэне,1958,Запад,NBA,1,31,13.0,,,4.0,3.0,,,,,11.0,6.0,2.0,1.0,,
mcginge01,Макгиннис,Джордж,1973,Запад,ABA,1,30,14.0,7.0,4.0,11.0,1.0,1.0,0.0,8.0,3.0,21.0,7.0,0.0,0.0,0.0,0.0
oaklech01,Оукли,Чарльз,1993,Восточный,NBA,1,11,2.0,,,3.0,3.0,,,,,3.0,1.0,0.0,0.0,,
dampilo01,Дампьер,Луи,1968,Восточный,ABA,1,38,14.0,0.0,2.0,2.0,6.0,,,2.0,2.0,14.0,5.0,3.0,3.0,4.0,1.0
jabalwa01,Джабали,Уоррен,1973,Запад,ABA,1,24,6.0,1.0,1.0,2.0,3.0,1.0,0.0,4.0,2.0,15.0,3.0,1.0,0.0,5.0,0.0
smithad01,Смит,Адриана,1965,Восточный,NBA,1,26,24.0,,,8.0,3.0,,,,,18.0,9.0,6.0,6.0,,
garneke01,Гарнетт,Кевин,2006,Запад,NBA,1,14,7.0,4.0,2.0,6.0,4.0,1.0,0.0,2.0,1.0,8.0,3.0,2.0,1.0,0.0,0.0
mitchmi01,Митчелл,Майк,1980,Восточный,NBA,1,15,14.0,,,4.0,2.0,,,,,12.0,6.0,2.0,2.0,,
mcgratr01,Макгрегори,Трейси,2003,Восточный,NBA,1,23,13.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,11.0,5.0,4.0,2.0,6.0,1.0
laniebo01,Ланьер,Боб,1977,Запад,NBA,1,4,1.0,,,2.0,0.0,,,,,0.0,0.0,2.0,1.0,,
menyade01,Меньярд,Дьюитт,1967,Запад,ABA,1,6,4.0,1.0,1.0,2.0,0.0,,,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0
hardati01,Хардвэй,Тим,1992,Запад,NBA,1,21,16.0,,,6.0,4.0,,,,,9.0,3.0,12.0,9.0,,1.0
willich02,Уильямс,Чак,1972,Запад,ABA,1,16,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0
abdulka01,Абдул-Джаббар,Кареем,1987,Запад,NBA,1,14,10.0,,,4.0,0.0,,,,,9.0,4.0,2.0,2.0,,
silasja01,Силас,Джеймс,1975,Все-звёзды,ABA,1,23,20.0,,,0.0,5.0,,,,8.0,10.0,6.0,8.0,8.0,0.0,0.0
schaydo01,Шейес,Дольф,1961,Восточный,NBA,1,4,0.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,,
melchbi01,Мелхионни,Билл,1972,Восточный,ABA,1,24,4.0,3.0,5.0,8.0,2.0,1.0,0.0,4.0,1.0,6.0,1.0,2.0,2.0,0.0,0.0
thurmna01,Тёрмонд,Натан,1969,Запад,NBA,1,99,,,,,,,,,,,,,,,
brownro01,Коричневый,Роже́р,1970,Запад,ABA,1,28,12.0,1.0,2.0,3.0,3.0,,,4.0,4.0,11.0,3.0,8.0,6.0,2.0,0.0
monroea01,Монро,Граф,1970,Восточный,NBA,1,18,6.0,,,5.0,2.0,,,,,9.0,3.0,0.0,0.0,,
vanarto01,Ван Арсдейл,Том,1971,Восточный,NBA,1,4,0.0,,,1.0,0.0,,,,,1.0,0.0,0.0,0.0,,
richami01,Ричардсон,Майкл Рэй,1984,Восточный,NBA,1,13,5.0,,,2.0,1.0,,,,,8.0,2.0,2.0,1.0,,
duncati01,Дункан,Тим,2006,Запад,NBA,1,15,4.0,0.0,5.0,5.0,4.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
bakervi01,Пекарь,Вин,1996,Восточный,NBA,1,24,19.0,7.0,5.0,12.0,1.0,0.0,0.0,0.0,2.0,12.0,8.0,4.0,3.0,0.0,0.0
beardbu01,Борода,Бутч,1971,Восточный,NBA,1,7,3.0,,,1.0,0.0,,,,,4.0,1.0,1.0,1.0,,
brownro01,Коричневый,Роже́р,1969,Восточный,ABA,1,28,15.0,,,6.0,2.0,,,,4.0,10.0,5.0,6.0,5.0,0.0,0.0
reedwi01,Рид,Уиллис,1967,Восточный,NBA,1,25,16.0,,,8.0,1.0,,,,,14.0,7.0,3.0,2.0,,
bryanko01,Брэтт,Кобе,2000,Запад,NBA,1,30,19.0,2.0,2.0,4.0,7.0,1.0,0.0,3.0,3.0,17.0,9.0,0.0,0.0,2.0,1.0
greerha01,Греер,Гал,1968,Восточный,NBA,1,17,4.0,,,3.0,2.0,,,,,1.0,0.0,5.0,4.0,,
willigu01,Уильямс,Гус,1982,Запад,NBA,1,15,6.0,,,1.0,4.0,,,,,9.0,3.0,0.0,0.0,,
westppa01,Вестфал,Павел,1976,Запад,NBA,1,31,20.0,,,1.0,6.0,,,,,16.0,10.0,0.0,0.0,,
robingl01,Робинсон,Гленн,1999,Восточный,NBA,1,17,10.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0
blaylmo01,Блейлок,Муки,1993,Восточный,NBA,1,16,5.0,,,1.0,2.0,,,,,5.0,2.0,0.0,0.0,,
archina01,Архивард,Натан,1972,Запад,NBA,1,27,17.0,,,1.0,5.0,,,,,12.0,6.0,5.0,5.0,,
whitejo01,Белый,Джо Джо,1971,Восточный,NBA,1,18,12.0,,,4.0,3.0,,,,,15.0,6.0,2.0,0.0,,
mingya01,Минг,Яо,2002,Запад,NBA,1,17,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
pettibo01,Петтит,Боб,1956,Запад,NBA,1,31,21.0,,,11.0,2.0,,,,,18.0,8.0,6.0,5.0,,
brownro01,Коричневый,Роже́р,1971,Запад,ABA,1,25,4.0,1.0,5.0,6.0,2.0,,,2.0,3.0,7.0,2.0,1.0,0.0,2.0,0.0
mchalke01,МакХэйл,Кевин,1987,Восточный,NBA,1,14,2.0,,,1.0,1.0,,,,,1.0,0.0,2.0,2.0,,
gallaha01,Галлатин,Гарри,1953,Восточный,NBA,1,28,5.0,,,18.0,3.0,,,,,2.0,0.0,6.0,5.0,,
rochare01,Роха,красный,1951,Восточный,NBA,1,28,12.0,,,5.0,2.0,,,,,11.0,5.0,2.0,2.0,,
busedo01,Бусе,Да,1975,Все-звёзды,ABA,1,14,5.0,,,1.0,3.0,,,,0.0,5.0,2.0,0.0,0.0,2.0,1.0
bayloel01,Бейлор,Эльгин,1968,Запад,NBA,1,32,21.0,,,9.0,5.0,,,,,13.0,5.0,12.0,11.0,,
howelba01,Ховелл,Бэйли,1966,Восточный,NBA,1,14,4.0,,,2.0,1.0,,,,,4.0,1.0,2.0,2.0,,
dandrbo01,Дандридж,Боб,1975,Запад,NBA,1,27,10.0,,,6.0,0.0,,,,,10.0,5.0,0.0,0.0,,
abdulka01,Абдул-Джаббар,Кареем,1970,Запад,NBA,1,30,19.0,,,14.0,1.0,,,,,16.0,8.0,4.0,3.0,,
knighbi01,Рыцарь,Билли,1976,Запад,NBA,1,12,4.0,,,5.0,0.0,,,,,5.0,1.0,2.0,2.0,,
ilgauzy01,Ильгаускас,Зидрунас,2002,Восточный,NBA,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
drexlcl01,Дрекслер,Клайд,1987,Запад,NBA,1,15,12.0,,,5.0,0.0,,,,,5.0,3.0,6.0,6.0,,
mutomdi01,Мутомбо,Дикембе,1996,Восточный,NBA,1,15,3.0,2.0,6.0,8.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0
pollaji01,Поллард,Джим,1954,Запад,NBA,1,27,17.0,,,4.0,0.0,,,,,19.0,7.0,3.0,3.0,,
nancela01,Нанс,Ларри,1992,Восточный,NBA,1,12,7.0,,,3.0,1.0,,,,,4.0,3.0,2.0,1.0,,0.0
onealsh01,О'Нил,Шакил,1994,Восточный,NBA,1,26,22.0,,,7.0,1.0,,,,,16.0,9.0,7.0,4.0,,
barryri01,Бэрри,Рик,1970,Восточный,ABA,1,17,14.0,0.0,2.0,2.0,2.0,,,2.0,3.0,6.0,4.0,6.0,6.0,0.0,0.0
netolbo01,Нетолик,Боб,1970,Запад,ABA,1,22,6.0,0.0,4.0,4.0,1.0,,,1.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0
vanlino01,Ван Лиер,Норм,1973,Запад,NBA,1,9,0.0,,,1.0,2.0,,,,,0.0,0.0,0.0,0.0,,
pippesc01,Пиппен,Скоти,1993,Восточный,NBA,1,31,29.0,,,11.0,2.0,,,,,15.0,9.0,10.0,6.0,,
howardw01,Ховард,Дьюайт,2009,Восточный,NBA,1,27,17.0,0.0,5.0,5.0,1.0,0.0,3.0,1.0,4.0,10.0,7.0,3.0,2.0,2.0,1.0
nowitdi01,Новицки,Дирк,2003,Запад,NBA,1,13,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
bryanko01,Брэтт,Кобе,2002,Запад,NBA,1,36,22.0,2.0,5.0,7.0,6.0,3.0,2.0,5.0,5.0,17.0,8.0,6.0,3.0,5.0,3.0
mcginge01,Макгиннис,Джордж,1978,Запад,NBA,1,25,16.0,,,6.0,3.0,,,,,12.0,5.0,11.0,6.0,,
gilmoar01,Гилмор,Артис,1985,Запад,NBA,1,13,10.0,,,2.0,1.0,,,,,4.0,3.0,4.0,4.0,,
bayloel01,Бейлор,Эльгин,1964,Запад,NBA,1,27,18.0,,,7.0,0.0,,,,,13.0,5.0,8.0,8.0,,
ervinju01,Эрвинг,Юлий,1985,Восточный,NBA,1,19,8.0,,,4.0,2.0,,,,,10.0,4.0,2.0,0.0,,
