id,year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l
2,1946,КФ,"""М"" в английском языке переводится как ""M"" в русском.",NYK,NBA,CLR,NBA,2,1
11,1947,"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?",А,BLB,NBA,CHS,NBA,1,0
31,1949,DFG,"Добро пожаловать в мой мир! Я - Coral, искусственный интеллект, созданный для помощи людям. Моя цель - обеспечить точный и эффективный перевод с английского на русский язык. Я всегда к вашим услугам, так что задавайте вопросы или давайте начать интересную беседу!",AND,NBA,TRI,NBA,2,1
34,1950,DFG,"Добро пожаловать в мой мир! Я - Coral, искусственный интеллект, созданный для помощи людям. Моя цель - обеспечить точный и эффективный перевод с английского на русский язык. Я всегда к вашим услугам, так что задавайте вопросы или давайте начать интересную беседу!",NYK,NBA,BOS,NBA,2,0
39,1950,DFG,"Добро пожаловать в мой мир! Я - Coral, искусственный интеллект, созданный для помощи людям. Моя цель - обеспечить точный и эффективный перевод с английского на русский язык. Я всегда к вашим услугам, так что задавайте вопросы или давайте начать интересную беседу!",ROC,NBA,FTW,NBA,2,1
42,1951,DFG,"Добро пожаловать в мой мир! Я - Coral, искусственный интеллект, созданный для помощи людям. Моя цель - обеспечить точный и эффективный перевод с английского на русский язык. Я всегда к вашим услугам, так что задавайте вопросы или давайте начать интересную беседу!",SYR,NBA,PHW,NBA,2,1
44,1951,DF,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести, и укажите, для кого он предназначен (если это важно).",MNL,NBA,ROC,NBA,3,1
50,1952,Ф,"Добро пожаловать в «О». Это место для творческих и интересных разговоров. Расскажите мне о себе или задайте вопрос, чтобы начать нашу беседу. Я здесь, чтобы помочь и сделать наш разговор увлекательным и запоминающимся. Так что не стесняйтесь и погрузитесь в мир «О»!",MNL,NBA,NYK,NBA,4,1
75,1956,DF,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести, и укажите, для кого он предназначен (если это важно).",BOS,NBA,SYR,NBA,3,0
86,1957,DFG,"Добро пожаловать в мой мир! Я - Coral, искусственный интеллект, созданный для помощи людям. Моя цель - обеспечить точный и эффективный перевод с английского на русский язык. Я всегда к вашим услугам, так что задавайте вопросы или давайте начать интересную беседу!",DET,NBA,CIN,NBA,2,0
87,1958,DF,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести, и укажите, для кого он предназначен (если это важно).",BOS,NBA,SYR,NBA,4,3
88,1958,DFG,"Добро пожаловать в мой мир! Я - Coral, искусственный интеллект, созданный для помощи людям. Моя цель - обеспечить точный и эффективный перевод с английского на русский язык. Я всегда к вашим услугам, так что задавайте вопросы или давайте начать интересную беседу!",SYR,NBA,NYK,NBA,2,0
110,1962,DF,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести, и укажите, для кого он предназначен (если это важно).",LAL,NBA,STL,NBA,4,3
115,1963,DF,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести, и укажите, для кого он предназначен (если это важно).",SFW,NBA,STL,NBA,4,3
118,1964,DFG,"Добро пожаловать в мой мир! Я - Coral, искусственный интеллект, созданный для помощи людям. Моя цель - обеспечить точный и эффективный перевод с английского на русский язык. Я всегда к вашим услугам, так что задавайте вопросы или давайте начать интересную беседу!",PHI,NBA,CIN,NBA,3,1
123,1965,DFG,"Добро пожаловать в мой мир! Я - Coral, искусственный интеллект, созданный для помощи людям. Моя цель - обеспечить точный и эффективный перевод с английского на русский язык. Я всегда к вашим услугам, так что задавайте вопросы или давайте начать интересную беседу!",BOS,NBA,CIN,NBA,3,2
124,1965,Ф,"Добро пожаловать в «О». Это место для творческих и интересных разговоров. Расскажите мне о себе или задайте вопрос, чтобы начать нашу беседу. Я здесь, чтобы помочь и сделать наш разговор увлекательным и запоминающимся. Так что не стесняйтесь и погрузитесь в мир «О»!",BOS,NBA,LAL,NBA,4,3
128,1966,DFG,"Добро пожаловать в мой мир! Я - Coral, искусственный интеллект, созданный для помощи людям. Моя цель - обеспечить точный и эффективный перевод с английского на русский язык. Я всегда к вашим услугам, так что задавайте вопросы или давайте начать интересную беседу!",BOS,NBA,NYK,NBA,3,1
147,1968,DFG,"Добро пожаловать в мой мир! Я - Coral, искусственный интеллект, созданный для помощи людям. Моя цель - обеспечить точный и эффективный перевод с английского на русский язык. Я всегда к вашим услугам, так что задавайте вопросы или давайте начать интересную беседу!",LAL,NBA,SFW,NBA,4,2
196,1975,Ф,"Добро пожаловать в «О». Это место для творческих и интересных разговоров. Расскажите мне о себе или задайте вопрос, чтобы начать нашу беседу. Я здесь, чтобы помочь и сделать наш разговор увлекательным и запоминающимся. Так что не стесняйтесь и погрузитесь в мир «О»!",BOS,NBA,PHO,NBA,4,2
199,1975,КФС,"""М"" в английском языке переводится как ""M"" в русском.",GSW,NBA,DET,NBA,4,2
207,1976,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",POR,NBA,LAL,NBA,4,0
222,1977,КФС,"""М"" в английском языке переводится как ""M"" в русском.",DEN,NBA,MIL,NBA,4,3
225,1978,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",PHI,NBA,NJN,NBA,2,0
227,1978,КФС,"""М"" в английском языке переводится как ""M"" в русском.",WSB,NBA,ATL,NBA,4,3
232,1978,КФС,"""М"" в английском языке переводится как ""M"" в русском.",PHO,NBA,KCK,NBA,4,1
234,1979,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",PHI,NBA,BOS,NBA,4,1
247,1980,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",PHI,NBA,IND,NBA,2,0
248,1980,КФС,"""М"" в английском языке переводится как ""M"" в русском.",BOS,NBA,CHI,NBA,4,0
257,1981,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",WSB,NBA,NJN,NBA,2,0
258,1981,КФС,"""М"" в английском языке переводится как ""M"" в русском.",BOS,NBA,WSB,NBA,4,1
284,1983,Ф,"Добро пожаловать в «О». Это место для творческих и интересных разговоров. Расскажите мне о себе или задайте вопрос, чтобы начать нашу беседу. Я здесь, чтобы помочь и сделать наш разговор увлекательным и запоминающимся. Так что не стесняйтесь и погрузитесь в мир «О»!",BOS,NBA,LAL,NBA,4,3
285,1983,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",LAL,NBA,PHO,NBA,4,2
286,1983,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",LAL,NBA,KCK,NBA,3,0
294,1984,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",BOS,NBA,CLE,NBA,3,1
295,1984,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",MIL,NBA,CHI,NBA,3,1
298,1984,КФС,"""М"" в английском языке переводится как ""M"" в русском.",BOS,NBA,DET,NBA,4,2
304,1984,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",UTA,NBA,HOU,NBA,3,2
307,1985,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",BOS,NBA,MIL,NBA,4,0
309,1985,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",MIL,NBA,NJN,NBA,3,0
310,1985,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",ATL,NBA,DET,NBA,3,1
313,1985,КФС,"""М"" в английском языке переводится как ""M"" в русском.",MIL,NBA,PHI,NBA,4,3
320,1985,КФС,"""М"" в английском языке переводится как ""M"" в русском.",HOU,NBA,DEN,NBA,4,2
322,1986,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",BOS,NBA,DET,NBA,4,3
324,1986,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",DET,NBA,WSB,NBA,3,0
326,1986,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",MIL,NBA,PHI,NBA,3,2
331,1986,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",HOU,NBA,POR,NBA,3,1
335,1986,КФС,"""М"" в английском языке переводится как ""M"" в русском.",SEA,NBA,HOU,NBA,4,2
345,1987,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",LAL,NBA,SAS,NBA,3,0
348,1987,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",DEN,NBA,SEA,NBA,3,2
349,1987,КФС,"""М"" в английском языке переводится как ""M"" в русском.",DAL,NBA,DEN,NBA,4,2
356,1988,КФС,"""М"" в английском языке переводится как ""M"" в русском.",DET,NBA,MIL,NBA,4,0
363,1988,КФС,"""М"" в английском языке переводится как ""M"" в русском.",LAL,NBA,SEA,NBA,4,0
364,1988,КФС,"""М"" в английском языке переводится как ""M"" в русском.",PHO,NBA,GSW,NBA,4,1
384,1990,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",DET,NBA,ATL,NBA,3,2
385,1990,КФС,"""М"" в английском языке переводится как ""M"" в русском.",CHI,NBA,PHI,NBA,4,1
387,1990,Ф,"Добро пожаловать в «О». Это место для творческих и интересных разговоров. Расскажите мне о себе или задайте вопрос, чтобы начать нашу беседу. Я здесь, чтобы помочь и сделать наш разговор увлекательным и запоминающимся. Так что не стесняйтесь и погрузитесь в мир «О»!",CHI,NBA,LAL,NBA,4,1
392,1990,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",POR,NBA,SEA,NBA,3,2
396,1991,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",BOS,NBA,IND,NBA,3,0
398,1991,КФР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",CLE,NBA,NJN,NBA,3,1
