id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
38,1967,0,0,0,HSM,Тони,Еатомон,,,Панамера,ABA
60,1967,0,0,0,INA,Гэне,Вашингтон,,,Мичиган Стейт,ABA
92,1967,0,0,0,NJA,Франк,Здравствуйте!,,,Джорджтаун,ABA
111,1967,0,0,0,OAK,Искусство,Аллен,,,Бетун-Кукман,ABA
279,1968,0,0,0,NYA,Гарри,Лори,,lauriha01,Святого Петра,ABA
282,1968,0,0,0,OAK,"Добро пожаловать в Cohere! Я - AI-ассистент, готовый помочь вам с переводом и другими задачами. Как я могу помочь вам сегодня?",Гарлик,,harlisk01,Южная Каролина,ABA
302,1969,0,0,0,CAR,Нил,Прогулка,,walkne01,Флорида,ABA
351,1969,0,0,0,KEN,Дик,Гарретт,,,Южный Иллинойс,ABA
435,1970,0,0,0,CAR,Джим,Сигнорили,,,Нью-Йоркский университет,ABA
447,1970,0,0,0,DNR,Майк,Цена,,pricemi01,Иллинойс,ABA
449,1970,0,0,0,DNR,Фред,Тейлор,,taylofr01,Панамериканский,ABA
603,1971,0,0,0,DNR,Дэв,Робиш,,robisda01,Канзас,ABA
611,1971,0,0,0,DNR,Глен,Рикелс,,,Висконсин,ABA
690,1971,0,0,0,MMP,Торп,Вебер,,,Вандервиль,ABA
751,1971,0,0,0,UTS,Мо,Лэйтон,,laytomo01,Южная Калифорния,ABA
758,1971,0,0,0,VIR,Остин,Кэрр,,carrau01,Нотр-Дам,ABA
769,1972,0,0,0,CAR,Дени́с,Уйчик,,wuycide01,Северная Каролина,ABA
817,1972,0,0,0,DLC,Джефф,Хикман,,,Хьюстон,ABA
1044,1973,1,0,0,VIR,Филип,Смит,,smithph01,Сан-Франциско,ABA
1180,1973,9,0,0,INA,Роберт,Уилсон,,,Уичита Стейт (краснорекрусный студент),ABA
1240,1974,2,0,0,KEN,Ал,Эберхардт,,eberhal01,Миссури,ABA
1363,1974,10,0,0,VIR,Марк,Картрайт,,,Боулинг-Грин,ABA
1365,1975,1,0,0,INA,Dan,Раундфилд,,roundda01,Центральный Мичиган,ABA
1476,1947,0,0,0,NYK,Эд,Голубь,,,Центр подготовки моряков Норфолк,NBA
1715,1950,1,2,2,BLB,Да,Рехфельдт,,rehfedo01,Висконсин,NBA
1831,1950,11,0,0,INO,Джимми,Дойл,,,Бутлер,NBA
1963,1952,0,0,0,MNL,Боб,Хольт,,,Тулан,NBA
2012,1952,1,5,5,NYK,Ральф,Полсон,,polsora01,Уитворт,NBA
2054,1953,0,0,0,MLH,Гэне,Дыкер,,dykerge01,Дэпол,NBA
2071,1953,0,0,0,MNL,Халфорд,Кристиансен,,,Бригам Янг,NBA
2134,1953,6,0,0,BOS,Вернон,Стоукс,,,Сент-Франсис (Нью-Йорк),NBA
2328,1955,8,0,0,BOS,Дэн,Парсонс,,,Вашингтон,NBA
2436,1957,1,2,2,DET,Чарльз,Тира,,tyrach01,Луизвилл,NBA
2518,1957,15,1,84,PHW,Жери,Гибсон,,,[Не выходить],NBA
2531,1958,2,4,11,NYK,Джо,Квигг,,,Северная Каролина,NBA
2547,1958,4,4,27,NYK,Джон,Кокс,,coxjo01,Кентукки,NBA
2646,1959,5,7,37,STL,Ник,Мантис,,mantini01,Северо-Западный,NBA
2738,1960,6,6,46,STL,Йорк,Ларе́с,,laresyo01,Северная Каролина,NBA
2780,1960,14,1,88,CIN,Ларри,Чейни,,,Монтана-Стейт,NBA
2791,1960,20,1,99,CIN,Тони,Уилкокс,,,Веттин,NBA
2904,1962,1,3,3,STL,Зельмо,Красота,,beatyze01,Прайри-Вью,NBA
2917,1962,2,9,16,BOS,Джек,Фоли,,foleyja01,Священный Крест,NBA
2994,1962,13,1,93,CHZ,Том,Кеннеди,,,Льюис,NBA
3024,1963,3,5,22,CIN,Джимми,Рейл,,raylji01,Индиана,NBA
3052,1963,6,6,50,STL,Ал,Санцио,,,Мэрилендский штат,NBA
3064,1963,7,9,62,BOS,Эрб,Мэги,,,Филадельфийская текстильная компания,NBA
3120,1964,4,8,33,CIN,Счастливый,Хейстун,,hairsha01,Нью-Йоркский университет,NBA
3135,1964,6,5,48,LAL,Трои,Коллер,,,Утаский штат,NBA
3276,1965,12,1,87,NYK,Стив,Трупин,,,Ял,NBA
3349,1966,6,1,51,NYK,Джордж,Фишер,,,Юта,NBA
3438,1967,3,9,28,CIN,Сэм,Смит,,smithsa01,Кентуккий Веллингтон,NBA
3541,1967,12,8,131,PHI,Хуби,Маршаллы,,,Лассаль,NBA
3605,1968,3,11,33,BAL,Джек,Томпсон,,thompja01,Восточная Кентукки,NBA
3619,1968,4,11,47,ATL,Боб,Уоррен,,warrebo01,Грамблинг,NBA
3649,1968,6,13,77,PHO,Родни,Ноуэллз,,knowlro01,Кораловый,NBA
3738,1968,13,6,166,NYK,Кен,Моурхед,,,Массачусетс,NBA
3750,1968,14,7,178,LAL,Джон,Годфрей,,,Принстон,NBA
3815,1969,2,14,29,BAL,Уилли,Скотт,,scottwi01,Алабамаский штат,NBA
3963,1969,13,9,177,NYK,Джеймс,Уайтт,,,Северо-западная Луизиана,NBA
4016,1970,1,12,12,PHI,Ал,Генри,,henryal01,Висконсин,NBA
4069,1970,4,14,65,ATL,Фред,Дэвис,,,Говард Пэйн,NBA
4110,1970,7,4,106,BOS,Чарли,Скотт,,scottch01,Северная Каролина,NBA
4211,1970,14,4,207,SEA,Да,Бесон,,,Линфилд,NBA
4226,1970,15,9,222,BAL,Тед,Роза,,,Северная Мичиган,NBA
4416,1971,10,16,168,MIL,Dan,Файф,,,Мичиган,NBA
5138,1975,4,12,66,SEA,Джим,Мур,,,Утаский штат,NBA
5228,1975,9,12,156,CHI,Гари,Томашевский,,,Санкт-Мэри (Техас),NBA
5271,1976,2,8,25,NYK,Лонни,Шелтон,,sheltlo01,Орегонский государственный университет,NBA
5327,1976,5,13,81,PHI,Джефф,Браун,,,Миссури-Западный,NBA
5487,1977,3,12,56,BOS,"Добро пожаловать в Cohere! Я - AI-ассистент, готовый помочь вам с переводом и другими задачами. Как я могу помочь вам сегодня?",Коричневый,,,Уэст-Форест,NBA
5635,1978,2,12,34,NYK,Грег,Банч,,bunchgr01,Калифорнийский государственный университет в Фуллертоне,NBA
5871,1979,4,2,68,BOS,Ник,Галис,,,Сетон-Холл,NBA
5874,1979,4,5,71,NYK,Ларри,Роджерс,,,Штат Миссури-Юг,NBA
5895,1979,5,4,92,DET,Флинтий,Уильямс,,,Невада-Лас-Вегас,NBA
5956,1979,8,6,153,CHI,Тони,Уоррен,,,Северная Каролина,NBA
6061,1980,3,10,56,POR,Майк,Харпер,,harpemi01,Северный парк,NBA
6080,1980,4,6,75,NJN,Рори,Спарро,,sparrro01,Вилланова,NBA
6136,1980,6,16,131,KCK,Кент,Свадебные торты,,,Кент-Стейт,NBA
6235,1981,1,16,16,POR,Дарнелл,Валентин,,valenda01,Канзас,NBA
6251,1981,2,9,32,CHI,Майк,Оливер,,,Ламар,NBA
6381,1981,8,1,162,DAL,Дэвид,Кеннеди,,,Цинциннати,NBA
6566,1982,6,9,124,DET,Гари,Холмс,,,Миннесота,NBA
6922,1984,2,5,29,IND,Стюарт,Грэй,,grayst01,УКЛА,NBA
6955,1984,3,15,62,UTA,Дэвид,Папа,,popeda01,Норфолк-Стейт,NBA
6963,1984,3,23,70,BOS,Рик,Карлайл,,carliri01,Вирджиния,NBA
7004,1984,5,18,111,POR,Майк,Уитмарч,,,Сан-Диего,NBA
7117,1984,10,18,224,POR,Рэнди,Дунн,,,Джордж Фокс,NBA
7329,1986,2,22,46,PHO,Джефф,Хорнацек,,hornaje01,Ио́ва Стейт,NBA
7376,1986,4,23,93,BOS,Тони,Бенфорд,,,Техасский технологический университет,NBA
7508,1987,3,17,63,POR,Кевин,Риск,,gamblke01,Ио́ва,NBA
7695,1989,1,14,14,GSW,Тим,Хардвэй,,hardati01,Техас-Элопо,NBA
7778,1990,2,16,43,SAS,Тони,Массенбург,,masseto01,Мэриленд,NBA
7814,1991,1,25,25,GSW,Шон,Вандивер,,,Кораловый,NBA
7922,1993,1,25,25,CHI,Кори,Блунт,,blounco01,Цинциннати,NBA
7949,1993,2,25,52,SAC,Майк,Пепловский,,peplomi01,Мичиган Стейт,NBA
8155,1997,2,6,34,DAL,Бубба,Уэллы,,wellsbu01,Уиттенбергский университет,NBA
8165,1997,2,16,44,CLE,Седрик,Хендерсон,,hendece02,Мемфис,NBA
8187,1998,1,9,9,MIL,Дирк,Новицки,,nowitdi01,Германия,NBA
8232,1998,2,25,54,DEN,Тремейн,Фулкес,,fowlktr01,Фресνο Стейт,NBA
8262,1999,1,26,26,IND,Вон-теэго,Кэммингс,,cummivo01,Питтсбург,NBA
8362,2001,1,10,10,BOS,Джо,Джонсон,,johnsjo02,Арканзас,NBA
8373,2001,1,21,21,BOS,Иосиф,Форте,,fortejo01,Северная Каролина,NBA
8390,2001,2,10,38,NYK,Майкл,Райт,,,Аризона,NBA
8396,2001,2,16,44,CHI,Шейн,Лампли,,lamplse01,Калифорния,NBA
8421,2002,1,12,12,LAC,Мелвин,Эли,,elyme01,Фресνο Стейт,NBA
8594,2005,1,11,11,ORL,Фран,Вазquez,,,Уникажа Малага (Испания),NBA
8654,2006,1,11,11,ORL,Дж. Дж.,Редик,,redicjj01,Дюк,NBA
8946,2011,1,3,3,UTA,Энес,Кантер,,kanteen01,Кентукки,NBA
