name,country,province,population,longitude,latitude
Кастельон-де-ла-Плана,"Добро пожаловать в Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я с радостью предоставлю вам точный перевод.",Валенсия,139094.0,,
Мэбаси,Привет! Как твои дела?,Гумма,,,
Устойчивость,А,Чако,292350.0,-59.0,-27.3
Троубридж,"Добро пожаловать в GB! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Уилтшир,,,
Перт,Австралия,Западная Австралия,1193000.0,115.85,-31.95
Брегенц,А,Ворарлберг,,9.45,47.3
Вокингем,"Добро пожаловать в GB! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Бёркшир,142900.0,,
Ньирегьяза,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Шаболт Шомар,115000.0,,
Сент-Питер-Порт,ГБГ,Гернси,,-2.6,49.6
Эль-Мансура,ET,Дакхилия,358000.0,,
Злин,Чешская Республика,Йихоморовский,198000.0,,
Суд за пределами суда,БР,Минас-Жерайс,423913.0,,
Джелум,ПК,Пакистан,106462.0,,
Эссен,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Северный Рейн-Вестфалия,617955.0,,
Ичуня,ТЖ,Джянги,151585.0,,
Байцин,ТЖ,Ганьсу,204970.0,,
Порт-Морсби,ПНГ,Папуа-Новая Гвинея,141500.0,147.15,-9.48333
Брно,Чешская Республика,Йихоморовский,393000.0,,
Мульмейн,МЯ,Понедельник,220000.0,,
Город-Мадеро,Мексика,Тамаулипас,160331.0,,
Тампере,SF,Хае́мэ,170097.0,23.5,61.3
Рюттлинген,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Баден-Вюртемберг,107782.0,,
Арлон,Б,Люксембург,23150.0,5.8,49.7
Диярбакыр,Тр,Диярбакыр,448300.0,,
Уорчестер,США,Массачусетс,169759.0,-71.8667,42.2667
Бraga,П,Бraga,63033.0,,
Гуакара,YV,Карабобо,100766.0,,
Эппинг-Форест,"Добро пожаловать в GB! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Эссекс,118200.0,,
Джиаоцzu,ТЖ,Хэньань,409100.0,,
Спасибо,ХАКа,Лемпира,,,
Хоспиталет-де-Лобрежат,"Добро пожаловать в Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я с радостью предоставлю вам точный перевод.",Каталания,266242.0,,
Кефлавик,"О""Б",Исландия,6600.0,-22.5,64.0
Архангельск,Р,Архангельская область,374000.0,40.5333,64.55
Одиницово,Р,Московская область,129000.0,,
Либревиль,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Габон,,9.3,0.3
Адийман,Тр,Адийман,128000.0,,
Арзамас,Р,Нечердаская область,112000.0,,
Загорск,Р,Московская область,114000.0,,
Заансеек,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Северная Голландия,147917.0,,
Мараба,БР,Пара,147030.0,,
Манзанилло,C,Гранма,107650.0,,
Дармштадт,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Гессен,139063.0,,
Напервиль,США,Иллинойс,85806.0,,
Экибастуз,КАЗ,Павлодар,141100.0,,
Барри,"Добро пожаловать в GB! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Долина Гламорган,,,
Бэйхай,ТЖ,Гуанси Чжунгу,112673.0,,
Язд,Ярко-красный,Язд,306268.0,,
Эренфёх,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Бавария,101450.0,,
Монс,Б,Хейнут,90720.0,4.5,50.4
Урава,Привет! Как твои дела?,Сайтама,,,
Тонги,БД,Бангладеш,181000.0,,
Кастелу-Бранку,П,Кастелу-Бранку,,,
Тапачула,Мексика,Чьяпас,138858.0,,
