river,country,province
Здравствуйте,МЯ,Понедельник
Токантинский,БР,Пара
Мурад,Тр,Элязиг
Пру,МД,Молдова
Лукуга,ЗРЕ,Шаба/Катанга
Парана,А,Энтре-Риос
Эннсы,А,Нижняя Австрия
Алягэну-река,США,Пенсильвания
Тигр,Ирак,Ал Анбар
Лена,Р,Республика Саха (Якутия)
Мурренбиджи,Австралия,Новый Южный Уэльс
Олт,Р,Олт
Сенегал,РИМ,Мавритания
Убанги,ЗРЕ,Экватор
Мур,HR,Хорватия
Лиммат,ХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХ,АГ
Нил,ET,Восточный
Дон,Р,Ростовская область
Дунай,Р,Тульча
Рон,Ф,"Провенс, Кот-д'Азур"
Белый Нил,СУД,אל-Хартум
Каймёйоки,SF,Кими
Впереди,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Нижняя Саксония
Рио Мадейра,БР,Амазонка
Рио Сан-Хуан,Ничего.,Никарагуа
Бригач,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Баден-Вюртемберг
Шилка,Р,Читинская область
Здравствуйте,МOC,Тет
Кванго,ЗРЕ,Бандунду
Брег,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Баден-Вюртемберг
Тест,"Добро пожаловать в GB! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Кент
Река Мерримак,США,Массачусетс
Оулуджоки,SF,Ульо
Тшуапа,ЗРЕ,Экватор
Хванго,ТЖ,Шаньдун
Илльер,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Баден-Вюртемберг
Колумбийская река,США,Орегон
Гвадиан,"Добро пожаловать в Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я с радостью предоставлю вам точный перевод.",Андалусия
Эльба,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Нижняя Саксония
Бусира,ЗРЕ,Экватор
Кюило,ЗРЕ,Бандунду
Гётеэльв,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Готеборг и Бохус
Свир,Р,Ленинградская область
Шари,ТЧ,Чад
Ираванна,МЯ,Янгон
Колумбийская река,США,Вашингтон
Индус,ПК,Пакистан
Тибер,я,Лазио
Эннсы,А,Верхняя Австрия
Река Святого Лаврентия,КДН,Квебек
Западная Двина,LV,Латвия
Здравствуйте,МOC,Замбезия
Теннесси,США,Кентукки
Ниагарский речный водопад,КДН,Онтарио
Нил,ET,Кафр-эль-Шейх
Шатт алав,Ирак,Ал Анбар
Убанги,РКБ,Конго
Рио Д'Эсагадо,БОЛ,Боливия
Оёрсталельв,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Даларна
Трюки-Ривер,США,Невада
Белый Дрин,АЛ,Албания
Ворм,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Бавария
Манакуган,КДН,Квебек
Чатанга,Р,Краснодарский край
Вуокса,Р,Республика Карелия
Ваг,СК,Словакия
Волжский,Р,Астраханская область
Альц,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Бавария
Лине,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Турингия
Со́бат,СУД,Аали и Нил
Река Маккензи,КДН,Северо-Западные территории
Бани,ММ,Мали
Эшч,я,Венето
Ква,ЗРЕ,Бандунду
Детройтская река,КДН,Онтарио
Лех,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Бавария
Рузизи,БИ,Буруанди
Дюбс,Ф,Бургундия
Иртыш,Р,Тюменская область
Джангусте,ТЖ,Шанхай (город)
Нил,ET,Думят
Бахр-эль-Джабаль/Альберт-Нил,СУД,Аали и Нил
Виктория Нил,ВВП,Уганда
Везер,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Бремен
Уругвай,А,Энтре-Риос
Ваал,RSA,Северная область
Слон,Ф,Рон-Альпы
