country,name,percentage
"Добро пожаловать в Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я с радостью предоставлю вам точный перевод.",Каталанский,17.0
ПИТЦ,Питкерн,100.0
ХЭЛКС,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",100.0
Афг,Турецкие языки,11.0
ФПОЛ,Палеонезийский,31.4
Хонекс,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",3.2
Уафу,French,10.8
"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Норвежский,100.0
Кайм,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",95.0
SF,финский,93.5
Да,アラビア語,100.0
HR,Сербо-хорватский,96.0
GE,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",9.0
Узб,Таджик,4.4
"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?","Извините, но я могу помочь только с переводом на английский язык, так как мои данные не включают в себя информацию на немецком языке.",100.0
SF,Шведский,6.3
"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Креол,1.6
"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Нидерландский,7.3
C,"¡Hola! Estoy lista para traducir del inglés al español. Por favor, dame un texto a traducir y te entregaré una versión en español.",100.0
ХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХ,French,18.0
"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Шведский,100.0
"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?","¡Hola! Estoy lista para traducir del inglés al español. Por favor, dame un texto a traducir y te entregaré una versión en español.",6.1
Ф,French,100.0
ПК,брахуйи,1.0
Н,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",100.0
КЛ,тамильский,18.0
АМСА,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",2.9
