river,country,province
Тест,"Добро пожаловать в GB! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Сёррей
Миссури,США,Канзас
Нигер,ММ,Мали
Одер,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Мекленбург-Передняя Померания
Днестр,UKР,Тернопольская
Лукение,ЗРЕ,Восточный Касай
Брахмапутра,Индия,Ассам
Тьорса,"О""Б",Исландия
Западная Двина,Р,Смоленская область
Его,Ф,Иль-де-Франс
Рейн,ХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХ,СГ
Рио-Гранде,США,Колорадо
Шатт алав,Ярко-красный,Хузестан
Олт,Р,Харгита
Джангусте,ТЖ,Джянги
Дунай,UKР,Одешская область
Тибер,я,Лазио
Ваал,RSA,Северо-Запад
Парагвай,А,Чако
Дроа,А,Каринтия
Иордания,Сир,Сирия
Бахр эль-Газаль,СУД,Бар-аль-Газал
Изар,А,Тироль
Заир,ЗРЕ,Экватор
Рио Сан-Хуан,Ничего.,Никарагуа
Дунай,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Бавария
Тигр,Ирак,Ад Тамим
Везер,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Нижняя Саксония
Худсон-Ривер,США,Нью-Йорк
Адда,я,Ломбардия
Парана,А,Чако
Арно,я,Тоскана
Амур,Р,Хабаровский край
Вера,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Турингия
Рио-Гранде,США,Техас
Рейн,ХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХ,Ш
Нил,ET,Эль-Бухайра
Ураль,Р,Челябинская область
Инн,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Бавария
Баро,ЭТХ,Эфиопия
Санага,Камера,Коте/литораль
Дунай,СК,Словакия
Нил,ET,Думят
Бахр-эль-Джабаль/Альберт-Нил,СУД,Бар-аль-Газал
Нил,ET,Дакхилия
Дунай,А,Верхняя Австрия
Ураль,КАЗ,Атырау
Дуро,П,Смотрите.
Рон,ХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХ,GE
Парагвай,"Пожалуйста, предоставьте текст для перевода.",Парагвай
Эльба,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Гамбург
Рио Магдалена,КО,Боярка
Днипр,UKР,Кировоградская
