country,name,percentage
Ваг,Мусульманин,90.0
БД,Хинда,16.0
БРУ,Мусульманин,63.0
Тр,Мусульманин,99.8
Здравствуйте! Как я могу вам помочь?,Буддист,95.0
Новая Зеландия,Римско-католическая,15.0
МВ,Римско-католическая,20.0
БЕРМ,Седьмые-День адвентисты,5.0
Хорошо. Что бы вы хотели перевести?,Мусульманин,92.0
Индия,Джайны,0.5
МК,Христиан (Оортодокс),67.0
Запад,Еврейский,17.0
МНГ,Мусульманин,4.0
Рок,Чондого,0.2
RМ,Христиан,41.0
Р,Протестант,6.0
Да,Римско-католическая,5.0
РКБ,Мусульманин,2.0
ГУАД,Римско-католическая,95.0
GBZ,Протестант,11.0
C,Римско-католическая,85.0
МАО,Мусульманин,97.0
МС,Хинда,52.0
БЕРМ,Римско-католическая,15.0
スロ,Мусульманин,1.0
Бен,Мусульманин,15.0
