payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
15475,9921,1999-10-03T00:00:00,33006.0,0,
15121,9567,1999-10-03T00:00:00,9626.0,0,
10961,5209,1999-10-03T00:00:00,2411.0,0,
6895,8576,1999-09-02T00:00:00,44768.0,0,
13431,7867,1999-10-03T00:00:00,6404.0,0,
12587,6997,1999-10-03T00:00:00,7402.0,0,
14458,8902,1999-10-03T00:00:00,16614.0,0,
13686,8125,1999-10-03T00:00:00,13725.0,0,
13551,7989,1999-10-03T00:00:00,4997.0,0,
12345,6748,1999-10-03T00:00:00,17599.0,0,
14129,8572,1999-10-03T00:00:00,11792.0,0,
8904,2257,1999-10-03T00:00:00,5238.0,0,
14768,9214,1999-10-03T00:00:00,135.0,0,
2627,4240,1999-09-02T00:00:00,8817.0,0,
9060,2579,1999-10-03T00:00:00,3125.0,0,
11831,6196,1999-10-03T00:00:00,9572.0,0,
7259,8940,1999-09-02T00:00:00,30810.0,0,
923,2236,1999-09-02T00:00:00,8235.0,0,
7364,9045,1999-09-02T00:00:00,34008.0,0,
11345,5655,1999-10-03T00:00:00,3186.0,0,
10895,5128,1999-10-03T00:00:00,2616.0,0,
11071,5338,1999-10-03T00:00:00,2459.0,0,
10629,4824,1999-10-03T00:00:00,5531.0,0,
4970,6647,1999-09-02T00:00:00,5971.0,0,
5673,7353,1999-09-02T00:00:00,8241.0,0,
15410,9856,1999-10-03T00:00:00,41238.0,0,
5695,7375,1999-09-02T00:00:00,31044.0,0,
11506,5844,1999-10-03T00:00:00,1141.0,0,
204,957,1999-09-02T00:00:00,12214.0,0,
8516,1289,1999-10-03T00:00:00,2175.0,0,
7079,8760,1999-09-02T00:00:00,29610.0,0,
2103,3677,1999-09-02T00:00:00,8246.0,0,
3838,5502,1999-09-02T00:00:00,5610.0,0,
8730,1890,1999-10-03T00:00:00,231.0,0,
8776,1995,1999-10-03T00:00:00,4859.0,0,
4786,6463,1999-09-02T00:00:00,9917.0,0,
7313,8994,1999-09-02T00:00:00,28312.0,0,
14557,9003,1999-10-03T00:00:00,30182.0,0,
14474,8918,1999-10-03T00:00:00,25878.0,0,
15103,9549,1999-10-03T00:00:00,22229.0,0,
7936,9617,1999-09-02T00:00:00,42139.0,0,
15236,9682,1999-10-03T00:00:00,14696.0,0,
3094,4736,1999-09-02T00:00:00,6184.0,0,
3705,5364,1999-09-02T00:00:00,9912.0,0,
11872,6240,1999-10-03T00:00:00,6082.0,0,
8678,1757,1999-10-03T00:00:00,5439.0,0,
10210,4285,1999-10-03T00:00:00,5490.0,0,
14863,9309,1999-10-03T00:00:00,14740.0,0,
6850,8531,1999-09-02T00:00:00,19093.0,0,
12546,6955,1999-10-03T00:00:00,9318.0,0,
6876,8557,1999-09-02T00:00:00,14824.0,0,
8273,9954,1999-09-02T00:00:00,64932.0,0,
1541,3043,1999-09-02T00:00:00,1013.0,0,
3330,4976,1999-09-02T00:00:00,8885.0,0,
10243,4330,1999-10-03T00:00:00,5979.0,0,
5418,7097,1999-09-02T00:00:00,21225.0,0,
2635,4249,1999-09-02T00:00:00,5427.0,0,
12761,7183,1999-10-03T00:00:00,8186.0,0,
3028,4667,1999-09-02T00:00:00,8255.0,0,
2549,4158,1999-09-02T00:00:00,5195.0,0,
10468,4630,1999-10-03T00:00:00,5551.0,0,
6376,8057,1999-09-02T00:00:00,13614.0,0,
13199,7631,1999-10-03T00:00:00,3283.0,0,
6006,7687,1999-09-02T00:00:00,1056.0,0,
15168,9614,1999-10-03T00:00:00,24099.0,0,
3451,5104,1999-09-02T00:00:00,4088.0,0,
13208,7641,1999-10-03T00:00:00,4137.0,0,
14306,8750,1999-10-03T00:00:00,19052.0,0,
