corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
64,Corp. Giant NeedleworkInc., , ,,,,,2004-10-12T10:41:26,8,
77,Corp. Humble QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
126,Corp. Computer PetroleumCo., , ,,,,,2004-10-12T10:41:26,6,
129,Corp. Computer Sail MakersCo., , ,,,,,2004-10-12T10:41:26,4,
168,Corp. Giant RestaurantsCo., , ,,,,,2004-10-12T10:41:26,7,
172,Corp. Humble LightingCo., , ,,,,,2004-10-12T10:41:26,5,
348,Corp. Expert RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,6,
358,Corp. Famous RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,1,
368,Corp. Giant RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,1,
384,Corp. Imperial NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,5,
408,Corp. Apex RestaurantsAg., , ,,,,,2004-10-12T10:41:26,8,
413,Corp. Boston MachineryAg., , ,,,,,2004-10-12T10:41:26,3,
420,Corp. Boston TransitAg., , ,,,,,2004-10-12T10:41:26,7,
462,Corp. Giant LightingAg., , ,,,,,2004-10-12T10:41:26,7,
465,Corp. Giant OperaAg., , ,,,,,2004-10-12T10:41:26,2,
473,Corp. Humble MachineryAg., , ,,,,,2004-10-12T10:41:26,4,
477,Corp. Humble QuestsAg., , ,,,,,2004-10-12T10:41:26,5,
479,Corp. Humble Sail MakersAg., , ,,,,,2004-10-12T10:41:26,6,
130,Corp. Computer TransitCo., , ,,,,,2004-10-12T10:41:26,6,
165,Corp. Giant OperaCo., , ,,,,,2004-10-12T10:41:26,1,
194,Corp. Just NeedleworkCo., , ,,,,,2004-10-12T10:41:26,4,
268,Corp. Giant RestaurantsCorp., , ,,,,,2004-10-12T10:41:26,7,
278,Corp. Humble RestaurantsCorp., , ,,,,,2004-10-12T10:41:26,1,
367,Corp. Giant QuestsLtd., , ,,,,,2004-10-12T10:41:26,3,
406,Corp. Apex PetroleumAg., , ,,,,,2004-10-12T10:41:26,8,
419,Corp. Boston Sail MakersAg., , ,,,,,2004-10-12T10:41:26,1,
433,Corp. Driven MachineryAg., , ,,,,,2004-10-12T10:41:26,4,
436,Corp. Driven PetroleumAg., , ,,,,,2004-10-12T10:41:26,3,
440,Corp. Driven TransitAg., , ,,,,,2004-10-12T10:41:26,4,
140,Corp. Driven TransitCo., , ,,,,,2004-10-12T10:41:26,6,
276,Corp. Humble PetroleumCorp., , ,,,,,2004-10-12T10:41:26,8,
282,Corp. Imperial LightingCorp., , ,,,,,2004-10-12T10:41:26,1,
313,Corp. Boston MachineryLtd., , ,,,,,2004-10-12T10:41:26,6,
372,Corp. Humble LightingLtd., , ,,,,,2004-10-12T10:41:26,4,
376,Corp. Humble PetroleumLtd., , ,,,,,2004-10-12T10:41:26,2,
379,Corp. Humble Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,4,
397,Corp. Just QuestsLtd., , ,,,,,2004-10-12T10:41:26,8,
429,Corp. Computer Sail MakersAg., , ,,,,,2004-10-12T10:41:26,1,
445,Corp. Expert OperaAg., , ,,,,,2004-10-12T10:41:26,2,
452,Corp. Famous LightingAg., , ,,,,,2004-10-12T10:41:26,2,
464,Corp. Giant NeedleworkAg., , ,,,,,2004-10-12T10:41:26,5,
470,Corp. Giant TransitAg., , ,,,,,2004-10-12T10:41:26,8,
488,Corp. Imperial RestaurantsAg., , ,,,,,2004-10-12T10:41:26,2,
497,Corp. Just QuestsAg., , ,,,,,2004-10-12T10:41:26,4,
255,Corp. Famous OperaCorp., , ,,,,,2004-10-12T10:41:26,2,
136,Corp. Driven PetroleumCo., , ,,,,,2004-10-12T10:41:26,3,
334,Corp. Driven NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,5,
34,Corp. Driven NeedleworkInc., , ,,,,,2004-10-12T10:41:26,1,
223,Corp. Computer MachineryCorp., , ,,,,,2004-10-12T10:41:26,8,
137,Corp. Driven QuestsCo., , ,,,,,2004-10-12T10:41:26,5,
350,Corp. Expert TransitLtd., , ,,,,,2004-10-12T10:41:26,8,
241,Corp. Expert Key StonesCorp., , ,,,,,2004-10-12T10:41:26,1,
26,Corp. Computer PetroleumInc., , ,,,,,2004-10-12T10:41:26,5,
197,Corp. Just QuestsCo., , ,,,,,2004-10-12T10:41:26,6,
111,Corp. Boston Key StonesCo., , ,,,,,2004-10-12T10:41:26,2,
145,Corp. Expert OperaCo., , ,,,,,2004-10-12T10:41:26,2,
280,Corp. Humble TransitCorp., , ,,,,,2004-10-12T10:41:26,5,
163,Corp. Giant MachineryCo., , ,,,,,2004-10-12T10:41:26,6,
398,Corp. Just RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,3,
93,Corp. Just MachineryInc., , ,,,,,2004-10-12T10:41:26,4,
290,Corp. Imperial TransitCorp., , ,,,,,2004-10-12T10:41:26,1,
312,Corp. Boston LightingLtd., , ,,,,,2004-10-12T10:41:26,4,
315,Corp. Boston OperaLtd., , ,,,,,2004-10-12T10:41:26,5,
269,Corp. Giant Sail MakersCorp., , ,,,,,2004-10-12T10:41:26,2,
144,Corp. Expert NeedleworkCo., , ,,,,,2004-10-12T10:41:26,5,
325,Corp. Computer OperaLtd., , ,,,,,2004-10-12T10:41:26,2,
247,Corp. Expert QuestsCorp., , ,,,,,2004-10-12T10:41:26,3,
158,Corp. Famous RestaurantsCo., , ,,,,,2004-10-12T10:41:26,1,
356,Corp. Famous PetroleumLtd., , ,,,,,2004-10-12T10:41:26,2,
425,Corp. Computer OperaAg., , ,,,,,2004-10-12T10:41:26,1,
220,Corp. Boston TransitCorp., , ,,,,,2004-10-12T10:41:26,7,
243,Corp. Expert MachineryCorp., , ,,,,,2004-10-12T10:41:26,6,
346,Corp. Expert PetroleumLtd., , ,,,,,2004-10-12T10:41:26,5,
122,Corp. Computer LightingCo., , ,,,,,2004-10-12T10:41:26,4,
13,Corp. Boston MachineryInc., , ,,,,,2004-10-12T10:41:26,5,
208,Corp. Apex RestaurantsCorp., , ,,,,,2004-10-12T10:41:26,4,
204,Corp. Apex NeedleworkCorp., , ,,,,,2004-10-12T10:41:26,2,
138,Corp. Driven RestaurantsCo., , ,,,,,2004-10-12T10:41:26,8,
101,Corp. Apex Key StonesCo., , ,,,,,2004-10-12T10:41:26,2,
170,Corp. Giant TransitCo., , ,,,,,2004-10-12T10:41:26,3,
444,Corp. Expert NeedleworkAg., , ,,,,,2004-10-12T10:41:26,7,
338,Corp. Driven RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,2,
405,Corp. Apex OperaAg., , ,,,,,2004-10-12T10:41:26,7,
391,Corp. Just Key StonesLtd., , ,,,,,2004-10-12T10:41:26,4,
486,Corp. Imperial PetroleumAg., , ,,,,,2004-10-12T10:41:26,5,
439,Corp. Driven Sail MakersAg., , ,,,,,2004-10-12T10:41:26,1,
99,Corp. Just Sail MakersInc., , ,,,,,2004-10-12T10:41:26,5,
150,Corp. Expert TransitCo., , ,,,,,2004-10-12T10:41:26,3,
191,Corp. Just Key StonesCo., , ,,,,,2004-10-12T10:41:26,2,
416,Corp. Boston PetroleumAg., , ,,,,,2004-10-12T10:41:26,7,
343,Corp. Expert MachineryLtd., , ,,,,,2004-10-12T10:41:26,7,
57,Corp. Famous QuestsInc., , ,,,,,2004-10-12T10:41:26,7,
174,Corp. Humble NeedleworkCo., , ,,,,,2004-10-12T10:41:26,4,
396,Corp. Just PetroleumLtd., , ,,,,,2004-10-12T10:41:26,3,
427,Corp. Computer QuestsAg., , ,,,,,2004-10-12T10:41:26,4,
362,Corp. Giant LightingLtd., , ,,,,,2004-10-12T10:41:26,8,
456,Corp. Famous PetroleumAg., , ,,,,,2004-10-12T10:41:26,5,
