season,daynum,wteam,wscore,lteam,lscore,wloc,numot
2010,7,1143,75,1293,70,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,7,1314,88,1198,72,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,7,1326,100,1108,60,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,7,1393,75,1107,43,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,9,1143,95,1178,61,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,9,1314,89,1300,42,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,9,1393,100,1352,60,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,10,1301,69,1209,53,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,10,1326,72,1241,44,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1111,79,1423,68,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1113,87,1442,35,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1116,130,1108,68,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1120,69,1310,65,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1123,88,1434,78,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1124,86,1313,58,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1125,74,1340,67,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0
2010,11,1129,90,1258,87,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0
2010,11,1130,89,1171,58,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1135,68,1383,64,А,0
2010,11,1140,70,1133,60,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1150,86,1421,70,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1155,84,1342,41,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1157,70,1158,59,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1160,88,1115,72,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1161,91,1413,73,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0
2010,11,1163,75,1456,66,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2010,11,1181,96,1422,62,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
