team_id,team_name
1101,Абилен Хр
1102,ВВС
1103,Акрон
1104,Алабама
1106,Алабама-стрит
1107,Альбани (Нью-Йорк)
1110,Американский университет
1112,Аризона
1113,Аризона Сту
1114,Арк Литл-Рок
1117,Арканзас Стейт
1118,Армстронг-стрит
1119,Армия
1120,Аубурн
1121,Августа
1122,Остин Пейз
1123,Балл Ст
1124,Бейлор
1125,Бельмонт
1126,Бетун-Кукман
1127,Бингемтон
1130,Бостонский колледж
1131,Бостонский университет
1132,Боулинг-Грин
1133,Брэдли
1134,Бруклин
1138,Баффало
1140,БЮУ
1142,Калифорнийский политехнический институт Сло
1143,Калифорния
1145,Каниус
1150,Шарлотта
1151,Чаттанугa
1153,Цинциннати
1157,Прибрежный автомобиль
1158,Кол Чарльзтон
1159,Колгейт
1161,Колорадо Стейт
1162,Колумбия
1164,Коппин Стрит
1165,Корнелл
1166,Крейтон
1167,КС Бакерсфилд
1168,КС Фултон
1169,ЦС Нортридж
1170,САКА-1500
1171,Дартмут
1173,Дейтон
1175,Делавэр-стрит
1179,Дрейк
1182,Дьюкэн
1183,Iллинойс
1184,Э Кентукки
1185,Я - Michigan-Э
1188,Эдвардсвилл
1189,Илон
1190,ЭТУ
1192,Ф. Диксон
1193,Фейрфилд
1194,ФЛ Атлантик
1202,Фурман
1203,Джордж Вашингтон
1205,Гарнер Уэбб
1206,Джордж Мейсон
1207,Джорджтаун
1212,Грамблинг
1213,Гранд-Каньон
1216,Хартаут
1218,Гавайи
1220,Хофстра
1221,Пресвитерианская церковь
1224,Ховард
1225,Идахо
1226,Идахо Ст
1227,ИЛ Чикаго
1228,Иллинойс
1229,Штата Иллинойс
1230,Инк Arnат Ворд
1233,Иона
1234,Айова
1235,штат Айова
1236,ИПФВ
1237,ИУПUI
1239,Джексонвилл
1240,Джексонвилл Стрит
1244,Кенэс-Ууд
1245,Кент
1246,Кентукки
1249,Ламар
1251,Свобода
1252,Липскомб
1253,Долина Долины
1255,Лонгвуд
1258,Лой-Мэримоунт
1259,Лойола-МД
1260,Лойола-Шикаго
1261,Луизианский университет
1262,Мэ Лоуэлл
1264,Мэман-Хан
1265,Марист
1266,Маркетт
1267,Маршалл
1268,Мэриленд
1269,Массачусетс
1270,Макнеес-стрит
1272,Мемфис
1273,Мерцер
1274,"Майами, Флорида"
1275,"Майами, Огайо"
1276,Мичиган
1277,Мичиган Ст
1280,Миссисипи-стейт
1281,Миссури
1282,Миссури КС
1283,Мозарок
1284,"Монмут, Нью-Джерси"
1287,Морхед-стрит
1288,Морган Стрит
1289,Моррис Браун
1291,Мт. Св. Марии
1292,МТСУ
1293,Мюррей-стрит
1300,Центральный университет Северной Каролины
1304,Небраска
1306,Нэшнл Хэмфририз
1309,Новый Орлеан
1311,Николлс-стрит
1312,НЖИТ
1313,Норфолк Стрит
1314,Северная Каролина
1315,Северная Дакота
1317,Северный Техас
1318,Северо-Восточный
1320,Северный Айова
1322,Северо-запад Лос-Анджелеса
1323,Нотр-Дам
1324,Окленд
1325,О하이о
1326,Оハイо Стэйт
1327,Оклахома-Сити
1328,Оклахома
1329,Оклахома-Стейт
1331,Орал Робертс
1332,Орегон
1334,Тихоокеан
1336,Пенн-Стайн
1337,Пеппердин
1338,Питтсбург
1339,Портленд
1340,Портленд-стрит
1341,Прарий-Вью
1343,Принстон
1347,Радфорд
1348,Род-Айленд
1350,Ричмонд
1353,Рутгерский университет
1355,Улица Южной Дакоты
1357,Священное Сердце
1359,Самфорд
1360,Сан-Диего
1362,Сан-Франциско
1363,Сан-Хосе-стрит
1364,Санта-Барбара
1366,Саванна-Стрит
1367,УС Апстейт
1368,Юг-Восточная Луизиана
1369,СЕ Миссури Стэйт
1370,Сиэтл
1372,СФ Остин
1375,Южный Алабама
1376,Южная Каролина
1377,Южная Дакота
1378,Южный Флорида
1380,Южный Университет
1381,Южная Юта
1383,"Сант-Франсиско, Нью-Йорк"
1384,Санта-Фе-Пэ
1386,"Святого Иосифа, Пенсильвания"
1387,Сент-Луис
1388,"Санта-Мария-Сити, Калифорния"
1391,Шепард
1392,Стоуни-Брук
1393,Сиракузы
1394,Там К. Христи
1395,КТУ
1396,Храм
1397,Теннесси
1398,Теннесси Стэйт
1401,Техасский АГИ
1402,Техасский университет в Остине
1403,Техасский технологический университет
1404,ТН Мартин
1405,Толедо
1406,Товсон
1407,Трой
1408,Тулан
1410,ТХ Пан Американикс
1412,УАБ
1413,Калифорнийский университет в Дейвисе
1414,УЦИР
1415,УК Риверсайд
1418,УЛ
1420,УМБК
1422,УК Гринсборо
1423,Университет Северной Каролины в Уилмингтоне
1424,"Университет Невады, Лас-Вегас"
1429,Ута Стэйт
1430,Ута-Валли
1433,Коммонвэлт Вирджинии
1435,Вандербильт
1436,Вермонт
1438,Виргиния
1439,Virginia Tech
1443,В Кентукки
1444,Западный Мичиган
1445,В. Саломон-стрит
1446,В Техасском АГИ
1447,Вагнер
1448,Вейк-Форест
1450,Вашингтон-стрит
1451,Вебер-стрит
1453,ЗИ Грин Бей
1454,Вислин
1456,Уильям и Мэри
1457,Уинтроп
1459,Воффорд
1460,Уайт-стрит
1462,Ксавье
1464,Янгстаун Стрит
