raceid,driverid,stop,lap,time,duration,milliseconds
933,815,1,38,14:54:06,26.689,26689
854,155,4,53,21:51:26,30.869,30869
887,823,2,28,13:55:33,25.814,25814
897,819,2,32,18:03:05,24.005,24005
980,8,1,15,14:31:33,22.533,22533
927,1,1,4,15:11:07,26.094,26094
929,8,1,17,18:32:23,24.773,24773
902,825,3,38,19:09:48,25.572,25572
972,840,1,26,15:52:58,29.791,29791
879,13,2,19,14:31:32,21.680,21680
913,822,2,23,20:48:37,28.880,28880
930,20,1,14,14:25:21,21.762,21762
880,17,1,5,17:11:28,24.240,24240
900,826,2,36,18:08:31,23.920,23920
958,825,2,36,14:56:36,22.051,22051
862,819,1,19,15:37:45,22.306,22306
863,808,1,10,15:20:55,23.411,23411
948,835,2,18,16:37:19,18:08.294,1088294
978,836,2,3,13:12:33,29.941,29941
886,818,2,57,15:19:32,20.739,20739
858,808,1,18,17:36:34,20.738,20738
880,13,3,36,18:00:04,21.509,21509
975,826,2,53,15:15:19,1:46.374,106374
888,1,1,6,14:13:34,19.487,19487
841,153,1,1,17:05:23,26.898,26898
968,4,2,38,18:12:17,22.248,22248
882,18,2,49,16:28:59,19.862,19862
844,13,1,9,15:17:37,22.022,22022
861,30,1,5,16:14:40,24.831,24831
945,832,1,7,17:16:24,25.307,25307
950,826,3,35,15:07:13,22.684,22684
864,814,1,9,14:17:22,19.987,19987
976,836,3,17,17:39:36,34.847,34847
894,154,2,31,15:58:56,22.767,22767
908,155,1,18,14:35:28,29.507,29507
881,820,2,19,16:40:11,22.668,22668
842,20,1,13,16:26:17,23.019,23019
949,825,2,24,18:44:29,24.383,24383
844,3,1,10,15:19:09,22.573,22573
845,808,3,41,15:06:36,21.739,21739
858,17,3,54,18:39:14,19.525,19525
949,3,2,30,18:53:06,27.226,27226
934,8,2,38,14:09:28,30.397,30397
959,835,2,25,14:38:38,26.688,26688
930,815,2,36,15:01:03,22.426,22426
911,820,2,29,15:02:05,24.873,24873
948,836,3,32,17:18:12,23.895,23895
944,8,2,46,15:02:43,25.308,25308
899,822,1,17,14:26:13,24.166,24166
894,822,2,28,15:54:54,24.240,24240
959,830,2,28,14:41:22,19.137,19137
907,828,1,28,14:39:03,23.177,23177
954,821,1,13,14:21:13,23.412,23412
916,8,2,42,15:20:41,23.872,23872
970,832,3,6,14:18:18,17.374,17374
936,817,3,45,15:14:58,18.270,18270
860,13,3,37,18:03:05,22.103,22103
902,3,1,21,18:39:48,24.851,24851
950,836,1,15,14:32:55,26.969,26969
965,20,3,53,15:37:10,24.156,24156
961,807,2,33,14:52:41,24.553,24553
860,8,1,19,17:33:43,24.881,24881
961,4,3,49,15:16:39,24.082,24082
845,153,4,50,15:21:09,23.143,23143
928,3,2,31,14:57:50,22.829,22829
937,832,1,5,14:20:58,23.732,23732
965,8,3,38,15:11:09,25.384,25384
970,154,3,5,14:16:10,24.114,24114
955,822,1,19,17:39:20,19.732,19732
847,22,1,15,13:28:31,23.305,23305
902,822,2,25,18:47:07,25.068,25068
910,16,2,39,15:10:43,22.500,22500
858,5,1,16,17:33:01,21.146,21146
844,30,2,14,15:26:02,20.907,20907
896,17,2,32,15:52:46,23.459,23459
874,807,1,13,15:26:38,21.007,21007
894,813,1,7,15:16:37,23.470,23470
970,815,2,4,14:13:01,17.416,17416
976,825,3,22,17:53:37,21:52.704,1312704
886,822,1,14,14:22:18,22.242,22242
878,815,1,22,13:42:28,22.079,22079
945,18,1,8,17:18:18,23.722,23722
862,3,1,13,15:26:17,21.113,21113
957,815,2,17,13:37:40,28.915,28915
943,832,1,13,13:21:59,23.128,23128
917,822,1,6,14:11:00,23.294,23294
902,815,2,34,19:02:23,24.737,24737
869,1,1,3,14:07:52,21.012,21012
911,4,1,12,14:27:29,28.920,28920
