resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
2668,146,30,6,1,1,2.0,2,2,6.0,71,+2.190,5268117.0,,,,,1
23152,958,826,5,26,12,16.0,16,16,0.0,69,,,48.0,6.0,1:24.669,186.273,11
6589,308,127,41,15,15,,R,15,0.0,43,,,,,,,37
16572,677,328,196,15,2,1.0,1,1,9.0,108,1:59:20.29,7160290.0,,,,,1
7175,325,139,35,21,19,,R,24,0.0,11,,,,,,,4
673,49,25,3,17,15,,R,19,0.0,34,,,18.0,18.0,1:51.270,226.605,32
9661,413,105,6,27,10,,R,25,0.0,6,,,,,,,7
3223,171,64,15,16,16,8.0,8,8,0.0,52,,,,,,,11
19776,822,752,147,124,22,9.0,9,9,0.0,15,,,,,,,13
19571,814,455,144,22,29,16.0,16,16,0.0,14,,,,,,,14
18098,747,364,66,4,14,,R,10,0.0,44,,,,,,,22
8535,373,159,18,24,18,11.0,11,11,0.0,58,,,,,,,12
12564,519,178,3,27,7,4.0,4,4,3.0,80,+36.61,5757030.0,,,,,1
3336,176,35,16,22,21,,R,11,0.0,49,,,,,,,9
19451,809,628,114,51,29,,R,20,0.0,151,,,,,,,22
4333,221,58,18,21,18,,R,19,0.0,1,,,,,,,5
34,19,21,10,21,17,12.0,12,12,0.0,55,,,52.0,16.0,1:36.962,205.800,11
22112,899,3,131,9,2,5.0,5,5,10.0,71,+39.048,5595348.0,60.0,6.0,1:16.442,202.930,1
9118,393,137,3,6,4,2.0,2,2,6.0,80,+7.711,5831550.0,,,,,1
6441,303,127,17,33,25,,R,21,0.0,22,,,,,,,20
21407,867,18,1,3,9,8.0,8,8,4.0,57,+24.653,6281302.0,48.0,17.0,1:44.806,186.138,1
19608,815,680,6,2,13,,R,19,0.0,0,,,,,,,20
6410,302,91,37,16,22,,R,16,0.0,48,,,,,,,6
4687,238,49,15,15,11,7.0,7,7,0.0,69,,,,,,,11
23240,962,836,209,94,19,16.0,16,16,0.0,60,,,40.0,20.0,1:52.021,162.773,11
21617,876,4,6,5,5,2.0,2,2,18.0,60,+9.437,5480181.0,60.0,3.0,1:28.630,208.168,1
2925,157,21,22,7,6,17.0,17,17,0.0,47,,,,,,,6
16417,669,289,180,9,1,1.0,1,1,9.0,80,2:00:32.3,7232300.0,,,,,1
104,22,16,10,20,19,16.0,16,16,0.0,57,,,35.0,18.0,1:28.780,216.454,11
17957,742,437,172,44,25,14.0,14,14,0.0,69,,,,,,,16
9747,417,140,6,28,8,6.0,6,6,1.0,69,,,,,,,11
4308,220,76,24,23,6,,R,16,0.0,58,,,,,,,5
23285,964,832,5,55,14,17.0,17,17,0.0,52,,,41.0,12.0,1:37.723,213.923,11
9020,389,119,34,7,7,9.0,9,9,0.0,57,,,,,,,12
15332,620,309,1,18,3,,R,15,0.0,49,,,,,,,5
11919,495,119,21,29,20,,R,16,0.0,18,,,,,,,6
17903,740,356,170,28,11,,R,17,0.0,12,,,,,,,5
19062,792,501,105,28,7,6.0,6,6,0.0,88,,,,,,,18
1963,112,18,16,17,5,9.0,9,9,0.0,63,,,,,,,12
21589,874,815,15,15,5,,R,22,0.0,18,,,17.0,19.0,1:38.983,211.199,20
7311,329,127,41,15,14,,R,20,0.0,12,,,,,,,5
3052,163,25,22,12,14,12.0,12,12,0.0,61,,,,,,,4
11753,489,201,54,9,0,,F,27,0.0,0,,,,,,,81
16043,650,235,6,10,1,2.0,2,2,6.0,50,+0.7,6121000.0,,,,,1
5531,271,56,17,15,6,5.0,5,5,2.0,50,+1:42.107,7055639.0,,,,,1
2037,116,22,6,2,5,3.0,3,3,6.0,60,+39.673,5723295.0,,,,,1
15778,638,346,66,21,3,,D,14,0.0,6,,,,,,,2
16087,651,235,6,12,3,1.0,1,1,9.0,60,1:42:17.3,6137300.0,,,,,1
7546,336,103,33,29,23,,R,23,0.0,21,,,,,,,6
3277,173,2,20,15,16,,R,18,0.0,41,,,,,,,22
3390,178,69,18,20,20,,R,21,0.0,10,,,,,,,6
13262,543,172,27,26,15,,N,12,0.0,37,,,,,,,62
11203,471,110,51,22,6,,R,17,0.0,34,,,,,,,6
22254,905,821,15,21,17,,R,15,0.0,59,,,41.0,15.0,1:21.146,148.177,3
21808,884,815,1,6,8,9.0,9,9,2.0,66,+1:21.738,6038334.0,55.0,10.0,1:27.251,192.066,1
14762,598,252,58,16,3,,R,20,0.0,1,,,,,,,4
4941,248,94,18,23,20,,R,19,0.0,11,,,,,,,5
11175,470,105,25,3,5,3.0,3,3,4.0,60,+1:07.684,5866571.0,,,,,1
9853,421,160,45,24,26,9.0,9,9,0.0,61,,,,,,,16
