raceid,driverid,lap,position,time,milliseconds
969,13,31,7,1:28.891,88891
353,22,8,10,2:40.052,160052
139,2,36,9,1:15.211,75211
143,55,20,9,1:18.853,78853
172,41,67,6,1:16.666,76666
173,63,22,14,1:42.127,102127
348,15,8,18,1:30.620,90620
82,39,11,14,1:18.217,78217
187,68,13,17,1:29.531,89531
104,2,9,17,1:27.165,87165
122,15,18,3,1:12.852,72852
912,826,50,11,1:28.629,88629
953,836,4,19,2:07.380,127380
958,821,61,11,1:26.539,86539
894,4,42,6,1:43.691,103691
872,8,21,13,1:30.061,90061
80,17,59,12,1:19.106,79106
194,14,35,1,1:31.578,91578
979,840,14,15,1:25.600,85600
70,24,60,14,1:14.274,74274
863,1,55,8,1:38.513,98513
55,22,32,13,1:27.690,87690
20,19,18,16,1:37.174,97174
347,9,20,11,1:20.080,80080
222,57,8,4,1:41.244,101244
967,8,13,4,1:44.809,104809
52,16,19,16,1:15.627,75627
74,11,30,5,1:24.544,84544
169,50,65,14,1:24.560,84560
150,8,31,10,1:18.758,78758
863,8,43,2,1:37.354,97354
882,820,54,17,1:42.605,102605
904,20,8,14,1:34.425,94425
975,840,26,17,1:20.222,80222
909,807,58,8,1:22.701,82701
117,43,69,11,1:18.332,78332
179,15,49,7,1:27.886,87886
149,55,26,15,1:21.092,81092
142,23,28,5,1:49.641,109641
170,14,3,5,2:07.274,127274
51,29,35,17,1:44.219,104219
846,22,33,12,1:34.199,94199
886,154,62,13,1:17.607,77607
134,62,37,15,1:18.998,78998
83,4,54,11,1:22.998,82998
14,4,59,3,1:50.712,110712
174,50,44,8,1:42.780,102780
903,817,11,3,1:45.352,105352
846,5,16,17,1:22.601,82601
167,48,4,9,1:17.282,77282
174,55,26,16,1:42.665,102665
126,15,34,3,1:17.574,77574
953,807,49,7,1:21.239,81239
134,13,10,16,1:21.486,81486
161,63,2,13,1:32.085,92085
913,828,1,19,2:10.885,130885
141,56,32,12,1:31.444,91444
912,807,1,9,1:38.158,98158
147,22,65,2,1:21.985,81985
880,824,37,16,1:32.727,92727
958,817,28,3,1:25.853,85853
202,14,45,3,1:42.580,102580
163,57,32,2,1:29.855,89855
117,52,44,16,1:21.178,81178
945,828,48,15,1:46.517,106517
894,807,35,5,2:35.027,155027
888,18,25,5,2:06.726,126726
77,40,14,19,1:36.139,96139
48,22,21,10,1:25.908,85908
153,8,45,6,1:19.066,79066
132,11,17,22,1:37.501,97501
164,60,17,18,1:25.992,85992
43,16,33,17,1:19.154,79154
879,20,53,10,1:42.653,102653
884,3,58,6,1:27.595,87595
909,1,53,4,1:19.908,79908
867,17,13,14,1:47.070,107070
164,21,48,5,1:24.093,84093
149,54,50,16,1:45.209,105209
10,2,24,16,1:25.011,85011
958,20,33,4,1:26.058,86058
160,50,36,17,1:30.399,90399
930,8,40,5,1:33.475,93475
965,825,52,12,1:43.544,103544
9,17,30,2,1:35.616,95616
19,12,24,6,1:42.134,102134
869,807,19,7,1:22.261,82261
846,18,43,2,1:19.891,79891
856,24,38,21,1:51.838,111838
232,84,15,6,1:21.553,81553
854,67,60,12,1:55.658,115658
878,13,45,4,1:41.148,101148
94,17,41,13,1:19.734,79734
155,37,46,5,1:27.082,87082
863,1,18,6,1:40.506,100506
3,3,23,14,2:03.999,123999
38,13,36,1,1:34.904,94904
239,30,10,3,1:46.228,106228
103,18,17,2,1:48.036,108036
119,21,19,14,1:23.923,83923
203,71,26,1,2:16.701,136701
189,65,54,4,1:43.973,103973
