constructorresultsid,raceid,constructorid,points,status
675,81,9,0.0,
1657,175,22,3.0,
3644,327,41,6.0,
5291,437,32,0.0,
14783,898,9,40.0,
14160,843,5,0.0,
13693,512,27,12.0,
3116,296,27,2.0,
13075,571,70,0.0,
2339,237,3,0.0,
1560,166,22,0.0,
6217,496,34,2.0,
2672,264,6,6.0,
14807,790,128,0.0,
392,54,9,0.0,
15506,975,15,0.0,
1015,115,16,0.0,
13,19,2,11.0,
14332,858,1,40.0,
1001,114,4,7.0,
4068,360,39,0.0,
3769,333,45,0.0,
3462,317,6,4.0,
58,23,9,5.0,
4898,409,6,0.0,
6286,500,32,0.0,
5509,452,1,4.0,
1043,118,16,1.0,
12789,583,6,6.0,
5998,483,51,3.0,
11132,696,66,0.0,
14540,875,5,6.0,
4669,393,39,0.0,
15273,953,4,0.0,
15039,928,9,2.0,
1522,163,6,13.0,
2084,214,6,14.0,
2678,264,29,0.0,
6303,501,45,0.0,
5576,456,32,0.0,
13940,340,9,12.0,
15531,978,6,21.0,
5216,432,3,9.0,
5866,475,25,0.0,
5719,465,25,0.0,
14773,897,131,21.0,
5312,438,54,0.0,
14360,860,208,6.0,
1642,173,20,0.0,
4139,363,39,0.0,
2714,267,1,6.0,
571,71,6,8.0,
13388,559,57,0.0,
14211,847,10,0.0,
14177,845,1,33.0,
10610,726,176,0.0,
4230,368,34,0.0,
12588,578,34,6.0,
1464,157,20,0.0,
2328,236,25,0.0,
5966,481,27,1.0,
10731,710,172,9.0,
3304,308,17,0.0,
271,43,12,0.0,
1831,191,3,6.0,
379,53,2,0.0,
3275,306,39,0.0,
467,61,5,0.0,
3006,289,32,1.0,
219,39,1,14.0,D
4458,380,27,0.0,
1600,170,6,6.0,
1154,129,3,7.0,
2639,261,29,0.0,
4721,396,33,0.0,
12910,561,6,9.0,
2646,262,17,0.0,
888,103,1,12.0,
15442,969,3,8.0,
12385,593,34,0.0,
15288,955,3,9.0,
5324,439,50,0.0,
13068,571,37,1.0,
5886,476,37,0.0,
3161,299,3,6.0,
11311,672,11,6.0,
13199,547,57,0.0,
2830,275,26,0.0,
13737,516,60,0.0,
2269,230,18,0.0,
4347,374,37,0.0,
14838,902,207,0.0,
4328,373,33,0.0,
13556,536,21,0.0,
775,91,19,0.0,
12782,582,66,0.0,
12150,629,66,1.0,
14946,912,6,2.0,
3074,293,33,0.0,
6209,495,57,0.0,
3921,10,10,0.0,
6226,496,57,0.0,
440,59,9,6.0,
2438,245,1,0.0,
14725,892,10,0.0,
5248,434,21,3.0,
12393,594,1,9.0,
11560,662,180,3.0,
