constructorid,constructorref,name,nationality,url
1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
3,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
4,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_F1
5,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso
6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
10,force_india,Force India,Indian,http://en.wikipedia.org/wiki/Force_India
15,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber
16,bar,BAR,British,http://en.wikipedia.org/wiki/British_American_Racing
17,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
18,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi
19,jaguar,Jaguar,British,http://en.wikipedia.org/wiki/Jaguar_Racing
20,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
21,arrows,Arrows,British,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International
22,benetton,Benetton,Italian,http://en.wikipedia.org/wiki/Benetton_Formula
24,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
27,ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier
30,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing
32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
33,larrousse,Larrousse,French,http://en.wikipedia.org/wiki/Larrousse
34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
35,dallara,Dallara,Italian,http://en.wikipedia.org/wiki/Dallara
37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering
41,leyton,Leyton House,British,http://en.wikipedia.org/wiki/Leyton_House
45,osella,Osella,Italian,http://en.wikipedia.org/wiki/Osella
51,alfa,Alfa Romeo,Italian,http://en.wikipedia.org/wiki/Alfa_Romeo_(Formula_One)
54,ats,ATS,Italian,http://en.wikipedia.org/wiki/ATS_(wheels)
55,theodore,Theodore,Hong Kong,http://en.wikipedia.org/wiki/Theodore_Racing
58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM
105,maserati,Maserati,Italian,http://en.wikipedia.org/wiki/Maserati
114,kuzma,Kuzma,American,http://en.wikipedia.org/wiki/Kuzma_(constructor)
131,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One
144,veritas,Veritas,German,http://en.wikipedia.org/wiki/Veritas_(constructor)
147,afm,AFM,German,http://en.wikipedia.org/wiki/Alex_von_Falkenhausen_Motorenbau
154,lago,Talbot-Lago,French,http://en.wikipedia.org/wiki/Talbot-Lago
170,cooper-climax,Cooper-Climax,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
172,lotus-climax,Lotus-Climax,British,http://en.wikipedia.org/wiki/Team_Lotus
180,lotus-ford,Lotus-Ford,British,http://en.wikipedia.org/wiki/Team_Lotus
191,brabham-repco,Brabham-Repco,British,http://en.wikipedia.org/wiki/Brabham
196,matra-ford,Matra-Ford,French,http://en.wikipedia.org/wiki/Matra
208,lotus_f1,Lotus F1,British,http://en.wikipedia.org/wiki/Lotus_F1
209,manor,Manor Marussia,British,http://en.wikipedia.org/wiki/Manor_Motorsport
2,bmw_sauber,BMW Sauber,German,http://en.wikipedia.org/wiki/BMW_Sauber
7,toyota,Toyota,Japanese,http://en.wikipedia.org/wiki/Toyota_Racing
9,red_bull,Red Bull,Austrian,http://en.wikipedia.org/wiki/Red_Bull_Racing
11,honda,Honda,Japanese,http://en.wikipedia.org/wiki/Honda_Racing_F1
13,mf1,MF1,Russian,http://en.wikipedia.org/wiki/Midland_F1_Racing
29,footwork,Footwork,British,http://en.wikipedia.org/wiki/Footwork_Arrows
31,simtek,Simtek,British,http://en.wikipedia.org/wiki/Simtek
164,hrt,HRT,Spanish,http://en.wikipedia.org/wiki/Hispania_Racing
166,virgin,Virgin,British,http://en.wikipedia.org/wiki/Virgin_Racing
206,marussia,Marussia,Russian,http://en.wikipedia.org/wiki/Marussia_F1
8,super_aguri,Super Aguri,Japanese,http://en.wikipedia.org/wiki/Super_Aguri_F1
44,eurobrun,Euro Brun,Italian,http://en.wikipedia.org/wiki/Euro_Brun
50,ram,RAM,British,http://en.wikipedia.org/wiki/RAM_Racing
52,spirit,Spirit,British,http://en.wikipedia.org/wiki/Spirit_(racing_team)
53,toleman,Toleman,British,http://en.wikipedia.org/wiki/Toleman
56,fittipaldi,Fittipaldi,Brazilian,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
