targetid,raceid,driverid,win
58224,555,261,0
46980,791,610,0
23143,493,119,0
5045,224,77,0
10860,216,65,0
48861,695,346,0
66728,905,807,0
21611,453,178,0
55902,604,223,0
10404,249,14,0
55359,592,200,0
66219,263,55,0
66170,261,77,0
55562,597,313,0
64040,348,807,0
66855,911,3,0
44660,824,677,0
57965,550,231,0
43986,831,704,0
20436,420,163,0
67692,954,807,0
44454,822,727,0
63947,344,811,0
49681,746,418,0
55361,592,197,0
54298,631,314,0
55103,615,332,0
20181,411,95,1
43955,830,670,0
44070,832,766,0
54584,651,280,0
10268,244,55,0
54039,623,293,0
11490,146,57,0
48550,734,404,0
17387,314,94,0
21475,449,188,0
54618,652,328,0
13677,39,3,0
53285,637,317,0
48119,740,364,0
54375,644,359,0
64292,355,13,0
12356,121,15,0
22954,489,213,0
11456,145,22,0
46492,798,663,0
47111,779,476,0
52977,661,289,0
51605,802,427,0
62528,764,537,0
12571,97,8,0
5089,226,85,0
11046,223,56,0
52066,807,525,0
49006,766,583,0
46108,793,646,0
21639,454,160,0
55432,594,310,0
49505,774,501,0
365,35,17,0
56148,582,252,0
44399,821,703,0
52015,806,651,0
65101,867,155,0
49481,773,598,0
13205,70,18,0
17776,5,3,0
46206,795,577,0
21719,457,158,0
44103,832,429,0
22239,472,187,0
16003,325,131,0
56621,564,253,0
