constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
26588,959,15,0.0,11,11,0
9175,373,27,0.0,6,6,0
8,19,2,19.0,2,2,0
22883,562,37,3.0,5,5,0
10465,450,25,0.0,15,15,0
9048,369,44,0.0,20,20,0
19850,723,86,0.0,13,13,0
11154,490,51,3.0,11,11,0
9387,385,6,62.0,2,2,1
11287,496,53,0.0,17,17,0
23300,553,32,47.0,2,2,4
10709,465,54,0.0,14,14,0
685,83,1,105.0,2,2,5
7809,330,27,0.0,13,13,0
21063,676,190,0.0,12,12,0
22381,601,6,59.0,1,1,3
6448,64,8,0.0,11,11,0
3468,303,3,164.0,1,1,10
25489,223,22,67.0,3,3,1
5497,180,24,8.0,6,6,0
13922,17,3,34.5,7,7,0
23459,528,21,0.0,11,11,0
7891,335,25,16.0,5,5,0
22810,588,202,9.5,6,6,0
22312,597,66,10.0,6,6,0
23435,527,54,0.0,8,8,0
3404,298,6,15.0,4,4,0
25446,219,21,7.0,8,8,0
22966,566,57,2.0,10,10,0
10443,449,50,0.0,14,14,0
10598,459,54,0.0,13,13,0
11352,501,56,8.0,6,6,0
25125,879,6,400.0,2,2,3
6478,67,2,33.0,5,5,0
25401,215,17,15.0,6,6,0
10314,441,52,0.0,11,11,0
4650,274,32,4.0,5,5,0
9395,385,33,0.0,11,11,0
25610,263,30,0.0,14,14,0
3397,298,27,4.0,8,8,0
21387,666,197,0.0,9,9,0
4747,282,29,1.0,10,10,0
20963,670,167,0.0,9,9,0
10504,453,25,0.0,9,9,0
6316,107,18,1.0,10,10,0
24159,523,27,61.0,2,2,3
576,72,4,26.0,1,1,2
19130,755,101,0.0,12,12,0
5790,157,1,102.0,2,2,4
24436,351,6,319.0,3,3,4
1544,166,19,3.0,7,7,0
18927,764,101,0.0,14,14,0
22067,609,63,0.0,11,11,0
25615,264,25,9.0,7,7,0
7684,324,22,10.0,5,5,0
25669,268,6,58.0,3,3,1
160,32,8,0.0,11,11,0
10164,433,6,77.0,2,2,2
5239,256,6,73.0,3,3,1
10881,475,21,3.0,12,12,0
22541,581,56,0.0,16,16,0
7914,336,18,0.0,12,12,0
23990,512,56,1.0,4,4,0
21620,651,86,0.0,10,10,0
25628,265,17,14.0,5,5,0
25867,48,2,86.0,2,2,0
22392,601,76,0.0,17,17,0
22195,618,32,83.0,1,1,6
5554,185,1,90.0,2,2,5
20170,718,92,0.0,10,10,0
5598,189,1,114.0,2,2,6
25062,874,164,0.0,12,12,0
26471,951,9,57.0,3,3,0
2116,197,15,4.0,7,7,0
