driverstandingsid,raceid,driverid,points,position,positiontext,wins
21819,460,190,0.0,29,29,0
11940,133,23,30.0,4,4,1
20785,429,181,0.0,27,27,0
64202,352,10,0.0,24,24,0
50049,752,515,0.0,32,32,0
50158,753,541,1.0,23,23,0
13214,70,26,0.0,20,20,0
19640,393,169,0.0,22,22,0
57972,550,255,13.0,6,6,1
46862,790,525,0.0,46,46,0
46332,796,592,0.0,72,72,0
47423,783,565,0.0,67,67,0
64851,858,1,227.0,5,5,3
53067,664,235,31.0,2,2,2
17209,309,55,5.0,8,8,0
52755,687,358,6.0,12,12,0
63618,726,449,0.0,33,33,0
51846,804,690,0.0,92,92,0
10944,219,79,0.0,25,25,0
22519,479,197,3.0,19,19,0
5280,235,69,0.0,21,21,0
43605,839,780,0.0,38,38,0
11700,155,21,8.0,11,11,0
54933,610,293,0.0,32,32,0
61973,756,552,0.0,23,23,0
44015,831,771,0.0,73,73,0
56776,568,199,3.0,14,14,0
55374,593,199,9.0,5,5,1
21741,458,118,0.0,17,17,0
68393,980,1,213.0,2,2,5
44405,821,704,0.0,37,37,0
54330,631,296,0.0,39,39,0
66942,914,1,266.0,1,1,8
58938,498,119,0.0,14,14,0
56837,569,232,0.0,25,25,0
12145,110,22,8.0,7,7,0
49011,766,543,0.0,28,28,0
51061,700,360,4.0,6,6,0
51584,801,593,0.0,29,29,0
53300,637,293,0.0,29,29,0
16354,334,131,2.0,14,14,0
18270,358,140,0.0,35,35,0
12052,138,2,7.0,10,10,0
58604,516,234,0.0,27,27,0
1459,83,13,8.0,13,13,0
56340,586,245,0.0,47,47,0
12747,105,46,0.0,25,25,0
12862,55,33,0.0,21,21,0
7065,299,30,33.0,4,4,0
15945,323,78,0.0,17,17,0
13818,45,17,8.0,10,10,0
22893,487,218,0.0,37,37,0
51992,806,520,0.0,63,63,0
19834,400,158,5.0,11,11,0
21951,464,196,0.0,24,24,0
19586,391,169,0.0,22,22,0
12564,97,44,1.0,17,17,0
66149,261,55,9.0,4,4,0
19384,384,165,0.0,32,32,0
17915,8,4,11.0,9,9,0
18130,15,153,0.0,24,24,0
13651,38,4,22.0,1,1,1
53672,672,358,4.0,13,13,0
58885,525,230,0.0,30,30,0
46790,789,562,0.0,69,69,0
11754,157,18,2.0,17,17,0
11862,129,49,1.0,14,14,0
48949,698,358,22.0,3,3,0
57163,527,240,0.0,21,21,0
53063,664,278,4.0,11,11,0
21477,449,105,21.5,7,7,1
44340,821,641,19.0,2,2,1
66451,269,100,2.0,21,21,0
17124,306,110,0.0,27,27,0
66053,258,30,20.0,1,1,2
58339,557,203,0.0,34,34,0
17952,9,22,44.0,4,4,0
44453,822,658,0.0,44,44,0
11324,188,14,48.0,4,4,2
53397,640,317,7.0,12,12,0
54157,627,309,10.0,6,6,0
59316,510,137,54.0,2,2,3
64079,350,1,182.0,2,2,3
65006,863,8,34.0,7,7,0
65970,899,824,0.0,19,19,0
58957,499,152,2.0,9,9,0
67870,961,3,248.0,2,2,7
52548,680,359,0.0,22,22,0
22817,485,117,4.0,5,5,0
66093,259,44,0.0,17,17,0
58354,557,240,0.0,46,46,0
58923,526,217,0.0,24,24,0
11394,142,30,20.0,1,1,2
54022,623,182,0.0,17,17,0
20745,428,173,26.0,3,3,1
45344,816,456,0.0,81,81,0
54784,605,328,4.0,3,3,0
56386,587,270,0.0,49,49,0
54585,651,340,0.0,25,25,0
65554,881,823,0.0,19,19,0
