orderid,productid,unitprice,quantity,discount
10554,16,17.45,30,0.0
10632,2,19.0,30,0.0
10542,54,7.45,24,0.0
10337,23,7.2,40,0.0
10627,62,49.3,15,0.0
10510,75,7.75,36,0.0
10520,53,32.8,5,0.0
10591,54,7.45,50,0.0
10358,24,3.6,10,0.0
10314,62,39.4,25,0.0
10632,33,2.5,20,0.0
10327,11,16.8,50,0.0
10680,31,12.5,20,0.0
10604,48,12.75,6,0.0
10963,60,34.0,2,0.0
10345,19,7.3,80,0.0
11023,7,30.0,4,0.0
10359,60,27.2,80,0.0
10859,54,7.45,35,0.0
10925,52,7.0,12,0.0
10298,62,39.4,15,0.0
11048,68,12.5,42,0.0
10781,56,38.0,20,0.0
10393,14,18.6,42,0.0
10458,43,36.8,20,0.0
10440,61,22.8,90,0.0
10466,11,16.8,10,0.0
10830,39,18.0,28,0.0
10407,11,16.8,30,0.0
10722,68,12.5,45,0.0
10978,8,40.0,20,0.0
10389,70,12.0,30,0.0
10822,70,15.0,6,0.0
10729,50,16.25,40,0.0
10919,16,17.45,24,0.0
10885,2,19.0,20,0.0
10574,62,49.3,10,0.0
10399,71,17.2,30,0.0
10611,60,34.0,15,0.0
10919,40,18.4,20,0.0
10957,35,18.0,40,0.0
10580,65,21.05,30,0.0
10946,77,13.0,40,0.0
10900,70,15.0,3,0.0
10669,36,19.0,30,0.0
11072,41,9.65,40,0.0
10519,60,34.0,10,0.0
10633,12,38.0,36,0.0
10670,23,9.0,32,0.0
10956,51,53.0,8,0.0
10600,73,15.0,30,0.0
10340,41,7.7,12,0.0
10305,29,99.0,25,0.0
10868,26,31.23,20,0.0
10253,31,10.0,20,0.0
10331,54,5.9,15,0.0
10685,10,31.0,20,0.0
10794,14,23.25,15,0.0
10551,16,17.45,40,0.0
10864,67,14.0,15,0.0
10841,10,31.0,16,0.0
10618,6,25.0,70,0.0
10733,28,45.6,20,0.0
10931,13,6.0,42,0.0
10257,39,14.4,6,0.0
10810,25,14.0,5,0.0
10493,69,28.8,10,0.0
11032,36,19.0,35,0.0
10543,12,38.0,30,0.0
10728,55,24.0,12,0.0
10684,40,18.4,20,0.0
10923,67,14.0,24,0.0
10450,10,24.8,20,0.0
11031,64,33.25,20,0.0
10527,36,19.0,30,0.0
11063,41,9.65,30,0.0
10859,64,33.25,30,0.0
10966,37,26.0,8,0.0
10263,74,8.0,36,0.0
10709,8,40.0,40,0.0
10607,33,2.5,14,0.0
10829,8,40.0,20,0.0
10757,34,14.0,30,0.0
10587,77,13.0,20,0.0
10817,62,49.3,25,0.0
10373,58,10.6,80,0.0
10670,46,12.0,60,0.0
10428,46,9.6,20,0.0
10324,63,35.1,80,0.0
10690,77,13.0,30,0.0
10788,75,7.75,40,0.0
10695,12,38.0,4,0.0
10406,28,36.4,42,0.0
10946,24,4.5,25,0.0
10484,21,8.0,14,0.0
10760,27,43.9,40,0.0
11067,41,9.65,9,0.0
10803,25,14.0,15,0.0
10667,69,36.0,45,0.0
10645,36,19.0,15,0.0
11073,24,4.5,20,0.0
10559,41,9.65,12,0.0
10409,14,18.6,12,0.0
10766,7,30.0,35,0.0
10446,19,7.3,12,0.0
10327,30,20.7,35,0.0
10249,14,18.6,9,0.0
11045,51,53.0,24,0.0
11013,68,12.5,2,0.0
10803,19,9.2,24,0.0
11077,64,33.25,2,0.0
10659,40,18.4,24,0.0
10713,10,31.0,18,0.0
10260,41,7.7,16,0.0
11030,29,123.79,60,0.0
10419,60,27.2,60,0.0
10821,35,18.0,20,0.0
10607,72,34.8,12,0.0
10546,7,30.0,10,0.0
10836,22,21.0,52,0.0
