film_id,title,description
6,АГЕНТ ТРУМАН,"Беспечный панорама робота и мальчика, который должен сбежать от сумоистa в древней Китае"
27,Анонимный человек,"А удивительное отражение базы данных администратора и астронавта, который должен опередить администратора базы данных в шарт-хаусе."
58,Пляжные разбитые сердца,"Фатальное демонстрация женщиныца и безумного ученого, которые должны опередить акулу в советском Грузии"
59,БЕАР ГРЕЦЛАЙД,"А удивительная сага о собаке и мальчике, которые должны убить учителя в первой пилотируемой космической станции."
65,"Поведение, бегущий по тротуару","Невероятная драма о студенте и мужчине, который должен опередить сумоиста в Берлине"
69,БЕВЕРЛИ УОТЛAW,"Документальный фильм о женоненавистнике и лодке, которые должны победить сумасшедшего в первой пилотируемой космической станции."
80,БЛЕЙК БЕВЕРЛИ,"«Эмоциональный документальный фильм о студенте и девушке, которые должны построить лодку в Нигерии»"
95,ЗАВТОРНОЕ УЖИНАНИЕ ЗОЛТЫЙ ПРИКАС,"Элегантное отражение студента и студента, который должен сражаться с лосями в Берлине"
105,Кости,"Фантазийная драма о лосе и белке, которые должны победить пионера в канадских Скалистых горах."
115,Кампус памяти,"А поразительная драма крокодила и сумасшедшего корова, которые должны построить робота в яхте-борте"
134,Чемпион флатлайнеры,"Удивительная история о сумасшедшей корове и собаке, которой нужно убить мужа в монастыре."
141,Чикаго - север,"Жестокая нить судьбы: сумасшедшая корова и официантка, которые должны сразиться со студентом в Калифорнии."
149,Юрмалына Рождественская,"Письмо с насыщенным действием от феминистки и астронавта, которое они должны завоевать на лодке в манухэнском пентхаусе."
157,ЦИРКУЛОВЫЙ РАЙ,"""Информативный документальный фильм о техническом писателе и феминистке, которые должны бросить вызов кошке в шаре""."
160,КЛУБ ГРАФФИТИ,"Эпокическая история пионера и охотника, которые должны сбежать от девушки в подводной лодке"
184,Корпоративный комплект,"Невероятная история про машину и исследователя, которые должны сразиться с лодкой в мейн-стриме Манхэттена."
191,изогнутые лягушки,"Невероятная драма о охотнике и администраторе базы данных, которые должны сразиться с крокодилом в заброшенном парке развлечений."
211,"Дорогой, брось!","""Блестящий документальный фильм об астронавте и орябле, которые должны одолеть студента в Мексиканском заливе""."
221,ДЕЙСТВИЕ МУЛХОЛЛЕНД,"А удивительная сага о обезьяне и лосе, которые должны покорить повара в аквапарке"
233,Мать-наседательница,"Трогательное отражение сумасшедшего учёного и лодки, которая должна сразиться с лосем в ""Акула-банк"""
278,Убийство эльфов,"Действующая наполненная история фрисби и женщины, которая должна добраться до девочки в заброшенном шахте."
292,Экстремальный Еве,"""Блистательный документальный фильм о обезьяне и машине, которые должны сразиться с крокодилом в аквапарке"""
299,Фабрика Дракона,"«А так же захватывающая сага о учителе и фрисби, которые должны сбежать от лесоруба в пустыне Сахара»"
341,ФРОСТ-ХЕД,"А удивительное отражение лесоруба и кошки, которая должна найти мужа на конференции MySQL"
348,Гандхи Квай,"Учитывая психологию публики, сумасшедший учёный выставляет на видном месте свой последний изобретённый механизм, который, как он утверждает, способен предсказывать будущее. Однако секретный агент, нанятый для слежения за ним, обнаруживает, что учёный планирует использовать этот механизм для контроля над массами и установления своего господства в Берлине. Агент должен вступить в гонку с кораблем, чтобы остановить учёного прежде, чем он сможет реализовать свой зловещий план."
354,ПХУДЫЙ УРОС,"Блистательная панорама сумасшедшего и композитора, который должен сдаваться в древнем Индии."
356,Гиганты-наступательные,"Фатальная демонстрация феминистки и обезьяны, которые должны победить обезьяну в канадских Скалистых горах"
365,Золотой реку,"Тавтодокументальный фильм о базы-администраторе и официантке, которые должны добраться до сумасшедшего ученого в шарашковой фабрике."
