film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
11,АЛАМО ВІДЕОКАПСТРА,"Босому буфету и кота,
Отправляющимся в бой с кондтером,
Где пышные пироги - их награда.
В MySQL-конвенции они бьются,
Где таблицы и запросы - все под контролем.

Буфт и кот, не зная страха,
В бой вступают смело,
С кондтером не жалея сил,
За пироги они бьются.

В MySQL-мире, где данные в опасности,
Они защищают их, не ведая труда,
С запросами сложными, таблицами пышными,
В бой они вступают, смело и храбро.

О, буф и кот, бесстрашные воины,
За пироги бьетесь с кондтером,
В MySQL-мире вы - герои,
За защиту данных - вам слава!",2006,1,,6,0.99,126,16.99,"Добро пожаловать в «Кибернетические горизонты» - уникальный научно-фантастический мир, где технологии и магия переплетаются, создавая удивительную атмосферу приключений и открытий. В этом мире люди и искусственный интеллект сосуществуют, создавая удивительные изобретения и решая сложные проблемы. «Кибернетические горизонты» приглашают вас в захватывающее путешествие, где каждый выбор может привести к невероятным последствиям. Исследуйте эти горизонты с нами и откройте для себя удивительные возможности будущего!","Комментарии, за кадром",2006-02-15 04:03:42
28,АНТЕМ ЛУКЕ,"Трогательная панорама: официантка и женщина, должны обогнать собаку в заброшенном парке развлечений",2006,1,,5,4.99,91,16.99,PG-13 - «Родительский контроль» (Parental Guidance),"Удалённые сцены, за кадром",2006-02-15 04:03:42
80,БЛЕЙК БЕВЕРЛИ,"«Эмоциональный документальный фильм о студенте и девушке, которые должны построить лодку в Нигерии»",2006,1,,7,2.99,148,21.99,"Добро пожаловать в «Кибернетические горизонты» - уникальный научно-фантастический мир, где технологии и магия переплетаются, создавая удивительную атмосферу приключений и открытий. В этом мире люди и искусственный интеллект сосуществуют, создавая удивительные изобретения и решая сложные проблемы. «Кибернетические горизонты» приглашают вас в захватывающее путешествие, где каждый выбор может привести к невероятным последствиям. Исследуйте эти горизонты с нами и откройте для себя удивительные возможности будущего!",Трейлеры,2006-02-15 04:03:42
83,БЛЮЗОВЫЙ ИНСТИКТ,"""Мусорный корабль и композитор: встречая судебного психолога в заброшенном карнавале""",2006,1,,5,2.99,50,18.99,"Добро пожаловать в «Кибернетические горизонты» - уникальный научно-фантастический мир, где технологии и магия переплетаются, создавая удивительную атмосферу приключений и открытий. В этом мире люди и искусственный интеллект сосуществуют, создавая удивительные изобретения и решая сложные проблемы. «Кибернетические горизонты» приглашают вас в захватывающее путешествие, где каждый выбор может привести к невероятным последствиям. Исследуйте эти горизонты с нами и откройте для себя удивительные возможности будущего!","Трейлеры, Удалённые сцены, За кадром",2006-02-15 04:03:42
113,Калифорнийские птицы,"Удивительная история о специалисте по базам данных и роботе, которые должны сразиться с специалистом по базам данных в древней Индии.",2006,1,,4,4.99,75,19.99,Ограниченная категория 17,"Трейлеры, Комментарии, Удаленные сцены",2006-02-15 04:03:42
119,МЕЧАТЫЕ УГLOБЛЕННИЯ,"Оверман: Сага о судьбоносной встрече оленя и автомобиля, которые должны преследовать женщину на MySQL-конвенции.",2006,1,,6,0.99,176,22.99,"Добро пожаловать в «Кибернетические горизонты» - уникальный научно-фантастический мир, где технологии и магия переплетаются, создавая удивительную атмосферу приключений и открытий. В этом мире люди и искусственный интеллект сосуществуют, создавая удивительные изобретения и решая сложные проблемы. «Кибернетические горизонты» приглашают вас в захватывающее путешествие, где каждый выбор может привести к невероятным последствиям. Исследуйте эти горизонты с нами и откройте для себя удивительные возможности будущего!","Трейлеры, Комментарии, Удаленные сцены",2006-02-15 04:03:42
127,Каты — это кошки,Панорама быстрого темпа: девушка и акула должны столкнуться с парнем в древней Индии,2006,1,,5,4.99,112,14.99,"Добро пожаловать в «Кибернетические горизонты» - уникальный научно-фантастический мир, где технологии и магия переплетаются, создавая удивительную атмосферу приключений и открытий. В этом мире люди и искусственный интеллект сосуществуют, создавая удивительные изобретения и решая сложные проблемы. «Кибернетические горизонты» приглашают вас в захватывающее путешествие, где каждый выбор может привести к невероятным последствиям. Исследуйте эти горизонты с нами и откройте для себя удивительные возможности будущего!","Комментарии, удаленные сцены",2006-02-15 04:03:42
159,Ближе-ближе!,"Невероятный панорама фрисби и охотника, должен победить обезьяну в древнем Индии",2006,1,,5,4.99,58,12.99,r,"Трейлеры, За кадром",2006-02-15 04:03:42
174,Конфиденциальное интервью,"Странное отражение кошки и женщины, которая должна найти астронавта в древней Японии",2006,1,,6,4.99,180,13.99,Ограниченная категория 17,Комментарии,2006-02-15 04:03:42
178,Соединение микромире,"Фатальная документальный фильм о крокодиле и муже, который должен столкнуться с мужем в первой пилотируемой космической станции.",2006,1,,6,0.99,115,25.99,"Добро пожаловать в «Кибернетические горизонты» - уникальный научно-фантастический мир, где технологии и магия переплетаются, создавая удивительную атмосферу приключений и открытий. В этом мире люди и искусственный интеллект сосуществуют, создавая удивительные изобретения и решая сложные проблемы. «Кибернетические горизонты» приглашают вас в захватывающее путешествие, где каждый выбор может привести к невероятным последствиям. Исследуйте эти горизонты с нами и откройте для себя удивительные возможности будущего!","Удалённые сцены, за кадром",2006-02-15 04:03:42
182,Контрольная гимн,"Фатальная документальный фильм о роботе и студенте, которые должны сразиться с кошкой в монастыре",2006,1,,7,4.99,185,9.99,"Добро пожаловать в «Кибернетические горизонты» - уникальный научно-фантастический мир, где технологии и магия переплетаются, создавая удивительную атмосферу приключений и открытий. В этом мире люди и искусственный интеллект сосуществуют, создавая удивительные изобретения и решая сложные проблемы. «Кибернетические горизонты» приглашают вас в захватывающее путешествие, где каждый выбор может привести к невероятным последствиям. Исследуйте эти горизонты с нами и откройте для себя удивительные возможности будущего!",Комментарии,2006-02-15 04:03:42
185,Ковбой Даймонд,"Удивительная драма мальчика и лесоруба, которые должны сражаться с слугой в шаре",2006,1,,3,2.99,146,10.99,ПГ,"Комментарии, удаленные сцены, за кадром",2006-02-15 04:03:42
202,Дэдди Питтсбург,"Эпическая история о акуле и студенте, который должен сразиться с исследователем в Мексиканском заливе",2006,1,,5,4.99,161,26.99,"Добро пожаловать в «Кибернетические горизонты» - уникальный научно-фантастический мир, где технологии и магия переплетаются, создавая удивительную атмосферу приключений и открытий. В этом мире люди и искусственный интеллект сосуществуют, создавая удивительные изобретения и решая сложные проблемы. «Кибернетические горизонты» приглашают вас в захватывающее путешествие, где каждый выбор может привести к невероятным последствиям. Исследуйте эти горизонты с нами и откройте для себя удивительные возможности будущего!","Удалённые сцены, за кадром",2006-02-15 04:03:42
222,"ПОВЕРНУТЬ ПОЗИЦИЮ ""ПОСЕИДОН""","""Блистательный документальный фильм о поваре и фрисби, которые должны построить астронавта в Новом Орлеане""",2006,1,,4,4.99,64,27.99,r,"Трейлеры, За кадром",2006-02-15 04:03:42
242,Травля в соцсетях,"А потрясающая панорама машины и безумного учёного, который должен сражаться с лесорубом на конвенции MySQL",2006,1,,4,0.99,68,13.99,r,"Трейлеры, Комментарии",2006-02-15 04:03:42
247,Круто вниз,"Эмоциональная история кондитера и судебно-психологического эксперта, которые должны покорить обезьяну в пустыне Сахара.",2006,1,,3,0.99,47,19.99,"Добро пожаловать в «Кибернетические горизонты» - уникальный научно-фантастический мир, где технологии и магия переплетаются, создавая удивительную атмосферу приключений и открытий. В этом мире люди и искусственный интеллект сосуществуют, создавая удивительные изобретения и решая сложные проблемы. «Кибернетические горизонты» приглашают вас в захватывающее путешествие, где каждый выбор может привести к невероятным последствиям. Исследуйте эти горизонты с нами и откройте для себя удивительные возможности будущего!","Трейлеры, Комментарии, Удаленные сцены",2006-02-15 04:03:42
253,БЕЗУСЛОВНЫЕ ПРАВИЛА ДРІФТЕРА,"Эпическая размышление об искусителе и белке, которая должна найти мужа в плывущей джет-боте",2006,1,,5,4.99,61,18.99,PG-13 - «Родительский контроль» (Parental Guidance),"Трейлеры, За кадром",2006-02-15 04:03:42
