provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
19,Prov. Boston Sa, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:18,9,
29,Prov. Computer, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:18,7,
30,Prov. Computer, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:18,9,
33,Prov. Driven Ma, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:18,9,
37,Prov. Driven Qu, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:18,7,
38,Prov. Driven Re, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:18,8,
41,Prov. Expert Ke, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:18,7,
43,Prov. Expert Ma, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:18,8,
46,Prov. Expert Pe, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:18,7,
50,Prov. Expert Tr, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
53,Prov. Famous Ma, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
54,Prov. Famous Ne, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,5,
70,Prov. Giant Tra, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
93,Prov. Just Mach, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
131,Prov. Driven Ke, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
143,Prov. Expert Ma, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
149,Prov. Expert Sa, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
170,Prov. Giant Tra, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
177,Prov. Humble Qu, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
182,Prov. Imperial, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
194,Prov. Just Need, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
199,Prov. Just Sail, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
205,Prov. Apex Oper, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
230,Prov. Computer, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:21,3,
237,Prov. Driven Qu, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:21,7,
242,Prov. Expert Li, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:21,5,
282,Prov. Imperial, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:21,9,
284,Prov. Imperial, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:21,9,
287,Prov. Imperial, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:21,8,
289,Prov. Imperial, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:21,9,
299,Prov. Just Sail, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:21,9,
303,Prov. Apex Mach, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:21,8,
309,Prov. Apex Sail, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
317,Prov. Boston Qu, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
336,Prov. Driven Pe, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,6,
343,Prov. Expert Ma, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
345,Prov. Expert Op, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
354,Prov. Famous Ne, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,6,
359,Prov. Famous Sa, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
364,Prov. Giant Nee, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
369,Prov. Giant Sai, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
381,Prov. Imperial, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
395,Prov. Just Oper, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
405,Prov. Apex Oper, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,6,
415,Prov. Boston Op, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
421,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
423,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,6,
424,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,4,
426,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
434,Prov. Driven Ne, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
452,Prov. Famous Li, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
483,Prov. Imperial, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
