corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
1,Корп. Апекс Кей Стоунс Инк., , ,,,,,2004-10-12 10:41:26,3,
7,Корп. Апекс Квестс Инк., , ,,,,,2004-10-12 10:41:26,8,
8,Корп. Апекс РесторантсИнк., , ,,,,,2004-10-12 10:41:26,1,
14,Корп. Бостон Стукает Вязан., , ,,,,,2004-10-12 10:41:26,6,
22,Корп. Компьютерное освещение, , ,,,,,2004-10-12 10:41:26,1,
28,Корп. Компьютер Ресторанс Инк., , ,,,,,2004-10-12 10:41:26,8,
34,Корп. Драйвен Нидлворкс Инк., , ,,,,,2004-10-12 10:41:26,1,
39,Corporация «Драйвен Саил Меджик Инк.», , ,,,,,2004-10-12 10:41:26,7,
58,Corp. Знаменитые Рестораны Инк., , ,,,,,2004-10-12 10:41:26,3,
59,Corp. Известные производители парусного снаряжения Inc., , ,,,,,2004-10-12 10:41:26,7,
72,"Corp. ""Умилый Освещение"" Инк.", , ,,,,,2004-10-12 10:41:26,4,
78,"Corp. ""Умный"" Ресторан Инк.", , ,,,,,2004-10-12 10:41:26,8,
79,"Корп. ""Умный Шелковый Пивовар"" Инк.", , ,,,,,2004-10-12 10:41:26,8,
80,"Корп. ""Умный Переезд"" Инк.", , ,,,,,2004-10-12 10:41:26,6,
83,Корп. Имперская Машинерия Инк., , ,,,,,2004-10-12 10:41:26,1,
93,"Корп. ""Только Машинериа Инк.""", , ,,,,,2004-10-12 10:41:26,4,
95,Корп. Просто ОпераИнк., , ,,,,,2004-10-12 10:41:26,2,
99,"Корп. ""Just Sail Makers Inc.""", , ,,,,,2004-10-12 10:41:26,5,
102,"Компания ""Apex Lighting""", , ,,,,,2004-10-12 10:41:26,5,
106,Корп. Апекс Петролеум Ко., , ,,,,,2004-10-12 10:41:26,2,
109,"Corp. ""Апекс Сэйл Мастерс""", , ,,,,,2004-10-12 10:41:26,1,
132,Корп. Драйвен Лайтинг Ко., , ,,,,,2004-10-12 10:41:26,8,
146,Корп. Эксперт Нефтехимия, , ,,,,,2004-10-12 10:41:26,5,
164,Корп. «Гигант Нитководилищ», , ,,,,,2004-10-12 10:41:26,8,
