id,lgid,teamid,franchid,name,park
74,AL,LAA,ANA,Лос-Анджелесские ангелы Анахейма,Ангельский стадион
243,NL,NY3,NYU,Нью-Йорк Взаимная связь,Союзные земли (Бруклин)
221,NL,IN3,IND,Индианаполис Хусье,Атлетический парк I
304,UA,BLU,BLU,Памятные памятники Балтимора,
48,AL,CAL,ANA,Калифорнийские ангелы,Стадион Dodger
258,NL,PIT,PIT,Питтсбургские аллегени,Парк отдыха
54,AL,CLE,CLE,Блюз Кливленда,Парк I Лиги
280,NL,SLN,STL,Кардиналы Сент-Луиса,Стадион &lt; &lt; Автобус III &gt; &gt;
18,AA,KC2,KCC,Канзас Сити Ковбои,Парк выставки
5,AA,BR3,LAD,Бруклинские Атлантики,Вашингтон Парк I
41,AL,BAL,BAL,Балтимор Ориолс,Парк Ориол в Камден-Ярдс
220,NL,IN1,IBL,Индианаполис Блюз,Парк Саут-стрит
78,AL,MIN,MIN,Близнецы из Миннесоты,Целевая группа на местах
120,FL,BUF,BFL,Буффало Баффеды,
51,AL,CHA,CHW,Чикаго Уайт Сокс,Парк &lt; &lt; Саутсайд II &gt; &gt;
1,AA,BL2,BLO,Балтимор Ориолс,Ньюингтонский парк
43,AL,BOS,BOS,Бостонские американцы,Земля Хантингтон-авеню
239,NL,NY1,SFG,Нью-Йорк Гиганты,Поло Земля III
50,AL,CHA,CHW,Чикаго Уайт Сокс,Парк Комиски II
22,AA,NY4,NYP,Города Нью-Йорка,Поло Земля Я Западный Бриллиант
211,NL,FLO,FLA,Флорида Марлинс,Стадион Джо Робби
159,NL,BFN,BUF,Баффало Бизонс,Олимпийский парк I
52,AL,CHA,CHW,Чикаго Уайт Сокс,Парк &lt; &lt; Саутсайд II &gt; &gt; / парк &lt; &lt; Комиски &gt; &gt;
295,PL,BFP,BFB,Баффало Бизонс,
138,,FW1,KEK,Форт Уэйн Кекионгас,Гамильтон Филд
131,,BR2,BRA,Бруклинские Атлантики,Капитолийные земли
108,AL,TOR,TOR,Торонтские синие джеи,Выставочный стадион/ &lt; &lt; Скайдом &gt; &gt;
275,NL,SL3,SBS,Сент-Луис Браун Шеллингс,Парк I для спортсменов
73,AL,LAA,ANA,Лос-Анджелесские ангелы,Уригли Филд (ЛА)
181,NL,BSN,ATL,Бостонские растлители,South End Groups III
249,NL,PHI,PHI,Филадельфия Филадельфия,Бейкер Боул/парк Шиби
299,PL,CLP,CLI,Кливлендские младенцы,
287,NL,TRN,TRT,Тройские троянцы,Земля хеймеров
262,NL,PIT,PIT,Питтсбургские пираты,Стадион Forbes Field/Three Rivers
124,FL,KCF,KCP,Канзас Сити Пакерс,
101,AL,TBA,TBD,Тампа-Бей Дьявол-Рэйс,Тропиканское поле
70,AL,KCA,KCR,Канзас-Сити Роялс,Муниципальный стадион II
10,AA,CL3,CLV,Блюз Кливленда,Парк II Национальной лиги
46,AL,BOS,BOS,Бостонский ред Сокс,Земля Хантингтон-авеню
189,NL,CHN,CHC,Белые чулки Чикаго,Озерный фронт Парк I
191,NL,CHN,CHC,Белые чулки Чикаго,Парк &lt; &lt; Лэйк фронт &gt; &gt; II
17,AA,KC2,KCC,Канзас Сити Ковбои,Ассоциация &lt; &lt; Парк I &gt; &gt;
246,NL,NYN,NYM,Нью-Йорк Метс,Шейский стадион
99,AL,SLA,BAL,Сент-Луис Браунс,Парк III для спортсменов
284,NL,SLN,STL,Кардиналы Сент-Луиса,Парк IV/Башский стадион II
283,NL,SLN,STL,Кардиналы Сент-Луиса,Парк IV для спортсменов
87,AL,OAK,OAK,Аклендская атлетика,Макэфи Колизей
210,NL,FLO,FLA,Флорида Марлинс,стадион &quot; Дельфин &quot;
29,AA,RC2,ROC,Рочестер Бронкос,Поле Калвера I
