hofid,yearid,votedby,ballots,needed,votes,inducted,category
trammal01h,2005,ББВАА,516.0,387.0,87.0,Н,Игрок
knoblch01h,2008,ББВАА,543.0,408.0,1.0,Н,Игрок
hahnno01h,1939,ББВАА,274.0,206.0,1.0,Н,Игрок
boonebo01h,1999,ББВАА,497.0,373.0,27.0,Н,Игрок
willicy01h,1954,ББВАА,252.0,189.0,4.0,Н,Игрок
chancfr01h,1936,ББВАА,226.0,170.0,5.0,Н,Игрок
gossari01h,2005,ББВАА,516.0,387.0,285.0,Н,Игрок
jonescl01h,1982,ББВАА,415.0,312.0,0.0,Н,Игрок
baineha01h,2007,ББВАА,545.0,409.0,29.0,Н,Игрок
whiteha01h,1960,ББВАА,269.0,202.0,4.0,Н,Игрок
perryji01h,1983,ББВАА,374.0,281.0,7.0,Н,Игрок
altroni01h,1953,ББВАА,264.0,198.0,1.0,Н,Игрок
tidrodi01h,1990,ББВАА,444.0,333.0,0.0,Н,Игрок
bresnro01h,1937,ББВАА,201.0,151.0,43.0,Н,Игрок
stonest01h,1987,ББВАА,413.0,310.0,0.0,Н,Игрок
moranpa01h,1938,ББВАА,262.0,197.0,1.0,Н,Игрок
schacal01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
southbi01h,1946,Выдвижение кандидатур,202.0,,1.0,Н,Игрок
lazzeto01h,1962,ББВАА,160.0,120.0,8.0,Н,Игрок
pizarju01h,1980,ББВАА,385.0,289.0,0.0,Н,Игрок
boyerke01h,1994,ББВАА,456.0,342.0,54.0,Н,Игрок
mcdougi01h,1966,ББВАА,302.0,227.0,5.0,Н,Игрок
cravaga01h,1939,ББВАА,274.0,206.0,2.0,Н,Игрок
hardeme01h,1964,ББВАА,201.0,151.0,51.0,Н,Игрок
fonsele01h,1948,ББВАА,121.0,91.0,1.0,Н,Игрок
jonesfi01h,1946,Выдвижение кандидатур,202.0,,1.0,Н,Игрок
boudrlo01h,1960,ББВАА,269.0,202.0,35.0,Н,Игрок
ruffire01h,1950,ББВАА,168.0,126.0,12.0,Н,Игрок
bondsbo01h,1993,ББВАА,423.0,318.0,45.0,Н,Игрок
wilsoha01h,1953,ББВАА,264.0,198.0,43.0,Н,Игрок
dykesji01h,1955,ББВАА,251.0,189.0,1.0,Н,Игрок
hernake01h,1999,ББВАА,497.0,373.0,34.0,Н,Игрок
rootch01h,1948,ББВАА,121.0,91.0,3.0,Н,Игрок
lockebo01h,1981,ББВАА,401.0,301.0,0.0,Н,Игрок
killeha01h,1983,ББВАА,374.0,281.0,269.0,Н,Игрок
hoytwa01h,1946,Выдвижение кандидатур,202.0,,1.0,Н,Игрок
kellech01h,1970,ББВАА,300.0,225.0,7.0,Н,Игрок
jonessa01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
