File,Row,Column,Length_Orig,Length_Trans,Diff_%,Original,Translated
lake.csv,12,name,5,25,400.0,Inari,&lt; &lt; Инари &gt; &gt;
lake.csv,35,name,6,26,333.3,Nam Co,&lt; &lt; Нам Ко &gt; &gt;
geo_source.csv,2,river,4,13,225.0,Drin,Длинная кость
geo_estuary.csv,135,river,4,13,225.0,Drin,Длинная кость
geo_island.csv,222,island,12,47,291.7,Grande Terre,Организация &lt; &lt; Новая Каледония &gt; &gt;
geo_desert.csv,76,desert,6,62,933.3,Qaidam,Организация &lt; &lt; Организация Объединенных Нац...
river.csv,3,river,4,13,225.0,Drin,Длинная кость
river.csv,9,name,4,13,225.0,Drin,Длинная кость
river.csv,122,river,4,13,225.0,Drin,Длинная кость
desert.csv,26,name,6,62,933.3,Qaidam,Организация &lt; &lt; Организация Объединенных Нац...
organization.csv,102,name,14,43,207.1,United Nations,В настоящий отчет могут вноситься поправки.
