river,country,province
Река Юкон,США,Аляска
Западная Морава,SRB,Сербия
Тичино,я,Ломбардия
Колыма,Hello,Республика Саха (Якутия)
Тигр,Ирак,Аль-Анбар
Пьянь,Афг,Афганистан
Теннесси,США,Кентукки
Остердалевальв,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Далярна
Люва,ЗРЕ,Шаба/Катанга
Мозе́ль,I am ready to translate only text. Please provide me with some text to translate for you.,Райнланд-Пфальц
Дон,Hello,Ростовская область
Юбба,Спасибо,Сомали
Арканзас,США,Арканзас
Семлики,ЗРЕ,Верхний Заир
Лулуа,ЗРЕ,Западный Касай
Оχάйо-Ривер,США,Иллинойс
Оχάйо-Ривер,США,Кентукки
Мюррей-Деринг,Австралия,Южный Австралия
Нил,ЕТ,Эль-Дакахлия
Маникуган,КЭН,Квебек
Умейелв,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Вастерботтен
Тисс,SRB,Сербия
Аргун,ТЖ,Хэильяньджу
Рио Мадейра,БР,Амазонка
Бахр эль-Гашаль,СУД,Аали и Нил
Лукенье,ЗРЕ,Бандунду
Шарри,ЧХ,Чад
