name,country,population,area,capital,capprov
Исландия,ТР,1266995,15853.0,Мерсин,Исландия
Йемен,Ее,13483178,,Санаа,Йемен
Парагвай,ПY,5504146,,Асуэнсьон,Парагвай
Тюменская область,Hello,3169900,1435200.0,Тюмень,Тюменская область
Оверэйсел,НЛ,1050389,3337.0,Зволль,Оверэйсел
Телеорман,"Да, я могу помочь с переводом с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",504000,5760.0,Александрия,Телеорман
Диала,Ирак,955112,19076.0,Бакубах,Диала
Андалусия,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести на русский язык.",7053043,87600.0,Севилья,Андалусия
Эст,КАМ,517200,109011.0,Бертуа,Эст
Вологодская область,Hello,1349800,145700.0,Вологда,Вологодская область
Карас Северин,"Да, я могу помочь с переводом с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",408000,8503.0,Ресята,Карас Северин
Западный берег реки Иордан,Запад,1427741,,,
Шаньдун,ТЖ,86710000,153000.0,Джинань,Шаньдун
Нагасаки,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",1544934,4112.0,Нагасаки,Нагасаки
Сайтама,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",6759311,3799.0,Урава,Сайтама
Толиара,РМ,1396700,161405.0,Толиара,Толиара
Систан и Baluchестан,ИР,1455102,181578.0,Захедан,Систан и Baluchестан
Северная Сантьяго,КО,913491,21658.0,Кукут,Северная Сантьяго
Киву,ЗРЕ,5232442,256662.0,Букаву,Киву
Тоттори,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",614929,3494.0,Тоттори,Тоттори
Аичи,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",6868336,5138.0,Нагоя,Аичи
Гамбия,Ваг,1204984,,Банжул,Гамбия
Ке́ра,БР,6803567,146348.0,Форталеза,Ке́ра
Трюхильо,ВИ,562752,7400.0,Трюхильо,Трюхильо
