river,country,province
Днестр,УА,Винницкая
Ориноко,КО,Вичада
Брахмапутра,ТЖ,Тибет
Бахр эль-Гашаль,СУД,Бар-эль-Газал
Доуру,П,Порту
Хадсонская река,США,Нью-Джерси
Висло,PL,Бельское
Изар,А,Тироль
Луар,f,Авирон
Рио Сан-Франциско,БР,Минас-Жерайс
Индус,Индия,Джамму и Кашмир
Тичино,я,Пьемонте
Сохранять,SRB,Сербия
Рейн,I am ready to translate only text. Please provide me with some text to translate for you.,Северный Рейн-Вестфалия
Нигер,РН,Нигер
Гамбия,СН,Тамбакунда
Нил,ЕТ,Думят
Южная Моравия,МК,Македония
Белый Дрин,КОС,Косово
Эбро,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести на русский язык.",Страна Басков
Белый Нил,СУД,Нил аль-Асрак
Вера,I am ready to translate only text. Please provide me with some text to translate for you.,Гессен
Кольорадо,США,Невада
Сенегал,РПГ,Гвинея
Мозе́ль,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Люксембург
Гарона,f,Среднепиренеи
Ломами,ЗРЕ,Киву
Нил,ЕТ,Кафр-эль-Шейх
Рейн,НЛ,Гелдерланд
Вуокса,Hello,Республика Карелия
Янцзе,ТЖ,Джянсу
Ломами,ЗРЕ,Верхний Заир
Пецхора,Hello,Архангельская область
Дунай,Добро пожаловать в Chatbot Coral! Я могу помочь вам с переводом текста с английского на русский язык и обратно. Как я могу помочь вам сегодня?,Будапешт (город)
Иртыш,КАЗ,Павлодар
Олт,"Да, я могу помочь с переводом с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Сибиу
Везер,I am ready to translate only text. Please provide me with some text to translate for you.,Нижняя Саксония
Дунай,Добро пожаловать в Chatbot Coral! Я могу помочь вам с переводом текста с английского на русский язык и обратно. Как я могу помочь вам сегодня?,Бакш Кискун
Рейн,Ч,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше желание или задайте другой вопрос."
Валл,RSA,Мпумаланга
Луалаба,ЗРЕ,Верхний Заир
Санага,КАМ,Коте/Литорал
Нил,ЕТ,Эль-Каир
Оранжевый,Л,Лесото
Луар,f,Пэйс де ла Луара
Северная Двина,Hello,Архангельская область
Волга,Hello,Самарская область
Брахмапутра,Индия,Аруначал-Прадеш
Кюмийоки,SF,Кими
Далалев,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Уппсала
Индус,ПК,Пакистан
Волга,Hello,Саратовская область
Висло,PL,Ржевский
Уругвай,Ру,Уругвай
Дунай,МД,Молдова
Днепр,УА,Черкасс
Тигр,Ирак,Аль-Басра
Дунай,"Да, я могу помочь с переводом с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Телеорман
Миссури,США,Канзас
Масс,Б,Лимбург
Гвадияна,П,Португал
Миссисипи,США,Миннесота
Хванго,ТЖ,Шаньдун
