country,name,percentage
ФГУ,Translation: Французский,100.0
Тука,Translation:,100.0
Ее,Arabic,100.0
АМСА,Тонгийский,2.4
ПК,балочи,3.0
ПК,Урду,8.0
ГЭ,Азербайджанский,6.0
МК,Вы имеете в виду сербский язык?,3.0
"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Шведский,100.0
Н/Д,¿Qué quieres que traduzca?,6.1
Индия,Хинди,30.0
"Извините, но я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",Болгарский,100.0
Хонэкс,Translation:,3.2
SRB,боснийский,1.8
КЛ,Сингальский,74.0
МНГ,Халх Μόнголь,90.0
БВИР,Translation:,100.0
ИР,"Да, я могу помочь с переводом с английского на турецкий. Пожалуйста, предоставьте текст, который вы хотите перевести.",1.0
НАМ,Translation:,7.0
Ч,Итальянский,12.0
УЗБ,Таджик,4.4
"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести на русский язык.",Галисиан,7.0
Б,"Я не вижу входящего текста для перевода. Пожалуйста, предоставьте текст для перевода с английского на немецкий.",1.0
ГЭ,грузинский,71.0
НМИС,Translation:,10.8
ГКА,¿Qué quieres que traduzca?,60.0
АКСА,Translation:,100.0
ПК,Синди,12.0
Н/Д,Нидерландский,7.3
Да/Да,Исландский,100.0
ИР,Курдский,9.0
SLБ,Translation:,1.0
ИР,балочи,1.0
ГУАД,Translation: Французский,99.0
SRB,Венгерский,3.8
Хонэкс,Китайский,95.6
НМИС,Китайские языки,23.4
УЗБ,"Добро пожаловать в чат-бота для перевода! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",14.2
SF,Шведский,6.3
C,¿Qué quieres que traduzca?,100.0
МК,Македонски,70.0
"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести на русский язык.",バスク語,2.0
LB,Translation:,20.0
WAFF,Уоллийский,58.9
А,"Я не вижу входящего текста для перевода. Пожалуйста, предоставьте текст для перевода с английского на немецкий.",100.0
Н/Д,Папаменто,65.4
НМИС,Филиппинские языки,24.4
НМИС,Чаморро,22.4
МНТС,Translation:,100.0
БИХ,Сербо-хорватский,99.0
SF,Финский,93.5
НМИС,Другие тихоокеанские островные языки,9.5
ГКА,Индийский,40.0
Стоп,Португальский,100.0
Неп,непали,100.0
РМ,"Добро пожаловать в чат-бота для перевода! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",2.0
МНЭ,Вы имеете в виду сербский язык?,63.6
ПК,Хинди,2.0
WAFF,Translation: Французский,10.8
ПК,Панджаби,48.0
I am ready to translate only text. Please provide me with some text to translate for you.,"Я не вижу входящего текста для перевода. Пожалуйста, предоставьте текст для перевода с английского на немецкий.",100.0
СА,Arabic,100.0
ТМ,Узбек,9.0
МНЭ,Монтенегро,22.0
ПА,Translation:,14.0
НЛ,Нидерландский,100.0
ФПоК,Translation: Французский,61.1
ПК,Брахуйи,1.0
П,Португальский,100.0
ГВАМ,Чаморро,22.2
ММ,Бамбара,80.0
Кейм,¿Qué quieres que traduzca?,3.2
"Okay, I will only provide translations without any additional text or output.",Норвежский,100.0
