orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10250,HANAR,4,1996-07-08T00:00:00,1996-08-05T00:00,1996-07-1200:00:00,2,65.83,Ханари Карнс,"Руа-ду-Пао, 67",Рио-де-Жанейро,RJ,05454-876,Бразилия
10322,PERIC,7,1996-10-0400:00:00,1996-11-01T00:00:00,1996 год - 13 ч. 00 м.,3,0.4,Comidas clsicas,Звоните д-ру Хорхе Кэшу 321,Mxico D.F.,,5033,Мексика
10395,HILAA,6,1996 - 12 - 26 ч. 00 м.,1997-01-23T00:00:00,1997-01-03T00:00:00,1,184.41,ГИЛАРИОН-Абастос,Каррера 22 ав. Карлос Сублетт #8-35,Сан-Кристбал,Чира,5022,Венесуэла
10401,RATTC,1,1997-01-01T00:00:00,1997-01-29T00:00:00,1997-01-10T00:00:00,1,12.51,Рэттлеснайк Каньон Гроучери,2817 Milton Dr.,Альбукерке,НМ,87110,США
10452,SAVEA,8,1997-02-20T00:00:00,1997-03-2000:00:00,1997-02-26T00:00:00,1,140.26,Рынки &quot; сберегать &quot;,187 Suffolk Ln.,Бойз,Идентификационный номер,83720,США
10469,WHITC,1,1997-03-10T00:00:00,1997-04-07:00:00,1997-03-14T00:00:00,1,60.18,Рынки белого кловера,1029 — 12-е авеню.,Сиэтл,WA,98124,США
10482,LAZYK,1,1997-03-21T00:00:00,1997-04-18T00:00:00,1997-04-10T00:00:00,3,7.48,Ленивый магазин K Kountry,12 Оркестра Терраса,Уолла Уолла,WA,99362,США
10537,RICSU,1,1997-05-14T00:00:00,1997-05-28T00:00:00,1997-05-1900:00:00,1,78.85,Ричтер Супермаркет,Старенвег 5,Джентльмены,,1204,Швейцария
10545,LAZYK,8,1997-05-22T00:00:00,1997 - 2006 - 19 ч. 00 м.,1997-06-26-T00:00:00,2,11.92,Ленивый магазин K Kountry,12 Оркестра Терраса,Уолла Уолла,WA,99362,США
10574,TRAIH,4,1997 - 2006 - 19 ч. 00 м.,1997-07-17T00:00:00,1997-06-30-T00:00:00,2,37.6,Шеф-поставщики &lt; &lt; Гурмет &gt; &gt;,722 DaVinci Blvd.,Киркленд,WA,98034,США
10579,LETSS,1,1997-06-25-T00:00:00,1997-07-23T00:00:00,1997-07-0400:00:00,2,13.73,Остановить N-шоп,87 Polk St. Suite 5,Сан-Франциско,КА,94117,США
10589,GREAL,8,1997-07-0400:00:00,1997-08-01T00:00:00,1997-07-14T00:00:00,2,4.42,Продовольственный рынок Великих озер,2732 Бейкер Блвд.,Юджин,ИЛИ,97403,США
10596,WHITC,8,1997-07-1100:00:00,1997-08-08T00:00,1997-08-1200:00:00,1,16.34,Рынки белого кловера,1029 — 12-е авеню.,Сиэтл,WA,98124,США
10598,RATTC,1,1997-07-14T00:00:00,1997-08-1100:00:00,1997 - 07 - 18 ч. 00 м.,3,44.42,Рэттлеснайк Каньон Гроучери,2817 Milton Dr.,Альбукерке,НМ,87110,США
10603,SAVEA,8,1997 - 07 - 18 ч. 00 м.,1997 - 08 - 15 ч. 00 м.,1997-08-08T00:00,2,48.77,Рынки &quot; сберегать &quot;,187 Suffolk Ln.,Бойз,Идентификационный номер,83720,США
10611,WOLZA,6,1997-07-2500:00:00,1997-08-22T00:00:00,1997-08-01T00:00:00,2,80.65,Вольски Зажазд,ul. filtrowa 68,Вашава,,01-012,Польша
10612,SAVEA,1,1997-07-28T00:00:00,1997-08-25-T00:00:00,1997-08-01T00:00:00,2,544.08,Рынки &quot; сберегать &quot;,187 Suffolk Ln.,Бойз,Идентификационный номер,83720,США
10616,GREAL,1,1997-07-31-T00:00:00,1997-08-28T00:00:00,1997-08-05T00:00,2,116.53,Продовольственный рынок Великих озер,2732 Бейкер Блвд.,Юджин,ИЛИ,97403,США
10627,SAVEA,8,1997-08-1100:00:00,1997-09-22T00:00:00,1997-08-21T00:00:00,3,107.46,Рынки &quot; сберегать &quot;,187 Suffolk Ln.,Бойз,Идентификационный номер,83720,США
10645,HANAR,4,1997-08-26-T00:00:00,1997-09-23T00:00:00,1997-09-02T00:00:00,1,12.41,Ханари Карнс,"Руа-ду-Пао, 67",Рио-де-Жанейро,RJ,05454-876,Бразилия
10660,HUNGC,8,1997-09-08T00:00:00,1997-10-06T00:00:00,1997 - 15 ч. 00 м.,1,111.29,Магазин импорта голодного койота,Городской центр Плаза 516 Main St.,Элгин,ИЛИ,97827,США
10665,LONEP,1,1997-09-1100:00:00,1997-10-0900:00:00,1997-09-17T00:00:00,2,26.31,Одинокий сосновый ресторан,89 Chiaroscuro Rd.,Портленд,ИЛИ,97219,США
10680,OLDWO,1,1997-09-24:00:00,1997 - 10 - 22 ч. 00 м.,1997-09-26-T00:00:00,1,26.61,Старый мир Деликатссен,2743 Bering St.,Крепление,АК,99508,США
10693,WHITC,3,1997-10-06T00:00:00,1997 - 20 ч. 00 м.,1997 - 10 ч. 00 м. -- 10 ч. 00 м.,3,139.34,Рынки белого кловера,1029 — 12-е авеню.,Сиэтл,WA,98124,США
10696,WHITC,8,1997-10-08T00:00:00,1997 - 11 - 19 ч. 00 м.,1997 - 14 ч. 00 м.,3,102.55,Рынки белого кловера,1029 — 12-е авеню.,Сиэтл,WA,98124,США
10706,OLDWO,8,1997 - 10 - 16 ч. 00 м.,1997 - 11 - 13 ч. 00 м.,1997-10-21T00:00:00,3,135.63,Старый мир Деликатссен,2743 Bering St.,Крепление,АК,99508,США
10713,SAVEA,1,1997 - 10 - 22 ч. 00 м.,1997 - 11 - 19 ч. 00 м.,1997 - 10 - 24 ч. 00 м.,1,167.05,Рынки &quot; сберегать &quot;,187 Suffolk Ln.,Бойз,Идентификационный номер,83720,США
10719,LETSS,8,1997 - 27 ч. 00 м.,1997 - 11 - 24 ч. 00 м.,1997-11-05T00:00:00,2,51.44,Остановить N-шоп,87 Polk St. Suite 5,Сан-Франциско,КА,94117,США
10722,SAVEA,8,1997 год - 10 ч. 00 м. - 29 ч. 00 м.,1997 - 12 - 10 ч. 00 м.,1997-11-040000:00,1,74.58,Рынки &quot; сберегать &quot;,187 Suffolk Ln.,Бойз,Идентификационный номер,83720,США
10736,HUNGO,9,1997 - 11 ч. 00 м.,1997-12-0900:00:00,1997-11-21T00:00:00,2,44.1,Голодная сова Всепросветные разбойники,8 &lt; &lt; Джонстаун роуд &gt; &gt;,Корк,Ко. Корк,,Италия
10752,NORTS,2,1997 - 11 - 24 ч. 00 м.,1997 - 12 - 22 ч. 00 м.,1997 - 11 - 28 ч. 00 м.,3,1.39,Север/Юг,Южный дом 300 Квинсбридж,Лондон,,SW7 1RZ,Соединенное Королевство
10756,SPLIR,8,1997 - 11 - 27 ч. 00 м.,1997 - 12 ч. 00 м. -- 25 ч. 00 м.,1997-12-02T00:00:00,2,73.21,Разделить железнодорожное пиво & Ale,P.O. Вставка 555,Посадка,WY,82520,США
10774,FOLKO,4,1997 - 12 - 11 ч. 00 м.,1997 - 12 ч. 00 м. -- 25 ч. 00 м.,1997 - 12 ч. 00 м.,1,48.2,Народная оха f HB,Kergatan 24,Брчек,,S-844 72,Франция
10791,FRANK,6,1997 - 12 - 23 ч. 00 м.,1998 - 01 - 20 ч. 00 м.,1998-01-01T00:00:00,2,16.85,Франкенверс и,Берлинский платец 43,Мнхен,,80805,Германия
10859,FRANK,1,1998-01-29T00:00:00,1998-02-26T00:00:00,1998-02-02T00:00:00,2,76.1,Франкенверс и,Берлинский платец 43,Мнхен,,80805,Германия
10863,HILAA,4,1998-02-02T00:00:00,1998-03-02T00:00:00,1998-02-17T00:00:00,2,30.26,ГИЛАРИОН-Абастос,Каррера 22 ав. Карлос Сублетт #8-35,Сан-Кристбал,Чира,5022,Венесуэла
10913,QUEEN,4,1998-02-26T00:00:00,1998-03-26T00:00:00,1998-03-0400:00:00,1,33.05,Королева Козинья,"Alameda dos Canrios, 891",Сан-Паулу,СП,05487-020,Бразилия
10954,LINOD,5,1998-03-17T00:00:00,1998-04-28T00:00:00,1998-03-2000:00:00,1,27.91,LINO-Delicates,Аве. 5 де Майо Порламар,И. де Маргарита,Нуэва Эспарта,4980,Венесуэла
11025,WARTH,6,1998-04-1500:00:00,1998-05-13T00:00:00,1998-04-24T00:00:00,3,29.17,Вартиан Херкку,Торикату 38,Оулу,,90110,Германия
11028,KOENE,2,1998-04-1600:00:00,1998-05-14T00:00:00,1998-04-22T00:00:00,1,29.59,Ноглич Эссен,Маубельстр. 90,Бранденбург,,14776,Германия
11060,FRANS,2,1998-04-30T00:00:00,1998-05-28T00:00:00,1998-05-0400:00:00,2,10.98,Фрэнки С.П.А.,Виа Монте Бьянко 34,Торино,,10100,Италия
