orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10253,HANAR,3,1996-07-10T00:00:00,1996-07-24T00:00:00,1996-07-16T00:00:00,2,58.17,Hanari Carnes,"Rua do Pao, 67",Rio de Janeiro,RJ,05454-876,Brazil
10262,RATTC,8,1996-07-22T00:00:00,1996-08-19T00:00:00,1996-07-25T00:00:00,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10267,FRANK,4,1996-07-29T00:00:00,1996-08-26T00:00:00,1996-08-06T00:00:00,1,208.58,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10281,ROMEY,4,1996-08-14T00:00:00,1996-08-28T00:00:00,1996-08-21T00:00:00,1,2.94,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain
10286,QUICK,8,1996-08-21T00:00:00,1996-09-18T00:00:00,1996-08-30T00:00:00,3,229.24,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10287,RICAR,8,1996-08-22T00:00:00,1996-09-19T00:00:00,1996-08-28T00:00:00,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10294,RATTC,4,1996-08-30T00:00:00,1996-09-27T00:00:00,1996-09-05T00:00:00,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10302,SUPRD,4,1996-09-10T00:00:00,1996-10-08T00:00:00,1996-10-09T00:00:00,2,6.27,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10313,QUICK,2,1996-09-24T00:00:00,1996-10-22T00:00:00,1996-10-04T00:00:00,2,1.96,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10325,KOENE,1,1996-10-09T00:00:00,1996-10-23T00:00:00,1996-10-14T00:00:00,3,64.86,Kniglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
