orderid,productid,unitprice,quantity,discount
10370,1,14.4,15,0.0
10634,75,7.75,2,0.0
10502,45,9.5,21,0.0
10539,21,10.0,15,0.0
10938,13,6.0,20,0.0
10884,21,10.0,40,0.0
10448,26,24.9,6,0.0
10384,60,27.2,15,0.0
10891,30,25.89,15,0.0
10417,68,10.0,36,0.0
10302,43,36.8,12,0.0
11021,72,34.8,35,0.0
10879,76,18.0,10,0.0
10552,75,7.75,30,0.0
10851,25,14.0,10,0.0
10286,62,39.4,40,0.0
11022,19,9.2,35,0.0
10931,13,6.0,42,0.0
10529,68,12.5,20,0.0
10856,2,19.0,20,0.0
11053,64,33.25,25,0.0
10842,43,46.0,5,0.0
10536,12,38.0,15,0.0
10498,42,14.0,30,0.0
11066,16,17.45,3,0.0
10762,51,53.0,28,0.0
10836,57,19.5,24,0.0
10253,39,14.4,42,0.0
10389,70,12.0,30,0.0
10733,52,7.0,25,0.0
10611,1,18.0,6,0.0
10697,35,18.0,9,0.0
10909,41,9.65,5,0.0
10656,47,9.5,6,0.0
10873,28,45.6,3,0.0
10605,71,21.5,15,0.0
10675,14,23.25,30,0.0
10762,56,38.0,60,0.0
10402,63,35.1,65,0.0
10369,29,99.0,20,0.0
10993,29,123.79,50,0.0
10455,39,14.4,20,0.0
10979,63,43.9,35,0.0
11030,5,21.35,70,0.0
10474,28,36.4,18,0.0
10375,14,18.6,15,0.0
10811,23,9.0,18,0.0
10731,21,10.0,40,0.0
10281,19,7.3,1,0.0
10313,36,15.2,12,0.0
10710,47,9.5,5,0.0
11045,33,2.5,15,0.0
10354,29,99.0,4,0.0
10791,41,9.65,20,0.0
10566,76,18.0,10,0.0
10829,8,40.0,20,0.0
10725,41,9.65,12,0.0
10822,70,15.0,6,0.0
10287,34,11.2,20,0.0
10603,49,20.0,25,0.0
11001,55,24.0,6,0.0
10597,57,19.5,20,0.0
10633,12,38.0,36,0.0
10470,23,7.2,15,0.0
10625,14,23.25,3,0.0
10500,15,15.5,12,0.0
10267,76,14.4,15,0.0
10495,41,7.7,20,0.0
10634,7,30.0,35,0.0
11022,69,36.0,30,0.0
10921,63,43.9,40,0.0
10945,13,6.0,20,0.0
10459,72,27.8,40,0.0
10325,31,10.0,4,0.0
10497,56,30.4,14,0.0
10337,23,7.2,40,0.0
10957,30,25.89,30,0.0
10579,15,15.5,10,0.0
10768,31,12.5,50,0.0
10711,19,9.2,12,0.0
10923,43,46.0,10,0.0
10439,16,13.9,16,0.0
10294,17,31.2,15,0.0
10757,64,33.25,24,0.0
10722,68,12.5,45,0.0
10420,9,77.6,20,0.0
10329,38,210.8,20,0.0
11035,54,7.45,10,0.0
10446,52,5.6,15,0.0
10394,13,4.8,10,0.0
10973,26,31.23,5,0.0
10869,23,9.0,50,0.0
10664,65,21.05,15,0.0
10718,16,17.45,20,0.0
10450,54,5.9,6,0.0
10756,36,19.0,20,0.0
10512,24,4.5,10,0.0
10424,38,210.8,49,0.0
10943,46,12.0,15,0.0
10262,7,24.0,15,0.0
10756,18,62.5,21,0.0
10941,62,49.3,30,0.0
10394,62,39.4,10,0.0
10773,75,7.75,7,0.0
10360,29,99.0,35,0.0
10704,24,4.5,35,0.0
10372,72,27.8,42,0.0
10812,72,34.8,40,0.0
10860,51,53.0,3,0.0
10763,21,10.0,40,0.0
10793,41,9.65,14,0.0
11031,1,18.0,45,0.0
10523,37,26.0,18,0.0
10390,46,9.6,45,0.0
10707,57,19.5,40,0.0
11039,28,45.6,20,0.0
10776,31,12.5,16,0.0
10717,69,36.0,25,0.0
10408,37,20.8,10,0.0
10803,25,14.0,15,0.0
