corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
1,Corp. Apex Key StonesInc., , ,,,,,2004-10-12T10:41:26,3,
4,Corp. Apex NeedleworkInc., , ,,,,,2004-10-12T10:41:26,6,
5,Corp. Apex OperaInc., , ,,,,,2004-10-12T10:41:26,3,
8,Corp. Apex RestaurantsInc., , ,,,,,2004-10-12T10:41:26,1,
10,Corp. Apex TransitInc., , ,,,,,2004-10-12T10:41:26,1,
13,Corp. Boston MachineryInc., , ,,,,,2004-10-12T10:41:26,5,
19,Corp. Boston Sail MakersInc., , ,,,,,2004-10-12T10:41:26,3,
23,Corp. Computer MachineryInc., , ,,,,,2004-10-12T10:41:26,6,
24,Corp. Computer NeedleworkInc., , ,,,,,2004-10-12T10:41:26,5,
30,Corp. Computer TransitInc., , ,,,,,2004-10-12T10:41:26,1,
33,Corp. Driven MachineryInc., , ,,,,,2004-10-12T10:41:26,1,
35,Corp. Driven OperaInc., , ,,,,,2004-10-12T10:41:26,3,
36,Corp. Driven PetroleumInc., , ,,,,,2004-10-12T10:41:26,7,
37,Corp. Driven QuestsInc., , ,,,,,2004-10-12T10:41:26,1,
38,Corp. Driven RestaurantsInc., , ,,,,,2004-10-12T10:41:26,8,
42,Corp. Expert LightingInc., , ,,,,,2004-10-12T10:41:26,6,
45,Corp. Expert OperaInc., , ,,,,,2004-10-12T10:41:26,1,
50,Corp. Expert TransitInc., , ,,,,,2004-10-12T10:41:26,6,
52,Corp. Famous LightingInc., , ,,,,,2004-10-12T10:41:26,7,
53,Corp. Famous MachineryInc., , ,,,,,2004-10-12T10:41:26,4,
58,Corp. Famous RestaurantsInc., , ,,,,,2004-10-12T10:41:26,3,
59,Corp. Famous Sail MakersInc., , ,,,,,2004-10-12T10:41:26,7,
60,Corp. Famous TransitInc., , ,,,,,2004-10-12T10:41:26,4,
61,Corp. Giant Key StonesInc., , ,,,,,2004-10-12T10:41:26,3,
64,Corp. Giant NeedleworkInc., , ,,,,,2004-10-12T10:41:26,8,
68,Corp. Giant RestaurantsInc., , ,,,,,2004-10-12T10:41:26,7,
72,Corp. Humble LightingInc., , ,,,,,2004-10-12T10:41:26,4,
75,Corp. Humble OperaInc., , ,,,,,2004-10-12T10:41:26,1,
76,Corp. Humble PetroleumInc., , ,,,,,2004-10-12T10:41:26,4,
77,Corp. Humble QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
79,Corp. Humble Sail MakersInc., , ,,,,,2004-10-12T10:41:26,8,
82,Corp. Imperial LightingInc., , ,,,,,2004-10-12T10:41:26,3,
84,Corp. Imperial NeedleworkInc., , ,,,,,2004-10-12T10:41:26,5,
87,Corp. Imperial QuestsInc., , ,,,,,2004-10-12T10:41:26,6,
89,Corp. Imperial Sail MakersInc., , ,,,,,2004-10-12T10:41:26,5,
97,Corp. Just QuestsInc., , ,,,,,2004-10-12T10:41:26,7,
99,Corp. Just Sail MakersInc., , ,,,,,2004-10-12T10:41:26,5,
