statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
205,205,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
274,274,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
335,335,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
345,345,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
396,396,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
489,489,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
497,497,1999-08-13T00:00:00,1999-09-02T00:00:00,2171.0,
513,513,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
546,546,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
669,669,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
819,819,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
868,868,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
915,915,1999-08-13T00:00:00,1999-09-02T00:00:00,4408.0,
926,926,1999-08-13T00:00:00,1999-09-02T00:00:00,4245.0,
958,958,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
1189,1189,1999-08-13T00:00:00,1999-09-02T00:00:00,4501.0,
1369,1369,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
1583,1583,1999-08-13T00:00:00,1999-09-02T00:00:00,4281.0,
1586,1586,1999-08-13T00:00:00,1999-09-02T00:00:00,1195.0,
1645,1645,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
1652,1652,1999-08-13T00:00:00,1999-09-02T00:00:00,7081.0,
1715,1715,1999-08-13T00:00:00,1999-09-02T00:00:00,564.0,
1737,1737,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
1747,1747,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
2096,2096,1999-08-13T00:00:00,1999-09-02T00:00:00,480.0,
2122,2122,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
2203,2203,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
2245,2245,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
2285,2285,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
2303,2303,1999-08-13T00:00:00,1999-09-02T00:00:00,5229.0,
2501,2501,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
2621,2621,1999-08-13T00:00:00,1999-09-02T00:00:00,4894.0,
2632,2632,1999-08-13T00:00:00,1999-09-02T00:00:00,270.0,
2674,2674,1999-08-13T00:00:00,1999-09-02T00:00:00,14.0,
2750,2750,1999-08-13T00:00:00,1999-09-02T00:00:00,5910.0,
2765,2765,1999-08-13T00:00:00,1999-09-02T00:00:00,7660.0,
2823,2823,1999-08-13T00:00:00,1999-09-02T00:00:00,5773.0,
2906,2906,1999-08-13T00:00:00,1999-09-02T00:00:00,2388.0,
2962,2962,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
3197,3197,1999-08-13T00:00:00,1999-09-02T00:00:00,1877.0,
3435,3435,1999-08-13T00:00:00,1999-09-02T00:00:00,116.0,
