film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
60,БЕЖЕНЦАТАЯ ГУМАНКА,"Побуждает благоговейный порыв студента и белки, которые должны позорить мальчика в Древнем Китае",2006,1,,3,4.99,89,22.99,Р,"Удалённые сцены, За сценами",2006-02-15T04:03:42
91,ГРУЗОВЫЙ КОЛИЧЕСТВО,"Ужасная панорама администратора базы данных и астронавта, который должен бросить вызов лумберджеку в Балуне",2006,1,,5,0.99,98,17.99,ГУ,За сценами,2006-02-15T04:03:42
94,ЧЕЛОВЕЧЕСКОЕ СОСТОЯНИЕ,"Рассказ о собаке и пасторе, который должен сражаться с девушкой в Берлине",2006,1,,7,2.99,176,14.99,ГУ-13,"Прицепы, изъятые из эксплуатации",2006-02-15T04:03:42
116,КАНДИДАТНЫЙ ПЕРИОД,"Блестящий пример композитора и администратора базы данных, который должен победить безумного учёного на первой пилотируемой космической станции",2006,1,,4,2.99,70,10.99,Р,"Удалённые сцены, За сценами",2006-02-15T04:03:42
206,Пляж на танцах,"Потрясающая история о Исследователе и судебно-психиатре, который должен встретиться с крокодилом в акульем танке",2006,1,,6,0.99,144,25.99,G,"Комментаторы, За сценами",2006-02-15T04:03:42
228,ДЕТИЧЕСКАЯ ПЕРСПЕКТИВНАЯ ПЕРСПЕКТИВА,"Фантастический документальный фильм о пионере и женщине, которая должна вернуть охотника в древней Японии",2006,1,,4,0.99,143,16.99,ГУ-13,"Прицепы, комментаторы, за сценами",2006-02-15T04:03:42
233,Мать-разведчик,"Прикосновение к безумному учёному и лодке, который должен встретиться с музой в акульем танке",2006,1,,3,0.99,141,17.99,ГУ,"Трейлеры, Изъятые сцены, За сценами",2006-02-15T04:03:42
297,ВНЕДОПОЛНИТЕЛЬНЫЙ КОНТЕЙЕР,"Потрясающая история о собаке и феминистке, которая должна встретиться с судебно-психиатром в Берлине",2006,1,,6,2.99,122,29.99,G,"Прицепы, комментаторы, изъятые сцены",2006-02-15T04:03:42
314,ДЖАВБЕР,"Вспыльчивая панорама женщины и девушки, которая должна сбежать от девушки в Манхэттенском пентхаусе",2006,1,,3,0.99,91,13.99,Р,"Прицепы, комментаторы, Изъятые сцены, За сценами",2006-02-15T04:03:42
334,ФРЕДДИЧЕСКИЙ СТОРММ,"Неспокойная сага человека и лумберджека, который должен изнасиловать мужа в отставке",2006,1,,6,4.99,65,21.99,НС-17,"Прицепы, комментаторы, за сценами",2006-02-15T04:03:42
343,ПОЛНЫЕ ФЛАТЛИНЫ,"Прекрасный документальный фильм астронавта и музея, который должен преследовать обезьяну в акульем танке",2006,1,,6,2.99,94,14.99,ГУ,"Прицепы, изъятые из эксплуатации",2006-02-15T04:03:42
411,ЧЕЛОВЕЧЕСКИЙ ГОЛОС,"Красивый ярн судебно-психиатра и фрисби, который должен сражаться с мухой в джетовом лодке",2006,1,,5,4.99,49,13.99,НС-17,За сценами,2006-02-15T04:03:42
458,ИНДИЯНСКАЯ ЛЮБОВЬ,"Знающий Сага сумасшедшего и безумного стипендиата, который должен убить астронавта в заброшенном доме веселья",2006,1,,4,0.99,135,26.99,НС-17,"Прицепы, комментаторы, Изъятые сцены, За сценами",2006-02-15T04:03:42
602,УВЕДОМЛЕНИЕ,"Отсутствие официантки и люмберджека, который должен отыскать пионера в Новом Орлеане",2006,1,,5,0.99,146,14.99,ГУ,"Прицепы, комментаторы, Изъятые сцены, За сценами",2006-02-15T04:03:42
612,ПРЕПЯТСТВИЯ МУССОЛИНИ,"Ужасное представление лодки и обезьяны, которые должны встретиться с композитором в Древнем Китае",2006,1,,6,2.99,180,10.99,G,"Удалённые сцены, За сценами",2006-02-15T04:03:42
626,НООН ПАПИ,"Неверный характер исследования безумного учёного и астронавта, который должен найти пионера в Манхэттенском пентхаусе",2006,1,,5,2.99,57,12.99,G,За сценами,2006-02-15T04:03:42
641,ГРАФЫ ОРАНА,"Поразительный документальный фильм о дворецком и женоненавистнике, который должен встретиться с собакой в U-Boat",2006,1,,4,0.99,76,21.99,ГУ-13,"Прицепы, комментаторы",2006-02-15T04:03:42
