orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10400,EASTC,1,1997-01-01 00:00:00,1997-01-29 00:00:00,16.01.1997 г.,3,83.93,Восточное соединение,35 короля Георга,Лондон,,WX3 6FW,Великобритания
10401,RATTC,1,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-10 00:00:00,1,12.51,Магазин в каньоне Рэттл-Снеп,2817 улица Милтона,Альбукерке,НМ,87110,США
10402,ERNSH,8,1997-01-02 00:00:00,1997-02-13 00:00:00,1997-01-10 00:00:00,2,67.88,Эрнст Хендель,Кирхгассе 6,Грац,,8010,Австрия
10403,ERNSH,4,1997-01-03 00:00:00,31.01.1997 г. 00:00:00,1997-01-09 00:00:00,3,73.79,Эрнст Хендель,Кирхгассе 6,Грац,,8010,Австрия
10404,MAGAA,2,1997-01-03 00:00:00,31.01.1997 г. 00:00:00,1997-01-08 00:00:00,1,155.97,Магазины продовольственных товаров,ВиаLudovico илМора22,Бергамо,,24100,Италия
10405,LINOD,1,1997-01-06 00:00:00,1997-02-03 00:00:00,1997-01-22 00:00:00,1,34.82,Лино-Деликатесы,День пятого мая в Порлаваре,Маргарита,Новая Esparta,4980,Венесуэла
10406,QUEEN,7,1997-01-07 00:00:00,1997-02-18 00:00:00,1997-01-13 00:00:00,1,108.04,Королева Кулинарная,"Алмеда дос Канриос, 891",Сан-Паулу,Спасибо!,05487-020,Бразилия
10407,OTTIK,2,1997-01-07 00:00:00,1997-02-04 00:00:00,1997-01-30 00:00:00,2,91.48,Оттилия Кселаден,"Мехреймерштрассе, 369",Клин,,50739,Германия
10408,FOLIG,8,1997-01-08 00:00:00,1997-02-05 00:00:00,1997-01-14 00:00:00,1,11.26,Фоли-гурманда,"184, улице Шассе-де-Тойн",Лилль,,59000,Франция
10409,OCEAN,3,1997-01-09 00:00:00,1997-02-06 00:00:00,1997-01-14 00:00:00,1,29.83,Окано Атлантик Лтд.,"Инж. Густаво Монкада, 8585, 20-й этаж",buenos aires,,1010,Аргентина
10410,BOTTM,3,1997-01-10 00:00:00,1997-02-07 00:00:00,15.01.1997 г. 00:00,3,2.4,Рынки Bottom-Dollar,Бульвар Тсауассен 23,Цавассен,БЦ,Т2Ф 8М4,Канада
10411,BOTTM,9,1997-01-10 00:00:00,1997-02-07 00:00:00,1997-01-21 00:00:00,3,23.65,Рынки Bottom-Dollar,Бульвар Тсауассен 23,Цавассен,БЦ,Т2Ф 8М4,Канада
10412,WARTH,8,1997-01-13 00:00:00,1997-02-10 00:00:00,15.01.1997 г. 00:00,2,3.77,Вариан Герку,"Торикаату, дом 38",Уулу,,90110,Финляндия
10413,LAMAI,3,1997-01-14 00:00:00,1997-02-11 00:00:00,16.01.1997 г.,2,95.66,Дом Азии,"1, улица Эльзас-Лотарингия",Тулуза,,31000,Франция
10414,FAMIA,2,1997-01-14 00:00:00,1997-02-11 00:00:00,1997-01-17 00:00:00,3,21.48,Семья Аркибалд,"Руа Орс, 92",Сан-Паулу,Спасибо!,05442-030,Бразилия
10415,HUNGC,3,15.01.1997 г. 00:00,1997-02-12 00:00:00,1997-01-24 00:00:00,1,0.2,Жадный койот Импорт-스토,Плаза-сити-центр по адресу: 516 Main St.,Элгин,А,97827,США
10416,WARTH,8,16.01.1997 г.,1997-02-13 00:00:00,1997-01-27 00:00:00,3,22.72,Вариан Герку,"Торикаату, дом 38",Уулу,,90110,Финляндия
10417,SIMOB,4,16.01.1997 г.,1997-02-13 00:00:00,1997-01-28 00:00:00,3,70.29,Бистро Симонс,Винблет 34,Копенгаген,,1734,Дания
10418,QUICK,4,1997-01-17 00:00:00,14.02.1997 г.,1997-01-24 00:00:00,1,17.55,Остановиться!,"Тауэрстрассе, 10",Кюневальде,,1307,Германия
10419,RICSU,4,1997-01-20 00:00:00,1997-02-17 00:00:00,1997-01-30 00:00:00,2,137.35,Ричтер Супермаркет,Старенауґ 5,Женева,,1204,Швейцария
