qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
1469,140,35,16,11,9,1:33.349,,
2950,271,70,32,12,17,1:39.721,,
2784,265,87,25,4,7,1:45.474,,
6755,951,815,10,11,7,1:38.006,1:37.282,1:37.212
3229,13,5,1,2,4,1:23.515,1:23.528,1:24.845
441,39,2,2,9,7,1:21.625,1:21.113,1:22.389
4386,106,15,7,16,6,1:35.213,,
3960,117,51,18,18,20,1:19.619,,
6080,908,828,207,9,21,1:49.421,,
4582,842,10,166,24,21,1:40.648,,
6608,942,815,10,11,6,1:59.264,1:59.210,
6845,955,1,131,44,10,1:44.259,1:43.526,2:01.954
1196,79,27,18,21,18,1:13.632,,
5415,878,5,207,20,22,1:41.166,,
1349,87,23,7,17,11,1:13.285,,
677,50,1,1,2,1,1:25.489,1:24.753,1:25.368
4371,105,31,3,3,11,1:35.245,,
5373,877,813,3,18,4,1:41.981,1:41.907,1:41.226
6544,939,20,6,5,1,1:46.017,1:44.743,1:43.885
72,21,5,1,23,6,1:21.430,1:20.817,1:22.231
3788,108,2,15,9,7,1:28.464,,
3801,108,50,18,19,20,,,
3242,13,6,3,17,17,1:24.074,,
4099,90,32,19,15,19,,,
6639,943,831,15,12,17,1:21.788,,
4803,852,13,6,6,4,2:05.834,2:04.507,1:50.256
5136,867,154,208,10,4,1:39.530,1:38.489,1:38.505
1007,65,8,1,3,1,1:20.080,1:19.704,1:19.599
535,43,22,11,8,13,1:16.140,1:15.761,
8,18,14,9,9,8,1:26.381,1:26.063,1:29.041
6542,938,833,209,98,19,1:27.912,,
1531,160,56,19,7,7,1:25.929,,
6546,939,8,6,7,3,1:46.467,1:45.140,1:44.667
1721,193,76,24,19,22,1:31.178,,
2823,266,105,18,24,20,1:22.379,,
3017,2,6,3,17,12,1:35.341,1:34.788,
4005,120,22,6,2,5,1:22.180,,
1598,175,23,3,6,8,1:32.691,,
2078,226,57,1,7,8,1:31.801,,
2559,255,79,25,3,14,1:41.977,,
2697,261,101,31,31,24,1:28.151,,
7169,970,840,3,18,10,1:33.986,1:34.090,1:34.220
2001,215,63,25,19,17,1:24.478,,
5257,872,20,9,1,6,1:25.011,1:24.687,1:24.802
2532,254,22,17,14,11,1:15.774,,
208,27,21,10,21,20,1:16.963,,
6994,962,807,10,27,8,1:46.081,1:44.737,1:44.479
5692,892,18,1,5,9,1:24.739,1:24.563,1:24.515
6111,910,818,5,25,8,1:24.941,1:24.637,1:24.720
5797,897,1,131,10,4,1:40.693,1:40.477,1:40.501
3494,344,1,1,2,1,1:15.889,1:15.528,1:15.105
660,49,2,2,9,6,1:46.923,1:45.994,1:47.409
5212,870,811,3,19,9,1:22.271,1:21.697,1:22.343
1363,88,11,16,4,5,1:46.841,,
4529,76,13,15,12,11,1:16.218,1:18.902,
6825,954,815,10,11,11,1:14.814,1:14.317,
563,44,19,8,23,19,1:21.448,,
4015,120,43,7,21,15,1:23.982,,
5674,891,815,1,6,13,2:02.425,1:49.304,
171,26,8,6,1,3,1:20.370,1:19.971,1:21.706
5773,896,3,131,9,2,1:25.833,1:25.304,1:24.871
4169,94,17,19,14,9,1:16.514,,
2906,269,113,32,11,25,1:25.313,,
243,29,12,4,6,15,1:38.787,1:38.744,
2035,224,77,22,4,7,1:34.344,,
6590,941,815,10,11,7,1:39.617,1:38.914,1:38.691
5397,878,154,208,10,4,1:37.486,1:36.906,1:36.587
5409,878,155,15,14,16,1:38.418,1:38.437,
3123,7,67,5,12,18,1:28.708,,
4834,854,22,3,11,12,1:48.061,1:48.082,
2930,270,100,33,20,23,1:26.272,,
1127,70,17,3,9,11,1:11.973,1:11.650,
5840,899,4,6,3,3,1:26.656,1:26.590,1:27.539
3235,13,17,9,14,10,1:23.755,1:23.273,1:25.314
1880,210,21,17,12,6,1:24.596,,
723,52,8,6,6,3,1:13.016,1:12.161,1:12.322
3207,12,15,7,9,2,1:45.140,1:44.503,1:46.395
1879,210,23,17,11,5,1:24.081,,
7097,967,3,131,6,2,1:11.815,1:11.373,1:10.838
5329,875,154,208,10,7,1:38.863,1:38.275,1:37.934
4679,846,24,164,23,24,,,
6059,907,828,207,9,22,1:12.673,,
4439,71,11,16,4,19,,,
2350,246,85,30,17,21,1:23.466,,
4725,848,24,164,23,22,1:43.584,,
1998,215,75,20,15,14,1:23.887,,
5545,884,821,15,12,16,1:23.218,1:22.793,
1,18,1,1,22,1,1:26.572,1:25.187,1:26.714
6837,955,815,10,11,2,1:44.462,1:43.939,1:43.515
4364,105,13,15,12,4,1:34.759,,
4864,855,5,205,20,18,1:35.454,,
6468,934,8,6,7,5,1:33.426,1:33.911,1:33.379
3178,10,22,23,23,13,1:21.558,1:21.222,
3102,6,2,2,6,17,1:16.264,,
7161,970,20,6,5,2,1:33.078,1:32.391,1:31.864
286,31,6,3,8,18,1:36.653,,
7336,978,825,210,20,17,1:42.577,,
5151,867,17,9,2,19,1:40.395,,
7122,968,20,6,5,5,1:40.341,1:40.034,1:39.661
1653,177,68,21,15,20,1:29.656,,
