resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
11957,496,163,4,16,8,,R,24,0.0,0,,,,,,,4
8567,374,127,37,15,14,,R,13,0.0,45,,,,,,,69
17055,702,289,66,10,13,5.0,5,5,2.0,39,,,,,,,11
8264,366,123,3,5,4,4.0,4,4,3.0,44,+54.408,6108604.0,,,,,1
15812,640,327,25,2,5,3.0,3,3,4.0,55,+0.09,4692690.0,,,,,1
8925,385,160,49,9,0,,F,30,0.0,0,,,,,,,81
14576,592,306,66,14,11,2.0,2,2,6.0,78,+33.94,6194900.0,,,,,1
6732,312,127,41,15,9,,R,22,0.0,24,,,,,,,83
2965,159,48,18,20,18,,R,13,0.0,31,,,,,,,5
7043,321,114,39,18,0,,F,32,0.0,0,,,,,,,97
2712,148,30,6,1,1,2.0,2,2,6.0,69,+20.235,5691757.0,,,,,1
2806,152,59,21,15,19,8.0,8,8,0.0,44,,,,,,,11
21941,891,817,5,19,19,10.0,10,10,1.0,44,+1:13.470,5095666.0,38.0,3.0,1:50.967,227.224,1
12744,525,200,21,30,0,,F,25,0.0,0,,,,,,,81
23538,976,835,4,30,20,,R,20,0.0,7,,,5.0,20.0,1:51.673,193.518,131
1995,114,31,3,3,3,1.0,1,1,10.0,78,1:42:19.010,6139010.0,,,,,1
17283,713,401,176,12,18,,R,19,0.0,23,,,,,,,100
21202,858,10,166,24,19,19.0,19,19,0.0,53,,,42.0,20.0,1:48.085,184.987,12
17552,725,427,66,66,20,9.0,9,9,0.0,83,,,,,,,13
18871,783,479,118,22,3,7.0,7,7,1.0,82,,,,,,,15
3497,183,37,21,14,21,,R,18,0.0,38,,,,,,,20
4882,246,44,27,26,6,8.0,8,8,0.0,71,,,,,,,11
19489,811,578,6,14,7,6.0,6,6,0.0,35,,,,,,,11
18261,754,500,171,4,8,,R,13,0.0,27,,,,,,,5
23036,953,13,3,19,14,10.0,10,10,1.0,77,,,69.0,9.0,1:19.213,151.656,11
8401,369,131,34,8,12,,R,24,0.0,11,,,,,,,10
20311,728,409,167,23,19,12.0,12,12,0.0,77,,,,,,,18
122,23,2,2,3,12,14.0,14,14,0.0,72,,,72.0,14.0,1:20.251,149.829,14
4815,243,14,3,6,4,,R,17,0.0,54,,,,,,,6
23588,979,832,5,55,9,7.0,7,7,6.0,69,,,67.0,11.0,1:21.871,192.639,11
9627,412,179,49,29,25,,R,17,0.0,24,,,,,,,5
13389,548,238,25,3,4,,R,20,0.0,10,,,,,,,23
21702,879,3,131,8,9,15.0,15,15,0.0,70,,,38.0,16.0,1:20.266,193.262,11
5174,258,83,32,11,24,8.0,8,8,0.0,79,,,,,,,14
10127,431,186,50,10,24,,R,24,0.0,2,,,,,,,8
15325,620,280,37,23,15,8.0,8,8,0.0,93,,,,,,,12
11426,478,170,53,36,0,,F,29,0.0,0,,,,,,,81
14319,582,224,1,1,11,8.0,8,8,0.0,79,,,,,,,11
4620,234,86,18,21,0,,F,20,0.0,0,,,,,,,81
8924,385,141,25,4,0,,F,29,0.0,0,,,,,,,81
21822,885,3,131,9,1,1.0,1,1,25.0,78,2:17:52.056,8272056.0,74.0,6.0,1:18.327,153.510,1
21976,893,20,9,1,1,1.0,1,1,25.0,61,1:59:13.132,7153132.0,46.0,1.0,1:48.574,167.940,1
5128,256,84,27,25,11,,R,14,0.0,29,,,,,,,20
18421,761,478,66,11,11,,R,9,0.0,36,,,,,,,3
7979,358,138,32,12,0,,F,29,0.0,0,,,,,,,81
3049,163,55,20,14,17,9.0,9,9,0.0,65,,,,,,,12
8560,374,119,3,6,8,6.0,6,6,1.0,77,,,,,,,11
