raceid,driverid,stop,lap,time,duration,milliseconds
950,8,3,37,15:11:04,22.832,22832
958,20,1,14,14:23:42,21.640,21640
855,13,2,22,15:41:00,21.214,21214
961,13,1,16,14:27:13,23.940,23940
914,8,5,43,16:51:48,24.768,24768
901,20,3,49,17:32:08,25.186,25186
844,816,2,33,15:57:20,24.837,24837
847,10,2,51,16:37:16,25.079,25079
959,831,2,19,14:30:11,19.944,19944
971,8,1,12,18:23:10,26.430,26430
911,826,1,10,14:23:49,24.082,24082
872,5,2,39,15:03:38,21.910,21910
928,828,2,30,14:57:12,24.589,24589
913,154,1,10,20:23:40,29.322,29322
967,839,1,20,14:47:53,33:29.052,2009052
931,830,1,29,14:42:14,52.821,52821
849,24,1,11,13:25:12,26.643,26643
977,154,1,36,14:45:10,22.026,22026
943,826,2,52,14:16:33,22.518,22518
879,37,1,14,14:24:13,25.787,25787
891,154,1,22,14:46:53,23.445,23445
980,838,2,30,15:01:43,26.187,26187
960,821,3,22,15:07:18,23.561,23561
979,807,1,45,15:09:34,31.860,31860
872,30,1,15,14:26:24,22.247,22247
890,818,2,30,14:49:06,22.282,22282
879,817,1,9,14:16:07,22.838,22838
888,18,2,47,15:24:27,19.692,19692
879,18,1,23,14:35:56,21.550,21550
942,831,3,17,14:40:29,25.714,25714
897,824,1,5,17:13:09,24.064,24064
965,836,2,30,14:58:04,25.182,25182
861,3,4,39,18:19:47,23.231,23231
904,13,1,15,14:27:02,22.890,22890
863,20,3,39,16:09:10,21.800,21800
934,20,1,14,13:28:38,28.946,28946
928,154,1,12,14:24:52,23.421,23421
970,154,4,6,14:18:48,17.314,17314
911,824,1,1,14:06:49,25.362,25362
898,3,1,22,13:45:30,23.806,23806
975,822,1,23,14:35:53,22.946,22946
936,832,1,15,14:28:58,25.096,25096
962,18,1,1,20:06:33,42.815,42815
894,822,2,28,15:54:54,24.240,24240
910,817,3,54,15:32:30,22.273,22273
907,16,1,11,14:17:03,22.960,22960
952,821,1,16,14:29:51,23.206,23206
861,1,3,41,18:22:31,26.338,26338
890,820,3,50,15:21:06,23.257,23257
930,833,2,30,14:53:03,23.070,23070
906,13,1,15,14:28:20,27.949,27949
880,20,1,7,17:14:25,21.807,21807
842,3,3,40,17:15:05,22.526,22526
880,815,3,41,18:08:37,21.705,21705
982,154,2,2,20:10:10,31.320,31320
950,826,2,19,14:39:28,22.607,22607
939,8,2,37,21:17:42,30.689,30689
879,807,1,23,14:35:55,21.347,21347
904,820,1,17,14:30:46,24.337,24337
888,20,1,7,14:15:09,18.979,18979
913,8,1,11,20:25:15,29.702,29702
890,818,1,8,14:15:51,22.745,22745
940,822,1,11,14:22:04,23.542,23542
959,815,2,27,14:40:47,19.223,19223
959,822,1,12,14:19:43,18.796,18796
846,1,3,49,15:12:04,26.977,26977
864,154,3,51,15:20:41,21.035,21035
906,825,1,15,14:28:30,23.479,23479
850,1,3,51,15:26:17,20.403,20403
942,815,2,27,14:57:13,24.730,24730
893,815,1,14,20:30:57,28.709,28709
932,815,1,24,14:35:26,23.453,23453
857,20,1,19,15:32:31,21.415,21415
871,3,2,36,15:18:36,20.534,20534
883,821,3,33,16:01:35,22.438,22438
927,18,1,4,15:11:38,33.027,33027
869,813,1,13,14:21:05,19.646,19646
953,825,1,7,14:15:27,25.583,25583
959,822,2,33,14:48:41,19.183,19183
970,835,2,5,14:15:55,17.291,17291
955,836,1,29,17:58:28,26.187,26187
878,3,1,34,14:03:17,21.346,21346
858,5,1,16,17:33:01,21.146,21146
871,808,1,12,14:31:42,25.972,25972
932,8,1,26,14:37:27,23.630,23630
963,8,1,20,15:39:31,24.584,24584
881,824,2,17,16:36:29,23.755,23755
905,13,1,45,15:08:42,24.264,24264
952,8,1,12,14:23:25,22.107,22107
976,1,2,17,17:39:17,15.234,15234
971,1,1,13,18:24:59,30.687,30687
904,813,2,37,15:01:54,22.024,22024
864,817,1,11,14:20:29,21.101,21101
883,3,3,33,16:00:40,21.183,21183
852,20,2,13,14:29:09,21.411,21411
883,819,2,23,15:44:11,22.576,22576
854,18,1,14,20:30:49,30.169,30169
967,18,1,8,14:26:08,24.192,24192
875,155,2,7,15:17:22,13.986,13986
893,807,1,13,20:29:01,29.910,29910
970,826,4,6,14:18:28,17.322,17322
847,808,1,36,16:11:52,23.816,23816
884,813,5,53,15:25:17,19.723,19723
929,4,1,13,18:26:08,25.370,25370
846,15,1,24,14:36:13,25.595,25595
960,830,4,27,15:17:02,22.727,22727
948,817,2,18,16:37:02,18:09.822,1089822
939,813,3,54,21:53:08,29.996,29996
844,808,1,8,15:16:06,21.422,21422
884,13,1,8,14:15:53,19.490,19490
968,826,1,8,17:18:19,21.896,21896
850,17,2,30,14:52:32,21.299,21299
841,30,1,1,17:05:52,25.021,25021
