raceid,driverid,lap,position,time,milliseconds
156,59,57,14,1:16.894,76894
166,48,35,16,1:23.537,83537
107,47,61,16,1:14.939,74939
99,22,68,4,1:17.380,77380
220,65,52,10,1:14.100,74100
21,3,20,9,1:23.319,83319
204,57,45,2,1:25.139,85139
121,47,29,13,1:26.501,86501
894,154,53,3,1:41.944,101944
864,811,1,17,1:44.152,104152
347,10,62,18,1:18.211,78211
235,79,11,12,1:24.208,84208
146,37,30,11,1:15.700,75700
903,8,48,8,1:43.186,103186
167,18,35,6,1:14.733,74733
80,35,61,8,1:19.534,79534
46,3,22,5,1:22.181,82181
33,3,45,11,1:21.613,81613
959,826,14,18,1:22.638,82638
49,19,24,18,1:51.583,111583
879,819,25,17,1:56.520,116520
953,822,52,12,1:20.384,80384
129,30,17,2,1:10.105,70105
884,20,16,2,1:30.090,90090
964,3,11,1,1:38.945,98945
48,11,48,16,1:25.290,85290
913,813,24,17,2:13.544,133544
160,57,16,1,1:27.854,87854
979,822,65,4,1:22.619,82619
147,56,56,4,1:21.962,81962
909,822,4,2,1:22.720,82720
236,55,22,5,1:54.981,114981
110,42,3,18,2:14.068,134068
12,4,17,4,1:49.070,109070
892,3,35,7,1:28.031,88031
856,808,10,8,1:45.469,105469
100,18,12,7,1:38.580,98580
197,73,49,8,1:25.614,85614
895,154,10,1,1:39.016,99016
15,5,50,11,1:36.830,96830
904,821,53,17,1:51.076,111076
337,22,30,10,2:00.624,120624
354,67,8,14,1:19.144,79144
213,75,16,14,1:23.413,83413
131,30,21,2,1:17.077,77077
167,55,9,10,1:15.521,75521
948,20,40,4,1:31.064,91064
942,807,33,7,1:48.915,108915
238,84,6,10,1:26.145,86145
171,57,36,2,1:26.125,86125
149,35,8,12,1:21.519,81519
60,4,22,1,1:25.845,85845
139,35,21,5,1:14.305,74305
945,1,29,2,1:47.064,107064
864,819,21,20,1:31.686,91686
166,57,49,3,1:20.987,80987
228,56,30,6,1:30.820,90820
856,814,38,9,1:42.980,102980
350,9,19,5,1:26.860,86860
128,2,46,5,1:23.326,83326
102,18,18,5,1:22.503,82503
940,829,9,16,1:44.712,104712
6,17,32,5,1:16.166,76166
883,13,51,12,1:40.691,100691
143,49,56,3,1:31.798,91798
914,13,39,8,1:53.450,113450
341,812,15,20,1:33.978,93978
84,22,18,8,1:27.799,87799
892,818,6,9,1:30.361,90361
101,18,16,5,1:14.948,74948
863,155,51,17,1:58.585,118585
976,8,7,5,1:47.430,107430
932,807,57,8,1:18.468,78468
189,35,6,10,1:47.586,107586
138,11,45,12,1:25.818,85818
949,807,9,17,1:40.626,100626
135,22,62,4,1:18.294,78294
76,35,40,12,1:18.424,78424
874,817,32,6,1:39.470,99470
40,1,31,2,1:15.758,75758
77,22,46,4,1:31.397,91397
340,30,55,10,1:56.373,116373
15,2,43,6,1:34.256,94256
195,49,56,12,1:28.410,88410
854,153,8,18,1:59.237,119237
858,153,22,18,1:48.330,108330
347,153,47,15,1:18.174,78174
75,17,22,10,1:18.866,78866
145,55,5,13,1:25.795,85795
23,21,12,17,1:48.470,108470
212,57,3,5,1:23.544,83544
30,15,32,17,1:50.543,110543
30,16,28,15,1:55.614,115614
231,50,6,10,1:25.043,85043
114,21,42,11,1:18.583,78583
962,825,53,10,1:52.744,112744
842,20,38,1,1:42.901,102901
878,37,24,21,1:48.418,108418
142,23,6,8,2:27.198,147198
232,14,4,7,1:21.383,81383
929,813,44,15,1:37.754,97754
71,22,23,2,1:27.144,87144
338,20,7,1,1:42.775,102775
145,54,10,14,1:24.498,84498
876,807,45,8,1:31.068,91068
974,832,25,6,1:16.882,76882
42,25,3,12,1:17.557,77557
859,815,61,13,1:18.005,78005
11,6,6,14,1:42.549,102549
855,13,9,4,1:41.402,101402
861,814,26,7,2:01.705,121705
