constructorresultsid,raceid,constructorid,points,status
12825,585,6,0.0,
11163,679,189,0.0,
239,40,12,0.0,
13174,546,32,9.0,
2202,224,18,0.0,
481,62,1,0.0,
10945,704,66,6.0,
13953,341,4,4.0,
4352,374,44,0.0,
9898,757,114,0.0,
5199,430,51,0.0,
4463,380,18,0.0,
1328,145,1,2.0,
1040,118,1,10.0,
2471,248,30,0.0,
10328,729,172,6.0,
1243,137,19,1.0,
5540,454,6,3.0,
5639,460,45,0.0,
3158,298,34,0.0,
9881,764,113,0.0,
10250,745,170,3.0,
1437,155,16,1.0,
352,51,5,8.0,
1066,120,18,0.0,
15562,981,9,13.0,
4462,380,45,0.0,
12404,594,32,0.0,
1251,138,19,4.0,
979,112,4,8.0,
11264,667,167,0.0,
621,76,4,5.0,
4148,364,35,0.0,
6019,484,55,0.0,
3588,324,3,3.0,
5739,467,1,4.0,
9644,771,125,0.0,
13494,532,64,0.0,
1725,181,20,0.0,
13144,543,58,0.0,
11311,672,11,6.0,
13463,531,1,0.0,
1462,157,16,0.0,
14785,898,131,14.0,
5068,422,32,9.0,
15181,943,208,1.0,
6124,490,56,0.0,
909,105,16,11.0,
14094,353,131,12.0,
1026,116,1,0.0,
5235,433,51,0.0,
13774,519,25,2.0,
5848,474,21,2.0,
12484,600,58,1.0,
13498,533,27,4.0,
13006,567,67,4.0,
4018,357,48,0.0,
4303,372,1,9.0,
5775,469,32,2.0,
15163,941,5,1.0,
4028,358,22,0.0,
15356,961,210,0.0,
14476,870,208,33.0,
14371,861,208,10.0,
13360,557,4,0.0,
12983,565,57,0.0,
12646,581,32,0.0,
4805,402,34,0.0,
3853,4,23,14.0,
5524,453,6,4.0,
3767,333,32,0.0,
2640,261,30,0.0,
1605,170,15,0.0,
4836,404,6,0.0,
3821,336,21,0.0,
13698,512,21,0.0,
11908,638,1,0.0,
1053,119,16,1.0,
526,67,6,10.0,
2273,231,1,5.0,
4212,367,46,0.0,
1954,202,17,3.0,
2682,264,33,0.0,
1893,196,25,0.0,
5676,463,1,4.0,
11357,676,196,1.0,
14018,346,166,0.0,
2581,257,33,0.0,
12927,562,27,3.0,
12224,610,66,0.0,
1540,164,17,0.0,
3994,356,3,0.0,
6278,500,27,10.0,
1290,141,3,0.0,
14264,852,10,6.0,
4263,370,22,9.0,
16,19,9,2.0,
3951,13,7,0.0,
