driverstandingsid,raceid,driverid,points,position,positiontext,wins
61979,757,360,2.0,10,10,0
18405,362,119,22.0,3,3,0
55104,615,333,3.0,14,14,0
49042,767,553,0.0,29,29,0
5251,234,49,6.0,11,11,0
43690,826,657,0.0,51,51,0
51808,804,659,0.0,30,30,0
53460,641,339,0.0,37,37,0
22030,465,173,2.0,18,18,0
62083,758,563,0.0,55,55,0
68306,976,8,73.0,5,5,0
53290,637,289,0.0,22,22,0
52588,682,364,9.0,5,5,1
54627,652,293,0.0,30,30,0
20270,414,179,0.0,25,25,0
48969,698,394,0.0,29,29,0
62130,759,557,0.0,34,34,0
57330,532,235,0.0,26,26,0
53586,669,346,0.0,11,11,0
54380,644,262,0.0,22,22,0
67869,960,839,0.0,24,24,0
63591,726,403,0.0,24,24,0
18614,367,138,0.0,27,27,0
18534,365,119,25.0,4,4,0
43421,837,762,0.0,58,58,0
10788,213,65,7.0,11,11,0
284,31,11,0.0,21,21,0
65446,877,8,198.0,3,3,1
3841,78,40,0.0,22,22,0
21961,464,173,2.0,18,18,0
16166,329,146,0.0,26,26,0
12956,59,36,0.0,23,23,0
21119,439,158,3.0,8,8,0
44665,824,615,0.0,96,96,0
11113,178,70,0.0,17,17,0
55474,595,311,0.0,40,40,0
52859,689,262,0.0,22,22,0
65128,868,817,2.0,18,18,0
13913,49,24,0.0,21,21,0
51853,804,799,0.0,52,52,0
64083,350,18,165.0,4,4,2
45167,814,710,0.0,53,53,0
59168,506,137,34.0,2,2,1
43997,831,518,0.0,30,30,0
13150,68,8,57.0,5,5,0
55058,614,182,2.0,14,14,0
17373,313,142,0.0,37,37,0
49488,773,566,0.0,32,32,0
45271,815,713,0.0,96,96,0
10829,215,49,19.0,4,4,1
16407,335,148,0.0,22,22,0
67032,918,828,0.0,19,19,0
3453,34,22,11.0,14,14,0
1207,71,35,0.0,12,12,0
48905,696,375,9.0,9,9,1
47088,778,526,0.0,60,60,0
57400,534,177,0.0,29,29,0
49386,772,523,0.0,57,57,0
47128,779,514,0.0,29,29,0
20340,417,163,14.0,9,9,0
65787,891,18,47.0,9,9,0
54619,652,306,14.0,8,8,0
58375,558,255,20.0,7,7,1
67327,939,829,0.0,20,20,0
49338,772,554,6.0,14,14,0
5134,229,71,43.0,1,1,4
3241,166,49,5.0,9,9,0
65251,872,3,83.0,7,7,1
20369,418,137,63.0,3,3,4
52567,681,289,6.0,6,6,0
46950,791,612,0.0,80,80,0
49983,751,524,0.0,45,45,0
44310,820,731,0.0,45,45,0
19563,390,110,4.0,7,7,0
46199,794,519,1.0,20,20,0
44252,819,529,0.0,55,55,0
65395,875,155,50.0,11,11,0
12991,61,2,12.0,9,9,0
13149,68,30,116.0,1,1,7
51444,708,386,11.0,7,7,1
49350,772,456,13.0,5,5,0
54693,653,314,0.0,33,33,0
22527,479,136,0.0,36,36,0
46818,789,806,0.0,28,28,0
51219,704,374,6.0,7,7,0
51084,700,293,0.0,33,33,0
10667,207,49,0.0,8,8,0
47274,781,513,0.0,67,67,0
49066,768,456,3.0,14,14,0
