targetid,raceid,driverid,win
21564,452,117,0
54167,627,250,0
64521,847,5,0
3271,167,63,0
22999,490,214,0
45150,814,703,0
56608,563,271,0
51085,700,415,0
20979,435,172,0
18707,369,105,0
19821,399,78,0
21193,441,105,0
58098,553,200,0
51310,706,360,0
44643,824,656,0
62267,761,510,0
53659,671,374,0
21039,437,123,0
63983,346,18,0
67794,957,8,0
46158,794,609,0
49163,769,594,0
19824,400,140,0
51502,800,555,0
22829,486,137,1
57168,527,158,0
58529,514,221,0
63920,343,67,0
68374,979,13,0
59028,501,173,0
13159,68,2,0
66110,259,108,0
55807,602,293,0
53042,663,235,0
18596,366,164,0
11670,154,44,0
68207,971,841,0
51607,802,501,0
58695,520,221,0
16131,328,88,0
13649,37,9,0
55020,613,182,0
5290,236,35,0
44669,824,647,1
53492,642,280,0
51592,801,653,0
12070,139,62,0
10640,256,79,0
51064,700,356,0
13800,44,25,0
50094,753,498,0
55013,613,309,1
21741,458,118,0
3177,163,18,0
48957,698,364,0
86,22,11,0
45222,815,518,0
49936,751,496,0
43714,827,633,0
66897,912,13,0
11291,187,23,0
46872,790,561,0
18699,369,117,0
1420,81,27,0
68321,976,835,0
43614,839,740,0
67223,934,1,1
49767,748,516,0
9445,278,30,0
50306,755,529,0
65048,865,18,0
58100,553,253,0
43740,827,630,0
57380,534,200,0
9661,286,55,0
51594,801,613,0
53968,621,309,0
54995,612,292,0
67678,953,836,0
21944,464,95,0
15967,324,103,0
57821,546,252,0
20071,408,179,0
59185,506,173,0
67746,955,836,0
54758,655,207,0
48926,697,397,0
55864,603,251,0
66198,262,103,0
19953,404,170,0
54729,654,351,0
20738,427,137,0
180,27,2,0
18151,16,6,0
64618,851,2,0
21770,459,176,0
19664,394,157,0
59216,507,176,0
17364,313,139,0
12573,98,30,1
56955,572,224,0
18012,11,153,0
54144,627,304,0
20817,430,77,0
49526,774,553,0
53881,677,365,0
59246,508,222,0
