orderid,productid,unitprice,quantity,discount
10946,10,31.0,25,0.0
10560,62,49.3,15,0.0
10304,59,44.0,10,0.0
10576,44,19.45,21,0.0
10656,47,9.5,6,0.0
10397,51,42.4,18,0.0
10360,54,5.9,28,0.0
10684,47,9.5,40,0.0
10700,68,12.5,40,0.0
10845,42,14.0,42,0.0
10978,8,40.0,20,0.0
10582,76,18.0,14,0.0
10502,53,32.8,6,0.0
10673,43,46.0,6,0.0
10288,54,5.9,10,0.0
11072,2,19.0,8,0.0
10390,46,9.6,45,0.0
10577,75,7.75,20,0.0
10861,33,2.5,35,0.0
10779,62,49.3,20,0.0
11077,2,19.0,24,0.0
10551,44,19.45,40,0.0
11073,24,4.5,20,0.0
10945,13,6.0,20,0.0
10446,52,5.6,15,0.0
10705,32,32.0,4,0.0
10550,17,39.0,8,0.0
10722,31,12.5,50,0.0
10711,53,32.8,120,0.0
11037,70,15.0,4,0.0
10498,40,18.4,5,0.0
11036,59,55.0,30,0.0
10555,24,4.5,18,0.0
10340,18,50.0,20,0.0
11001,55,24.0,6,0.0
10393,2,15.2,25,0.0
11077,3,10.0,4,0.0
10895,40,18.4,91,0.0
11022,19,9.2,35,0.0
10647,39,18.0,20,0.0
10956,21,10.0,12,0.0
10555,14,23.25,30,0.0
10438,19,7.3,15,0.0
11023,43,46.0,30,0.0
11077,13,6.0,4,0.0
10833,53,32.8,9,0.0
10415,17,31.2,2,0.0
10492,42,11.2,20,0.0
10987,7,30.0,60,0.0
10714,58,13.25,12,0.0
10373,58,10.6,80,0.0
10563,52,7.0,70,0.0
10711,19,9.2,12,0.0
10795,17,39.0,35,0.0
10723,26,31.23,15,0.0
10758,26,31.23,20,0.0
10380,70,12.0,30,0.0
10915,17,39.0,10,0.0
10563,36,19.0,25,0.0
10781,56,38.0,20,0.0
10356,55,19.2,12,0.0
10558,51,53.0,20,0.0
11024,26,31.23,12,0.0
10273,40,14.7,60,0.0
10498,24,4.5,14,0.0
11030,29,123.79,60,0.0
10800,51,53.0,10,0.0
11038,40,18.4,5,0.0
10598,27,43.9,50,0.0
10991,76,18.0,90,0.0
10894,75,7.75,120,0.0
10277,28,36.4,20,0.0
10559,55,24.0,18,0.0
10645,36,19.0,15,0.0
10973,26,31.23,5,0.0
10581,75,7.75,50,0.0
10312,53,26.2,20,0.0
10697,58,13.25,30,0.0
10722,2,19.0,3,0.0
10309,43,36.8,20,0.0
10842,70,15.0,12,0.0
11009,36,19.0,18,0.0
10360,28,36.4,30,0.0
10440,29,99.0,24,0.0
10691,29,123.79,40,0.0
10309,4,17.6,20,0.0
10657,41,9.65,24,0.0
10663,42,14.0,30,0.0
10321,35,14.4,10,0.0
10557,75,7.75,20,0.0
10564,17,39.0,16,0.0
10322,52,5.6,20,0.0
10725,55,24.0,6,0.0
10633,62,49.3,80,0.0
10418,47,7.6,55,0.0
10535,59,55.0,15,0.0
11077,20,81.0,1,0.0
10301,40,14.7,10,0.0
10742,60,34.0,50,0.0
10748,40,18.4,40,0.0
10554,62,49.3,20,0.0
10835,77,13.0,2,0.0
10642,61,28.5,20,0.0
10634,7,30.0,35,0.0
10497,77,10.4,25,0.0
11077,7,30.0,1,0.0
10420,73,12.0,20,0.0
10287,34,11.2,20,0.0
11066,34,14.0,35,0.0
10311,69,28.8,7,0.0
10345,19,7.3,80,0.0
10530,61,28.5,20,0.0
10427,14,18.6,35,0.0
10729,1,18.0,50,0.0
10876,46,12.0,21,0.0
10712,56,38.0,30,0.0
10253,49,16.0,40,0.0
10797,11,21.0,20,0.0
10731,51,53.0,30,0.0
