charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1766391,9982,461,9,1999-07-30T10:48:43,2694.0,9982,
552389,8638,408,8,1999-08-19T10:47:40,2623.0,18638,
912269,7147,493,2,1999-09-11T10:44:32,4725.0,17147,
1893243,9518,489,8,1999-07-16T10:50:49,1736.0,9518,
1425506,9468,497,9,1999-07-02T10:45:34,2318.0,9468,
1941717,6221,492,9,1999-09-05T10:46:50,4225.0,16221,
1166351,9998,498,4,1999-08-17T10:48:43,2396.0,19998,
87079,3258,500,6,1999-10-03T10:50:20,677.0,23258,
1503001,8013,332,8,1999-06-22T10:43:51,2989.0,8013,
47225,6343,382,8,1999-07-29T10:47:15,2095.0,6343,
1764352,9489,473,10,1999-09-22T10:48:34,2995.0,29489,
1585716,6102,480,2,1999-09-07T10:50:14,2962.0,16102,
688775,9300,393,6,1999-07-01T10:50:28,4268.0,9300,
1327175,3777,497,2,1999-08-21T10:45:42,3214.0,13777,
1625742,8126,352,8,1999-08-22T10:45:35,2681.0,18126,
842912,2292,373,2,1999-06-20T10:46:55,4704.0,2292,
1837140,8708,383,7,1999-09-01T10:46:29,2087.0,18708,
50980,5983,451,2,1999-08-29T10:47:32,2914.0,15983,
1589973,9950,478,9,1999-07-19T10:50:33,4821.0,9950,
1987110,4115,496,6,1999-09-19T10:50:20,165.0,24115,
1367470,7100,373,5,1999-06-26T10:48:48,2423.0,7100,
850241,9848,463,4,1999-06-18T10:47:29,3594.0,9848,
1538527,9198,500,7,1999-06-17T10:46:35,3732.0,9198,
1031970,9870,494,10,1999-09-13T10:46:04,4181.0,29870,
506489,9915,458,9,1999-08-08T10:44:06,1122.0,9915,
918963,9480,398,10,1999-09-29T10:45:02,4552.0,29480,
1066840,8360,375,9,1999-09-04T10:48:45,4664.0,18360,
1459549,8985,499,4,1999-09-23T10:48:11,3075.0,28985,
1232412,9763,418,4,1999-10-01T10:46:07,317.0,29763,
515413,5858,485,8,1999-09-14T10:44:46,4050.0,25858,
935394,9245,391,6,1999-09-10T10:46:20,4503.0,19245,
1557156,9204,499,10,1999-08-12T10:48:00,1662.0,9204,
732914,4747,491,4,1999-08-13T10:46:09,4633.0,14747,
994351,8296,436,2,1999-09-04T10:50:54,85.0,18296,
1870831,8645,176,2,1999-09-03T10:49:04,4732.0,18645,
1713506,9168,498,3,1999-08-04T10:44:38,1277.0,9168,
1058373,6468,316,5,1999-08-02T10:48:06,2711.0,6468,
719651,7510,467,3,1999-06-23T10:45:05,1071.0,7510,
1358051,9452,339,4,1999-09-01T10:48:04,3265.0,19452,
606921,9981,495,3,1999-09-17T10:44:08,4451.0,29981,
834068,5584,499,9,1999-07-15T10:46:14,3160.0,5584,
1277096,6665,462,6,1999-08-03T10:49:33,3313.0,6665,
1002330,7861,484,10,1999-06-30T10:43:48,3624.0,7861,
1678859,7064,368,2,1999-09-08T10:49:41,1055.0,17064,
1222859,4137,397,2,1999-08-30T10:45:20,262.0,14137,
1570821,8816,355,4,1999-08-18T10:49:04,1339.0,18816,
1753221,8198,484,10,1999-07-23T10:47:43,3212.0,8198,
732342,9177,500,10,1999-09-11T10:46:07,2340.0,19177,
598805,9275,70,6,1999-07-27T10:51:14,2224.0,9275,
1919114,7396,488,10,1999-06-24T10:45:03,3999.0,7396,
1481979,7769,491,4,1999-07-09T10:49:56,265.0,7769,
884371,6163,393,3,1999-07-29T10:50:07,2566.0,6163,
943714,7555,441,9,1999-08-09T10:46:59,4866.0,7555,
985940,8121,498,2,1999-07-13T10:50:15,502.0,8121,
1495610,9863,359,8,1999-08-12T10:51:00,4537.0,9863,
1189071,9737,493,6,1999-08-11T10:50:29,4366.0,9737,
1013608,9204,479,9,1999-08-29T10:44:38,3914.0,19204,
1295229,6286,500,6,1999-09-06T10:50:58,3609.0,16286,
16299,6378,445,4,1999-07-19T10:44:51,1287.0,6378,
1182430,5278,345,9,1999-06-23T10:49:58,1204.0,5278,
1083837,9394,466,8,1999-08-27T10:50:04,2966.0,19394,
1001966,8446,488,2,1999-09-16T10:43:46,2503.0,28446,
667613,5999,438,4,1999-08-04T10:48:49,3918.0,5999,
1492659,7368,472,8,1999-06-17T10:50:46,2467.0,7368,
1834107,9983,391,3,1999-09-28T10:46:15,4034.0,29983,
