playerid,year,stint,tmid,w,l,sa,ga
hillejo01,2010,1,AND,4,2,26,4
montoal01,2011,1,NYI,2,2,13,5
rinnepe01,2008,1,NAS,5,2,24,5
crawfco01,2010,1,CHI,4,3,19,3
clemmsc01,2006,1,NJD,0,2,6,3
thibajo01,2007,1,BUF,0,2,10,3
theodjo01,2009,1,WAS,2,2,16,7
nabokev01,2005,1,SJS,0,4,13,8
aubinje01,2006,1,TOR,1,1,11,3
brodema01,2011,1,NJD,7,2,26,7
varlasi01,2009,1,WAS,3,4,33,9
garonma01,2008,1,EDM,1,0,3,1
osgooch01,2005,1,DET,2,1,8,2
brodema01,2009,1,NJD,6,4,31,9
valiqst01,2006,1,NYR,1,0,4,2
lenevda01,2005,1,PHO,0,1,3,1
toskave01,2005,1,SJS,0,3,12,5
elliobr01,2008,1,OTT,2,2,16,6
thomati01,2005,1,BOS,2,6,31,9
wardca01,2008,1,CAR,2,4,19,7
halakja01,2010,1,STL,3,4,29,10
huetcr01,2007,1,MTL,2,3,13,5
rasktu01,2011,1,BOS,2,2,14,6
ersbeer01,2009,1,LAK,1,2,16,7
pavelon01,2009,1,ATL,0,4,11,6
johnsch02,2009,1,NYR,0,1,5,2
turcoma01,2007,1,DAL,3,3,23,9
hardijo01,2007,1,MIN,2,2,14,6
lalimpa01,2008,1,BUF,0,3,10,4
conklty01,2011,1,DET,1,0,3,0
bishobe01,2010,1,STL,1,0,4,2
belfoed01,2006,1,FLO,1,5,25,9
leclapa01,2009,1,OTT,3,1,10,5
gustajo01,2011,1,TOR,1,3,11,4
vokouto01,2008,1,FLO,3,4,19,6
bouchbr01,2010,1,PHI,2,3,20,8
hardijo01,2005,1,MIN,1,0,3,1
thomati01,2009,1,BOS,5,5,33,9
hillejo01,2007,1,AND,2,1,12,5
macdojo01,2010,1,DET,1,2,9,2
gerbema01,2007,1,OTT,2,2,16,5
turcoma01,2010,1,CHI,2,2,13,7
tellqmi01,2006,2,PHO,3,1,16,4
kolesvi01,2005,1,COL,1,0,7,0
ramoka01,2008,1,TBL,1,3,13,5
wardca01,2010,1,CAR,5,4,25,6
labarja01,2009,1,PHO,6,1,27,8
thomati01,2006,1,BOS,8,2,46,8
holtbbr01,2011,1,WAS,0,1,4,2
dubnyde01,2011,1,EDM,5,2,27,7
niittan01,2006,1,PHI,1,4,23,6
lundqhe01,2008,1,NYR,9,4,40,10
khabini01,2008,1,CHI,2,5,19,9
fernama01,2007,1,BOS,1,0,3,0
kiprumi01,2006,1,CAL,3,4,16,7
varlasi01,2010,1,WAS,1,2,8,3
sabouda01,2007,1,PIT,4,1,26,6
huetcr01,2005,1,MTL,1,2,9,3
neuvimi01,2010,1,WAS,3,3,21,6
smithmi02,2010,1,TBL,1,0,4,0
andercr01,2006,1,FLO,1,0,2,0
backsni01,2009,1,MIN,2,7,38,14
bishobe01,2008,1,STL,0,1,4,2
irvinle01,2011,1,CAL,0,1,4,2
