playerid,year,ppa,sha
makelmi01,1989,1,
poulida02,1989,1,1
zezelpe01,1990,5,1
courtge01,1987,7,
quinnda01,1990,18,
grahadi01,1987,7,1
mckegto01,1990,7,
frasecu01,1987,2,
wilsoca01,1990,4,
konrost01,1988,1,1
zezelpe01,1988,17,
lawtobr01,1988,4,
vaiveri01,1988,15,
wellsja01,1989,3,2
allismi01,1987,5,
nylunga01,1988,1,
norwole01,1990,3,
hardyma01,1988,5,
krushmi01,1990,3,
loisecl01,1990,1,1
hullbr01,1987,10,
nichobe01,1989,37,1
bassebo01,1988,,1
actonke01,1988,,1
macdepa01,1989,2,
bennibr01,1989,5,
sandsto01,1989,20,
paslagr01,1990,3,1
brownro01,1990,10,
carsoji01,1989,5,
crossdo01,1990,21,
adamsgr01,1988,1,
ruffli01,1988,1,
wilsoca01,1987,9,3
playfla01,1988,,1
kontoch01,1987,6,
cyrpa01,1987,1,
laughcr01,1987,3,
sheehne01,1987,1,
samueul01,1990,,2
proppbr01,1989,9,
frycemi01,1988,3,
malondo01,1988,2,
fentopa01,1990,2,
pederma01,1990,7,
huberwi01,1987,14,
ramagro01,1987,19,2
butchga01,1990,3,2
hardyma01,1987,10,1
broteaa01,1990,1,
bodgedo01,1988,25,1
bradlbr01,1990,10,
jonssto01,1988,24,
skrikpe01,1990,5,
thibagi01,1989,2,
creigad01,1988,7,
mcintjo01,1990,,2
erickbr01,1987,6,
foligmi01,1990,1,
picarro02,1989,1,1
deblolu01,1990,,1
gartnmi01,1989,14,1
carsoli01,1987,1,1
tuckejo01,1990,1,
ysebapa01,1990,4,1
libaig01,1988,6,
goulemi01,1989,15,1
rousebo01,1988,,1
macivno01,1988,19,
gartnmi01,1988,9,
ferrara01,1990,5,
linseke01,1989,8,
donnemi01,1987,2,
huntema01,1990,4,
courtru01,1988,2,
ciccadi01,1988,10,1
adamsgr01,1989,1,
hrdinji01,1990,4,
cunnera01,1989,4,
murphla01,1988,22,
manthmo01,1988,9,
murphla01,1990,19,
josepch01,1987,6,
duguaro01,1987,2,
dineego01,1987,2,
coxecr01,1987,1,
lawlepa01,1987,3,
quinnda01,1989,15,1
lawtobr01,1989,1,
pavesji01,1987,1,
charbjo01,1988,1,
pederba01,1989,7,1
dineego01,1988,2,
brownje02,1989,24,
hunteda01,1987,1,4
simpscr01,1987,10,1
franclo01,1990,1,1
maroima01,1988,3,
klimape01,1989,11,
joycebo01,1989,3,
robergo01,1987,3,
manthmo01,1987,15,1
tuckejo01,1989,6,
mcdonhu01,1989,1,
broteaa01,1989,3,
ledyagr01,1988,6,
momesse01,1990,1,
stastpe01,1989,23,
gingrga01,1987,9,
tantito01,1990,5,
mcbeawa01,1988,1,
brookbo01,1989,1,2
kaspest01,1988,6,2
johanca01,1988,7,
tantito01,1989,9,
petitmi01,1987,9,1
kennede01,1988,,2
ruotsre01,1989,9,
cullejo01,1990,29,
carpebo01,1988,4,
