year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2006,NHL,ATL,23,12,,6,20,16,,5,,,,,8,2,,3,8,5,,1,7,4,,2,6,5,,2,3,7,,2,9,4,,1,2,1,,0
1946,NHL,TOR,20,8,2.0,,11,11,8.0,,,,,,3,0,2,,6,4,1,,9,2,1,,6,5,2.0,,2,5,3.0,,5,3,1,,,,,
2009,NHL,PIT,25,12,,4,22,16,,3,,,,,11,3,,0,8,6,,0,7,5,,1,8,7,,0,2,1,,3,8,4,,3,3,2,,0
2001,NHL,PIT,16,20,4.0,1,12,21,4.0,4,,,,,4,6,1,1,6,4,2,1,4,7,2,0,8,6,0.0,1,1,4,1.0,1,5,7,1,1,0,7,1,0
2009,NHL,MIN,25,12,,4,13,24,,4,,,,,5,9,,0,5,3,,3,10,6,,0,7,6,,1,3,3,,0,7,7,,2,1,2,,2
1984,NHL,PIT,17,20,3.0,,7,31,2.0,,,,,,5,4,0,,1,8,3,,8,5,1,,4,8,1.0,,2,10,0.0,,4,12,0,,0,4,0,
2000,NHL,NJD,24,11,6.0,0,24,8,6.0,3,,,,,6,2,2,0,6,6,1,0,8,3,3,0,7,2,3.0,2,4,4,3.0,1,13,2,0,0,4,0,0,0
1915,PCHA,VA1,3,4,0.0,,2,9,0.0,,,,,,,,,,,,,,2,3,0,,1,5,0.0,,2,5,0.0,,,,,,,,,
1982,NHL,MNS,23,6,11.0,,17,18,5.0,,,,,,9,2,1,,5,6,3,,6,3,4,,6,3,4.0,,7,3,2.0,,7,6,2,,0,1,0,
1969,NHL,LAK,12,22,4.0,,2,30,6.0,,,,,,2,5,0,,1,10,1,,3,5,4,,3,13,0.0,,0,9,3.0,,4,9,2,,1,1,0,
2000,NHL,NYR,17,20,3.0,1,16,23,2.0,0,,,,,4,6,0,0,9,6,0,0,3,9,1,1,5,7,2.0,0,5,4,1.0,0,5,9,1,0,2,2,0,0
1926,NHL,NYA,10,10,2.0,,7,15,0.0,,,,,,,,,,2,4,0,,5,3,1,,5,6,0.0,,4,5,1.0,,1,7,0,,,,,
1930,NHL,MTL,15,3,4.0,,11,7,4.0,,,,,,,,,,3,3,0,,6,1,3,,8,3,0.0,,6,1,3.0,,3,2,2,,,,,
1967,NHL,MTL,26,5,6.0,,16,17,4.0,,,,,,5,1,2,,3,8,3,,6,5,3,,10,0,1.0,,10,2,1.0,,8,6,0,,,,,
1988,NHL,NYI,19,18,3.0,,9,29,2.0,,,,,,4,5,1,,3,10,1,,3,9,0,,6,7,1.0,,5,7,1.0,,6,8,1,,1,1,0,
2006,NHL,BUF,28,10,,3,25,12,,4,,,,,10,0,,1,9,3,,1,9,4,,1,6,7,,1,8,2,,1,8,5,,2,3,1,,0
1978,NHL,NYR,19,13,8.0,,21,16,3.0,,,,,,5,1,3,,8,3,1,,7,9,0,,9,4,1.0,,5,3,2.0,,5,6,3,,1,3,1,
1987,NHL,VAN,15,20,5.0,,10,26,4.0,,,,,,2,6,1,,6,7,1,,4,8,3,,4,9,2.0,,5,8,0.0,,3,8,2,,1,0,0,
