playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
randake01,1921,TRS,NHL,D/R,4,1,0,1,19
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
oatmaed01,1915,PO1,PCHA,C,5,3,1,4,16
coutubi01,1916,MOC,NHA,D,4,0,0,0,36
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
prodggo01,1915,MOC,NHA,D,5,3,1,4,6
smyliro01,1921,TRS,NHL,L,5,1,3,4,0
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
frasego01,1924,VIC,WCHL,D,4,2,1,3,6
taylocy01,1917,VML,PCHA,L,5,9,0,9,15
anderjo03,1925,VIC,WCHL,L,1,0,0,0,0
davidal01,1913,TBS,NHA,R,2,1,0,1,7
darraja01,1920,OTS,NHL,R/L,5,5,0,5,12
morribe01,1916,SEA,PCHA,R,4,14,2,16,0
camerha01,1913,TBS,NHA,D,2,1,0,1,4
holmeha01,1925,VIC,WCHL,G,4,0,0,0,0
nighbfr01,1922,OTS,NHL,C,6,1,1,2,10
duncaar01,1920,VML,PCHA,D,5,2,1,3,3
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
dyeba01,1921,TRS,NHL,R,5,9,1,10,3
adamsbi01,1920,VML,PCHA,R,4,0,0,0,0
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
nighbfr01,1920,OTS,NHL,C,5,0,1,1,0
harrism01,1920,VML,PCHA,L,5,2,1,3,6
noblere01,1917,TOA,NHL,L,5,2,1,3,0
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
berlilo01,1915,MOC,NHA,L,2,0,0,0,0
anderer02,1923,CAT,WCHL,R,2,0,0,0,2
mackami01,1922,VAM,PCHA,L,4,1,0,1,4
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
cookll01,1914,VML,PCHA,D,3,3,0,3,9
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
lehmahu01,1914,VML,PCHA,G,3,0,0,0,0
vezinge01,1915,MOC,NHA,G,5,0,0,0,0
morribe01,1923,CAT,WCHL,C,2,0,0,0,2
broadpu01,1922,OTS,NHL,R,6,6,1,7,12
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
oatmaru01,1925,VIC,WCHL,R,4,0,0,0,10
bensobo01,1923,CAT,WCHL,D,2,0,0,0,0
stewane01,1925,MTM,NHL,C,4,6,1,7,14
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
patrifr01,1914,VML,PCHA,D,3,2,1,3,6
cleghsp01,1920,OTS,NHL,D,5,1,2,3,0
murrato01,1915,PO1,PCHA,G,5,0,0,0,0
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
meekiha01,1924,VIC,WCHL,L,4,0,1,1,2
hartgi01,1924,VIC,WCHL,R,4,2,1,3,0
gardihe01,1923,CAT,WCHL,D,2,1,0,1,0
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
merriho01,1914,OT1,NHA,D,3,0,0,0,0
gerared01,1919,OTS,NHL,D,5,2,1,3,3
noblere01,1925,MTM,NHL,D,4,0,0,0,4
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
smailwa01,1912,VA1,PCHA,L,1,0,0,0,0
rossar01,1914,OT1,NHA,D,3,0,0,0,12
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
barboal01,1915,PO1,PCHA,C,5,0,0,0,0
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
corbebe01,1915,MOC,NHA,D,5,0,1,1,32
