playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
wetzeca01,1964,1,DET,NHL,2,33,0,1,0,0,0,4,,,,,,,,,,
bishobe01,2008,1,STL,NHL,6,245,1,1,1,1,0,12,112,,,,,,,,,
cadotbe01,1912,1,MOW,NHA,6,234,1,2,0,,0,23,,,,,,,,,,
langos01,1916,1,OT1,NHA,1,60,1,0,0,,0,5,,,,,,,,,,
edwardo01,1980,1,BUF,NHL,45,2700,23,10,12,4,3,133,,8,503,4,4,,2,0,28,
tallaro01,1995,1,BOS,NHL,1,60,1,0,0,0,0,3,29,,,,,,,,,
essenbo01,2000,1,VAN,NHL,39,2059,18,12,3,4,1,92,854,2,122,0,2,,0,0,6,58
fredera01,1954,1,CHI,NHL,5,300,0,4,1,,0,22,,,,,,,,,,
dafoeby01,1995,1,LAK,NHL,47,2666,14,24,8,3,1,172,1539,,,,,,,,,
garrejo01,1980,1,HAR,NHL,54,3152,15,27,12,3,0,241,,,,,,,,,,
brimsfr01,1949,1,CHI,NHL,70,4200,22,38,10,,5,244,,,,,,,,,,
climima01,2010,1,PHO,NHL,1,32,0,0,0,0,0,1,16,,,,,,,,,
kochadi01,2002,1,MIN,NHL,1,60,0,1,0,0,0,5,28,,,,,,,,,
riendvi01,1993,1,DET,NHL,8,345,2,4,0,1,0,23,131,,,,,,,,,
simmoga01,1977,1,LAK,NHL,14,693,2,7,2,1,0,44,,,,,,,,,,
curryjo01,2009,1,PIT,NHL,1,24,0,1,0,0,0,5,14,,,,,,,,,
quickjo01,2011,1,LAK,NHL,69,4099,35,21,13,1,10,133,1863,20,1238,16,4,,1,3,29,538
denisma01,2005,1,CBS,NHL,49,2786,21,25,1,6,1,151,1505,,,,,,,,,
peetepe01,1978,1,PHI,NHL,5,280,1,2,1,2,0,16,,,,,,,,,,
moorero01,1978,1,PHI,NHL,5,237,3,0,1,0,2,7,,5,268,3,2,,0,0,18,
morisje01,1963,1,MTL,NHL,1,36,0,1,0,0,0,4,,,,,,,,,,
reeseje01,1995,1,HAR,NHL,7,275,2,3,0,0,1,14,170,,,,,,,,,
keansdo01,1986,1,BOS,NHL,36,1942,18,8,4,1,0,108,909,2,120,0,2,,0,0,11,58
divisre01,2005,1,STL,NHL,12,475,0,5,1,0,0,37,231,,,,,,,,,
harripa01,1981,2,BUF,NHL,6,229,2,1,1,1,0,14,,1,26,0,0,,0,0,1,
nurmipa01,2002,1,ATL,NHL,52,2856,21,19,5,6,2,137,1452,,,,,,,,,
ridlecu01,1977,1,VAN,NHL,40,2010,9,17,8,1,0,136,,,,,,,,,,
potvife01,2002,1,LAK,NHL,42,2367,17,20,3,3,3,105,987,,,,,,,,,
cousima01,1998,1,NYI,NHL,6,293,0,4,0,0,0,14,119,,,,,,,,,
emeryra01,2003,1,OTT,NHL,3,126,2,0,0,0,0,5,52,,,,,,,,,
rivarfe01,1968,1,MNS,NHL,13,657,0,6,4,0,0,48,,,,,,,,,,
weeksst01,1992,1,OTT,NHL,7,249,0,5,0,0,0,30,144,,,,,,,,,
bacasja01,2006,1,STL,NHL,19,894,3,7,3,1,0,47,450,,,,,,,,,
