playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
mayerde01,,,Derek,Mayer,,Derek,,72,200,R,10120,733,mayerde01,1993,1993,,,D,1967,5,21,Canada,BC,Rossland,,,,,,
dycked01,,,Ed,Dyck,,Edward Paul,,71,160,L,18500,10556,dycked01,1971,1973,1974,1974,G,1950,10,29,Canada,SK,Warman,,,,,,
binnebi01,,,Bill,Binney,,William,,68,150,L,,60187,,,,,,G,1897,8,29,Canada,MB,Napinka,,,,,,
lafraad01,,,Adie,Lafrance,,Adelard Henry,Del,70,165,L,13274,18112,lafraad01,1933,1933,,,L,1912,1,13,Canada,ON,Chapleau,,,,,,
mcnamge01,,,Gerry,McNamara,,Gerald Lionel,,74,190,L,18622,10758,mcnamge02,1960,1969,,,G,1934,9,22,Canada,ON,Sturgeon Falls,,,,,,
defelno01,,,Norm,Defelice,,Norman,,70,150,L,18487,11180,defelno01,1956,1956,,,G,1933,1,19,Canada,ON,Schumacher,,,,,,
pennicl01,,,Cliff,Pennington,,Clifford,Senator,72,170,R,13957,4234,pennicl01,1960,1962,,,C,1940,4,18,Canada,MB,Winnipeg,,,,,,
mcfadji01,,,Jim,McFadden,,James Alexander,Lefty,67,178,L,13634,3558,mcfadji01,1946,1953,,,C,1920,4,15,Ireland,,Belfast,2002,8,28,Canada,MB,Carman
leyri01,leyri01c,,Rick,Ley,,Richard Norman,,69,190,L,13394,3139,leyri01,1968,1980,1972,1978,D,1948,11,2,Canada,ON,Orillia,,,,,,
osullpa01,,,Patrick,O'Sullivan,,,,71,190,L,20901,59745,osullpa01,2006,2011,,,C,1985,2,1,Canada,ON,Toronto,,,,,,
smailwa01,,,Walt,Smaill,,Walter Sydney,,70,180,L,,,,,,,,L,1884,12,18,Canada,QC,Montreal,1971,,,,,
ashbydo01,,,Don,Ashby,,Donald Alan,Ants,73,185,L,11875,118,ashbydo01,1975,1980,,,C,1955,3,8,Canada,BC,Kamloops,1981,5,30,,,
terrigr01,,,Greg,Terrion,,Gregory Patrick,Tubby,71,190,L,14520,5361,terrigr01,1980,1987,,,L,1960,5,2,Canada,ON,Marmora,,,,,,
sarauyv01,,,Yves,Sarault,,Yves,,73,190,L,11452,4767,sarauyv01,1994,2001,,,L,1972,12,23,Canada,QC,Valleyfield,,,,,,
strbama01,,,Martin,Strbak,,,,75,210,L,18029,48842,strbama01,2003,2003,,,D,1975,1,15,Slovakia,,Presov,,,,,,
steelfr01,,,Frank,Steele,,Harold Franklin,,71,170,R,14439,24593,steelfr01,1930,1930,,,R,1905,3,19,Canada,ON,Niagara Falls,9999,,,,,
landobr01,,,Bruce,Landon,,Bruce Norman,,70,175,L,,2939,landobr01,,,1972,1976,G,1949,10,5,Canada,ON,Kingston,,,,,,
klukajo01,,,Joe,Klukay,,Joseph Francis,The Duke of Paducah,72,182,L,13210,2757,klukajo01,1942,1955,,,L,1922,11,6,Canada,ON,Sault Ste. Marie,2006,2,3,USA,MI,Royal Oak
brumwmu01,,,Murray,Brumwell,,Murray James,,74,190,L,12129,629,brumwmu01,1980,1987,,,D,1960,3,31,Canada,AB,Calgary,,,,,,
flamafe01,,flamafe01h,Fern,Flaman,,Ferdinand Charles,Fernie/The Bull,70,190,R,P199002,1697,flamafe01,1944,1960,,,D,1927,1,25,Canada,SK,Dysart,2012,6,22,,,
ferenbr01,,,Brad,Ference,,Bradley,,75,218,R,15041,26829,ferenbr01,1999,2006,,,D,1979,4,2,Canada,AB,Calgary,,,,,,
afinoma01,,,Maxim,Afinogenov,,Maxim Sergeyevich,,72,191,L,14908,33997,afinoma01,1999,2009,,,R,1979,9,4,Russia,,Moscow,,,,,,
kuldaar01,,,Arturs,Kulda,,,,74,194,L,,95343,kuldaar01,2009,2011,,,D,1988,7,25,Latvia,,Riga,,,,,,
cumaty01,,,Tyler,Cuma,,,,74,180,,,,cumaty01,2011,2011,,,D,1990,1,19,,,,,,,,,
wellsja01,,,Jay,Wells,,Gordon,,73,210,L,11731,5682,wellsja01,1979,1996,,,D,1959,5,18,Canada,ON,Paris,,,,,,
