year,hofid,name,category
1965,benedcl01h,Clint Benedict,Player
1990,flamafe01h,Fern Flaman,Player
1971,jacksbu01h,Busher Jackson,Player
1952,johnsmo01h,Moose Johnson,Player
1962,simpsjo01h,Joe Simpson,Player
1994,oneilbr01h,Brian O'Neill,Builder
1992,allenke01h,Keith Allen,Builder
1965,hewitfo01h,Foster Hewitt,Builder
1993,lapraed01h,Edgar Laprade,Player
1983,sindeha01h,Harry Sinden,Builder
1988,oconnbu01h,Buddy O'Connor,Player
1958,lehmahu01h,Hugh Lehman,Player
1949,rossar01h,Art Ross,Player
1977,hortoti01h,Tim Horton,Player
1981,mahovfr01h,Frank Mahovlich,Player
1974,coultar01h,Art Coulter,Player
1965,farrear01h,Art Farrell,Player
1981,ashlejo01h,John Ashley,Referee/Linesman
1970,johnsto01h,Tom Johnson,Player
1950,drinkgr01h,Graham Drinkwater,Player
1993,pagefr01h,Fred Page,Builder
1962,darraja01h,Jack Darragh,Player
1994,conacli01h,Lionel Conacher,Player
2009,lamorlo01h,Lou Lamoriello,Builder
2001,patricr01h,Craig Patrick,Builder
1978,pollosa01h,Sam Pollock,Builder
1981,stanlal01h,Allan Stanley,Player
1993,lapoigu01h,Guy Lapointe,Player
2006,roypa01h,Patrick Roy,Player
1976,wirtzwi01h,William Wirtz,Builder
1958,dudlege01h,George Dudley,Builder
1996,salmibo01h,Borje Salming,Player
1991,potvide01h,Denis Potvin,Player
1973,raynech01h,Chuck Rayner,Player
1962,broadpu01h,Punch Broadbent,Player
2006,duffdi01h,Dick Duff,Player
1947,sutheja01h,James Sutherland,Builder
1952,mackami01h,Mickey MacKay,Player
1962,schrisw01h,Sweeney Schriner,Player
1963,hewitbo01h,Bobby Hewitson,Referee/Linesman
1997,lemiema01h,Mario Lemieux,Player
1962,roddemi01h,Mike Rodden,Referee/Linesman
1945,gardich01h,Charlie Gardiner,Player
1989,bauerda01h,David Bauer,Builder
2001,gartnmi01h,Mike Gartner,Player
2005,costemu01h,Murray Costello,Builder
1969,kellyre01h,Red Kelly,Player
1959,adamsja01h,Jack Adams,Player
1945,vezinge01h,Georges Vezina,Player
1947,nighbfr01h,Frank Nighbor,Player
1995,torrebi01h,Bill Torrey,Builder
1986,savarse01h,Serge Savard,Player
1958,pickaal01h,Allan Pickard,Builder
2010,jamesan01h,Angela James,Player
1950,griffsi01h,Si Griffis,Player
1968,hendyji01h,Jim Hendy,Builder
1998,conacro01h,Roy Conacher,Player
1963,gormato01h,Tommy Gorman,Builder
1980,worslgu01h,Gump Worsley,Player
1958,keatsdu01h,Duke Keats,Player
1962,whitcfr01h,Fred Whitcroft,Player
2010,ciccadi01h,Dino Ciccarelli,Player
1966,kennete01h,Ted Kennedy,Player
