playerid,award,year,lgid,note,pos
mahovfr01,First Team All-Star,1962,NHL,,LW
lindste01,Second Team All-Star,1948,NHL,,LW
bentlma01,Lady Byng,1942,NHL,,
oconnbu01,Second Team All-Star,1947,NHL,,C
macmibo01,Lady Byng,1978,NHL,,
turekro01,Jennings,1999,NHL,,
mclenja01,Masterton,1997,NHL,,
landega01,Calder,2011,NHL,,
kurrija01,Second Team All-Star,1988,NHL,,RW
mclarky01,All-Rookie,1995,NHL,,D
steveke01,Second Team All-Star,1990,NHL,,LW
orrbo01,Norris,1970,NHL,,
doughdr01,Second Team All-Star,2009,NHL,,D
drydeda01,Howe,1978,WHA,MVP,
clancki01,First Team All-Star,1930,NHL,,D
ratelje01,Masterton,1970,NHL,,
jagrja01,First Team All-Star,1998,NHL,,RW
caronse01,All-Rookie,2002,NHL,,G
conacli01,Second Team All-Star,1932,NHL,,D
hullbo01,Howe,1974,WHA,MVP,
malkiev01,Hart,2011,NHL,,
jacksbu01,First Team All-Star,1931,NHL,,LW
belivje01,Second Team All-Star,1965,NHL,,C
malonjo01,Art Ross,1919,NHL,,
provocl01,First Team All-Star,1964,NHL,,RW
chaseke01,King Clancy,1997,NHL,,
parenbe01,Conn Smythe,1974,NHL,,
vanbijo01,Vezina,1985,NHL,,
bauerbo01,Second Team All-Star,1939,NHL,,RW
jagrja01,First Team All-Star,1995,NHL,,RW
modanmi01,Second Team All-Star,1999,NHL,,C
clappdi01,First Team All-Star,1939,NHL,,D
plantja01,First Team All-Star,1958,NHL,,G
lemiema01,All-Rookie,1984,NHL,,C
stlouma01,Lady Byng,2009,NHL,,
fedorse01,Pearson,1993,NHL,,
hasekdo01,First Team All-Star,1993,NHL,,G
cainhe01,Art Ross,1943,NHL,,
delveal01,Second Team All-Star,1952,NHL,,C
schenlu01,All-Rookie,2008,NHL,,D
leetcbr01,Second Team All-Star,1995,NHL,,D
staplpa01,First Team All-Star,1973,WHA,,D
herrode01,Jennings,1981,NHL,shared,
mosiebi01,Lady Byng,1944,NHL,,
drydeke01,Calder,1971,NHL,,
froesbo01,Second Team All-Star,1985,NHL,,G
bernise01,Playoff MVP,1976,WHA,,
macinal01,Second Team All-Star,1988,NHL,,D
giacoed01,Second Team All-Star,1968,NHL,,G
blaketo01,Art Ross,1938,NHL,,
hortoti01,Second Team All-Star,1966,NHL,,D
clarkbo01,Second Team All-Star,1973,NHL,,C
wharrke01,Lady Byng,1963,NHL,,
forsbpe01,Art Ross,2002,NHL,,
ovechal01,First Team All-Star,2006,NHL,,LW
sjobela01,First Team All-Star,1977,WHA,,D
gretzwa01,Hart,1979,NHL,,
salmibo01,Second Team All-Star,1975,NHL,,D
selbybr01,Calder,1965,NHL,,
bourqra01,Norris,1993,NHL,,
cheevge01,Hatskin,1972,WHA,Best Goaltender,
kariypa01,Lady Byng,1996,NHL,,
abelsi01,Second Team All-Star,1950,NHL,tie,C
hullbo01,First Team All-Star,1963,NHL,,LW
henryca01,Second Team All-Star,1957,NHL,,LW
mcleodo01,Hatskin,1973,WHA,Best Goaltender,
parkbr01,First Team All-Star,1977,NHL,,D
parkbr01,First Team All-Star,1969,NHL,,D
plettwi01,Calder,1976,NHL,,
jagrja01,First Team All-Star,2000,NHL,,RW
bourqra01,Second Team All-Star,1998,NHL,,D
richama01,First Team All-Star,1947,NHL,,RW
kurrija01,Lady Byng,1984,NHL,,
richabr01,All-Rookie,2000,NHL,,F
cowlebi01,First Team All-Star,1942,NHL,,C
ovechal01,Pearson,2007,NHL,,
redmomi01,First Team All-Star,1972,NHL,,RW
smithal02,Hatskin,1977,WHA,Best Goaltender,
lidstni01,First Team All-Star,2006,NHL,,D
macinal01,First Team All-Star,1998,NHL,,D
stevesc01,Plus-Minus,1993,NHL,,
hornula01,Second Team All-Star,1972,WHA,,D
leclajo01,Second Team All-Star,1995,NHL,,LW
hasekdo01,Vezina,1994,NHL,,
hallgl01,First Team All-Star,1957,NHL,,G
laflegu01,First Team All-Star,1979,NHL,,RW
mikitst01,First Team All-Star,1965,NHL,,C
gretzwa01,Plus-Minus,1986,NHL,,
crosbsi01,Messier,2009,NHL,,
smithcl01,Lady Byng,1943,NHL,,
lemiema01,Second Team All-Star,1991,NHL,,C
cowlebi01,First Team All-Star,1940,NHL,,C
smithal02,First Team All-Star,1977,WHA,,G
turcoma01,Crozier,2002,NHL,,
