name,country,population,area,capital,capprov
Самарканд,Юзеф,2322000,16400.0,Самарканд,Самарканд
Боливар,YV,1142210,238000.0,Сьюдад Боливар,Боливар
Пжемышский,PL,409600,4437.0,Прземисл,Пжемышский
Центральный,ГБ,273400,2700.0,Стерлинг,Центральный
Северная Корея,Норк,23904124,,Пхеньян,Северная Корея
Уттар-Прадеш,СИН,139112287,294411.0,Лакнау,Уттар-Прадеш
Центр,КАМ,1651600,68926.0,Яунде,Центр
Астраханская область,Р,1028900,44100.0,Астрахан,Астраханская область
Западный берег,ЗАХОД,1427741,,,
Тимор-Лешти,ТЛ,1131612,,Дили,Тимор-Лешти
Рязанская область,Р,1325300,39600.0,Рязан,Рязанская область
Восточная Фландрия,B,1340056,2982.0,Гент,Восточная Фландрия
Гаити,РЧ,6731539,,Порт-о-Пренс,Гаити
Тайвань,КР,21465881,,Тайбэй,Тайвань
Центральный,ЭАК,3110000,13176.0,Ньери,Центральный
Шиман,J,771441,6628.0,Мэтсю,Шиман
Ольгин,C,972000,9301.0,Ольгин,Ольгин
&lt; &lt; Либертад &gt; &gt;,ПЭ,1366125,25569.0,Трухильо,&lt; &lt; Либертад &gt; &gt;
Фессалия,ГР,731030,14037.0,Лариса,Фессалия
Чиба,J,5797782,5150.0,Чиба,Чиба
Кафр-эш-Шейх,ЕТ,1968000,3437.0,Кафр-эш-Шейх,Кафр-эш-Шейх
Индианаa,США,5864108,93719.0,Индианаполис,Индианаa
Лихтенштейн,ФЛ,31122,,Вадуз,Лихтенштейн
Ноттингемшир,ГБ,1015500,2164.0,Ноттингем,Ноттингемшир
Ростовская область,Р,4426400,100800.0,Ростов нет Дону,Ростовская область
Окотепек,HCA,81800,1680.0,Окотепек,Окотепек
Канкири,ТR,279129,8454.0,Канкири,Канкири
Лимпопо,RSA,4128000,119606.0,Питерсбург,Лимпопо
Сакарья,ТR,683061,4817.0,Сакарья,Сакарья
Миядзаки,J,1175819,7735.0,Миядзаки,Миядзаки
Курганская область,Р,1112200,71000.0,Курган,Курганская область
Алма-Ата (муниципалитет),KAZ,1172400,0.0,Алматы,Алма-Ата (муниципалитет)
Московская область,Р,6596600,47000.0,Москва,Москва
Мурсия,E,1070401,11314.0,Мурсия,Мурсия
Мапуту,МПК,840800,25756.0,Мапуту,Мапуту (муниципалитет)
Бургенланд,A,273000,3965.0,Эйзенштадт,Бургенланд
Алжир,DZ,29183032,,Алгье,Алжир
Манитоба,КН,1113898,650086.0,Виннипег,Манитоба
Валенсия,E,3909047,23255.0,Валенсия,Валенсия
Полтавска,UA,1756900,28800.0,Полтава,Полтавска
Вильцеа,RO,430000,5705.0,Римнику Вильцеа,Вильцеа
Aali a Nil,СУД,1599605,238792.0,Малакал,Aali a Nil
