name,mountains,height,type,longitude,latitude
Невадо де Колима,Кордильера Вулканика,4330.0,вулкан,-104.0,20.0
Монте Роза,Альпы,4634.0,,7.9,45.9
Саректжокко,,2090.0,,17.4,67.3
Мон Гребун,Азбин,1944.0,,9.0,20.0
Мауна Луа,Гавайи,4170.0,вулкан,-155.6,19.5
Олимп,,2917.0,,22.35,40.1
Голубая гора,,2256.0,,-76.4,18.1
Клингонские куполы,Аппапалачен,2025.0,,-83.2,35.3
Керинчи,,3805.0,вулкан,101.45,-1.7
Борах Пик,Скалистые горы,3859.0,,-113.8,44.1
Мт Митчелл,Аппапалачен,2037.0,,-82.1,35.4
Котопакси,Анды,5897.0,вулкан,-78.4,-0.7
Успокойся.,Кордильера Вильканота,6336.0,,-71.2,-13.8
Панчак Джая,Диапазон судирманов,4884.0,,137.11,-4.1
Mt Hood,Диапазон каскадов,3424.0,вулкан,-121.5,45.2
Аконкагуа,Анды,6962.0,,-70.0,-32.65
Leuser,,3466.0,вулканическое,98.0,3.0
Монте Фальтерона,Апеннин,1654.0,,11.7,43.9
Сулитжелма,,1914.0,,16.2,67.1
Псилорит,Крит,2456.0,,24.7,35.2
Этна,,3323.0,вулкан,15.0,37.7
Народнаджа,Урал,1895.0,,60.1,65.0
Пик Хамфриса,Скалистые горы,3850.0,вулканическое,-111.65,35.3
Невадо дель Руис,Анды,5389.0,вулкан,-75.3,4.9
Меру,Восточноафриканский хребет,4567.0,вулкан,36.8,-3.2
Мт Вашингтон,Аппапалачен,1917.0,,-71.3,44.3
Тубкхаль,Атлас,4165.0,,-8.0,31.0
Мантальингаджан,,2085.0,вулканическое,118.4,9.7
Ампато,Анды,6288.0,вулкан,-71.9,-15.8
Мт Рейнье,Диапазон каскадов,4392.0,вулкан,-121.75,46.5
Граница,Сьерра-Невада Калифорния,4006.0,,-118.3,37.9
Саджама,Анды,6542.0,вулкан,-68.9,-18.1
Пик Гвадалупе,Скалистые горы,2667.0,,-105.0,32.0
Попокатепетл,Кордильера Вулканика,5450.0,вулкан,-98.0,19.0
