name,code,capital,province,area,population
Афганистан,AFG,Кабул,Афганистан,647500.0,22664136
Ангола,АНГ,Луанда,Луанда,1246700.0,10342899
Азербайджан,AZ,Баку,Азербайджан,86600.0,7676953
Бангладеш,БД,Дакка,Бангладеш,144000.0,123062800
Бенин,Бен,Порто-Ново,Бенин,112620.0,5709529
Буркина-Фасо,BF,Уагадугу,Буркина-Фасо,274200.0,10623323
Бутан,БВ,Тхимпху,Бутан,47000.0,1822625
Бурунди,БИ,Бужумбура,Бурунди,27830.0,5943057
Боливия,БОЛ,Ла-Пас,Боливия,1098580.0,7165257
Бразилия,КР,Бразилиа,Федеральный департамент,8511960.0,162661214
Камерун,КАМ,Яунде,Центр,475440.0,14261557
Кот-д &apos; Ивуар,CI,Ямусукро,Кот-д &apos; Ивуар,322460.0,14762445
Коморские Острова,COM,Морони,Коморские Острова,2170.0,569237
Кабо-Верде,CV,Прайа,Кабо-Верде,4030.0,449066
Джибути,ДСО,Джибути,Джибути,22000.0,427642
Кения,ЭАК,Найроби,Найроби,582650.0,28176686
Танзания,ЕАТ,Дар-эс-Салам,Дарессалам,945090.0,29058470
Уганда,ЕАС,Кампала,Уганда,236040.0,20158176
Эритрея,ЧП,Асмэра,Эритрея,121320.0,3427883
Египет,ЕТ,Каир,Эль-Кахира,1001450.0,63575107
Эфиопия,ЭТО,Аддис-Абеба,Эфиопия,1127130.0,57171662
Габон,G,Либревиль,Габон,267670.0,1172798
Гватемала,СУА,Город Гватемала,Гватемала,108890.0,11277614
Гана,GH,Аккра,Гана,238540.0,17698271
Гвинея-Бисау,ГНБ,Бисау,Гвинея-Бисау,36120.0,1151330
Экваториальная Гвинея,GQ,Малабо,Экваториальная Гвинея,28050.0,431282
Гайана,Парень,Джорджтаун,Гайана,214970.0,712091
Индией,СИН,Дели,Дели,3287590.0,952107694
Иран,IR,Тегеран,Тегеран,1648000.0,66094264
Ирак,ИРК,Багдад,Багдад,437072.0,21422292
Камбоджа,К,Пномпень,Камбоджа,181040.0,10861218
Казахстан,KAZ,Алматы,Алма-Ата (муниципалитет),2717300.0,16916463
Кыргызстан,KGZ,Бишкек,Кыргызстан,198500.0,4529648
Кирибати,КИР,Тарава,Кирибати,717.0,80919
Лаос,LAO,Вьентьян,Лаос,236800.0,4975772
