river,country,province
Донау,D,Баден Вуртемберг
Эльба,CZ,Виходосекский
Реус,CH,УР
Тьорса,ИУ,Италия
Etsch,I,Трентино Альто Адиге
Южная Морава,MK,Чешская Республика
Парагвай,КР,Мато Гроссо
Токантины,КР,Гоиас
Бенуэ,КАМ,Северный
Ква,ЗРЕ,Бандунду
&lt; &lt; Шатт аль-Араб &gt; &gt;,ИРК,Аль-Анбар
Вольта,BF,Буркина-Фасо
Евфрат,ТR,Малатья
Меконг,ТДж,Тибет
Тигр,ТR,Диярбакир
Иравадди,ТДж,Тибет
Салуэн,ТДж,Тибет
Пьэндш,AFG,Афганистан
Карасу,ТR,Эрзурум
Сон,F,Лоррейн
Аргун,ТДж,Хейлонгцзян
Амударья,TAD,Хатлон
Кура,ТR,Автомобили
Длинная кость,AL,Австралия
Уругвай,КР,Рио-Гранди-ду-Сул
Сенегал,RG,Гвинея
Джокулса Фьоэллум,ИУ,Италия
Бахр-эль-Джебель/Альберт-Нил,ЕАС,Уганда
Маас,F,Шампанское Арден
Верра,D,Тюринген
Уэлл,ЗРЕ,Верхний Заир
Рааб,A,Штирия
Река Детройт,КН,Онтарио
Урал,Р,Республика Башкортостан
О,Р,Альтайский крей
Иртыш,KAZ,Шиггиз Казакстан
Ньюа,Р,Ленинградская область
Эннс,A,Нижняя Австрия
Днестр,UA,Львовская
Колорадо,США,Колорадо
Белый кусок,KOS,Косово
Оулуйоки,SF,Оулу
Колима,Р,Магаданская область
Рио Магдалена,CO,Уила
Лимат,CH,ZH
Рио Сан-Франциско,КР,Минас-Жерайс
Бусира,ЗРЕ,Уравнение
Рио Десагуадеро,БОЛ,Боливия
Прайт,UA,Ивано Франкивска
Карун,IR,Эсфахан
Джениссдж,Р,Репозиция Тивы
Арно,I,Тоскана
Рио Сан-Хуан,НИК,Никарагуа
Бому,ЗРЕ,Верхний Заир
Рейн,CH,ГР
Нил,СУД,Аль-Хартум
Река Ниагара,США,Нью-Йорк
Миссисипи,США,Миннесота
Люкни,ЗРЕ,Восточная Касаи
