river,country,province
Лех,D,Байерн
Габариты,СИН,Западный Бенгал
Джениссдж,Р,Репозиция Тивы
Амур,ТДж,Хейлонгцзян
Тигр,ТR,Сирт
Лех,A,Тирол
Уэлл,ЗРЕ,Верхний Заир
Рио-Лерма,МЕКС,Керетаро
Хорошо.,Р,Тульская область
Гломма,Н,Акершус
Прайт,UA,Ивано Франкивска
Вуокси,Р,Респондент Карелии
Миссисипи,США,Иллинойс
Северная Двина,Р,Архангельская область
Донау,A,Нижняя Австрия
Белый кусок,KOS,Косово
Мурат,ТR,Мус
Гломма,Н,Хедмарк
Уэлл,ЗРЕ,Уравнение
Рио Магдалена,CO,Сантандер-дель-Сур
Исар,D,Байерн
Хорошо.,Р,Владимирская область
Хорошо.,Р,Рязанская область
Ольт,RO,Вильцеа
Евфрат,ТR,Малатья
Парана,КР,Минас-Жерайс
Бахр-эль-Гасаль,СУД,Aali a Nil
Сомнения,F,Фрэнше Комте
Амазонки,ПЭ,Лорето
Брахмапутра,БД,Бангладеш
Река Юкон,КН,Территория Юкон
Донау,БГ,Австралия
Рейн,A,Ворарльберг
Урал,Р,Республика Башкортостан
Лувуа,ЗРЕ,Шаба/Катанга
Прайт,MD,Молдова
Амударья,Юзеф,Самарканд
Иллер,A,Ворарльберг
Луар,F,Центр
Драу,Н,Баранья
Тьорса,ИУ,Италия
Лимпопо,МПК,Газа
Синий Нил,СУД,Аль-Хартум
Тобол,KAZ,Кустанай
Рааб,Н,Гьор Сопрон
Тейсс,UA,Закарпатская
О,Р,Новосибирская область
Рио Сан-Хуан,НИК,Никарагуа
Парана,PY,Парагвай
Западная Двина,ЛВ,Латвия
Мозель,F,Лоррейн
Колорадо,США,Колорадо
Хорошо.,Р,Московская область
Уэсер,D,Нордрхейн Вестфален
Нил,ЕТ,Сохаг
