river,country,province
Лаген,Н,Акершус
Уэлл,ЗРЕ,Уравнение
Колорадо,МЕКС,Нижняя Калифорния
Молдау,CZ,Праха
Верра,D,Нидераксен
Убанги,КБК,Конго
Иравадди,МЬЯ,Качин
Исар,D,Байерн
Реус,CH,АГ
Эбро,E,Каталония
Река Грузовик,США,Невада
Мюррей Ривер,AUS,Южная Австралия
Бахр-эль-Джебель/Альберт-Нил,СУД,Aali a Nil
Амазонки,КР,Пункт
Луапула,Z,Луапула
Аргун,Р,Читинская область
Шари,TCH,Чад
Темба,ГБ,Эссекс
Куанго,ЗРЕ,Бандунду
Маас,Нл,Норд Брабант
Бригач,D,Баден Вуртемберг
Ква,ЗРЕ,Бандунду
&lt; &lt; Рио Гранде &gt; &gt;,МЕКС,Тамаулипас
Южная Морава,ОПП,Сербия
Собачья,СУД,Aali a Nil
Гуадиана,Р,Порто
Река Детройт,КН,Онтарио
Тьорса,ИУ,Италия
