name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Бенуэ,Нигер,,,1400.0,12.58,7.58,,1100.0,6.75,7.78
Бахр-эль-Гасаль,Белый Нил,,,716.0,,,,,30.43,9.5
Миссури,Миссисипи,Озеро Форт-Пек,,4130.0,-111.5,45.9,,1232.0,-90.12,38.81
Ольт,Донау,,,615.0,25.8,46.65,Карпатен,1280.0,24.8,43.7
Лена,,,Сибирианское море,4400.0,107.88,53.99,,1465.0,126.692,72.4005
Лимпопо,,,Индийский океан,1750.0,28.0,-26.0,,1800.0,34.0,-25.2
Иордания,,Мертвое море,,251.0,35.7,33.7,Джабель Любнан,,35.5,31.3
Ривер Огайо,Миссисипи,,,1579.0,-80.0,40.42,,222.0,-89.13,36.98
Янгце,,,Восточно-Китайское море,6380.0,91.2,33.5,,5405.0,121.5,32.0
Черный кусок,Длинная кость,,,133.0,20.7,41.0,,695.0,20.4,42.1
Лаген,Гломма,Мьоза-Смотри.,,322.0,8.45,62.19,,611.0,11.45,61.1
Бахр-эль-Джебель/Альберт-Нил,Белый Нил,,,,30.9,1.7,Восточноафриканский хребет,619.0,30.43,9.5
Река Мерримак,,,Атлантический океан,177.0,-71.6,43.4,,,-70.8119,42.8194
Волга,,Каспийское море,,3531.0,33.0,57.0,Уолдай-Хиллз,,47.85,46.7333
Виктория Нил,,Озеро Сесе Секо/Альбертзе,,,33.0,-1.0,Восточноафриканский хребет,1134.0,30.9,1.7
Днепр,,,Черное море,2201.0,34.0,55.5,Уолдай-Хиллз,220.0,32.252,46.5257
Нельсон Ривер,,,Северный Ледовитый океан,664.0,-97.97,52.77,,218.0,-92.33,57.15
Нигер,,Озеро Каинджи,Атлантический океан,4184.0,-10.87,9.65,,490.0,6.42,5.32
Токантины,,,Атлантический океан,2640.0,-49.0,-16.0,,,-48.0,-0.5
Атбара,Нил,,,1120.0,37.3,12.8,Эфиопские горы,,33.97,17.68
Вестердалаэльв,Далаэльв,,,320.0,12.6,61.8,,,15.1,60.7
Река Святого Лоуренса,,,Атлантический океан,1197.0,-76.55,44.2,,75.0,-64.8,49.6
Кимижоки,,,Балтийское море,203.0,25.4,61.5,,78.0,26.5,60.3
Арно,,,Средиземное море,240.0,11.7,43.9,Апеннин,1385.0,10.2,43.7
Aare,Рейн,Брайенцерзе,,288.0,8.2,46.55,Альпы,2310.0,8.22,47.61
Эннс,Донау,,,254.0,13.35,47.33,Альпы,1375.0,14.52,48.24
Рейн,,Бодензе,Северное море,1324.0,8.7,46.6,Альпы,2345.0,4.0,51.9
Шари,,Чадское озеро,,1400.0,21.0,8.0,,,14.0,13.2
Вольта,,Озеро Вольта,Атлантический океан,1500.0,-4.5,11.0,,,0.68,5.77
Лукуга,Луалаба,,,350.0,29.2,-5.9,Восточноафриканский хребет,782.0,27.0,-6.0
Руки,Заир,,,130.0,19.0,-0.3,,,18.0,0.0
Река Детройт,,Озеро Эри,,200.0,-82.6,42.1,,176.0,-82.2,43.0
Рио Магдалена,,,Карибское море,1538.0,-77.0,2.0,Анды,,-74.8,10.95
Гуадиана,,,Атлантический океан,742.0,-3.0,42.0,Кордильера Иберика,608.0,-7.65,37.35
Гётаэльв,,,Каттегат,93.0,12.34,58.4,,44.0,11.9,57.7
Драу,Донау,,,749.0,12.26,46.73,Альпы,1450.0,18.93,45.54
Рио Десагуадеро,,Какашки,,383.0,-69.0,-16.55,Анды,3812.0,-67.1,-18.55
Тшуапа,Бусира,,,1300.0,24.5,-3.0,,,20.8,-0.2
Po,,,Средиземное море,652.0,7.09,44.7,Альпы,2022.0,12.43,44.95
Собачья,Белый Нил,,,740.0,,,,,31.65,9.63
Вёрм,Аммер,Старнбергер См.,,35.0,11.35,48.0,,596.0,11.5,48.3
Ориноко,,,Атлантический океан,2140.0,-63.5,2.0,Сьерра-Парима,,-62.0,9.0
Прайт,Донау,,,953.0,24.55,48.16,Карпатен,,28.21,45.47
Южная Морава,Морава,,,295.0,21.4,42.1,,,21.4,43.7
Синий Нил,Нил,,,1783.0,37.3,12.0,Эфиопские горы,1830.0,32.5,15.6
Дон,,,Азовское море,1870.0,37.5,53.0,,,39.4,47.1
Дорогая Ривер,Мюррей Ривер,,,2739.0,152.0,-28.0,Большой дивиденд,,141.9,-34.1
Гудзон Ривер,,,Атлантический океан,493.0,-73.95,44.1,Адирондаки,1309.0,-74.0,40.7
Мозель,Рейн,,,544.0,6.89,47.89,Вогесен,715.0,7.61,50.37
Мёр,Драу,,,453.0,13.35,47.13,Альпы,1898.0,16.88,46.3
Тьорса,,,Атлантический океан,230.0,-18.0,65.0,,,-20.8,63.9
Шабель,Джубба,,,1820.0,,,,,42.76,0.5
Кокемаенейоки,,,Балтийское море,121.0,23.0,61.3,,,21.2,61.3
Клараэльв,,Валенерн,,460.0,11.9,62.2,,662.0,13.5,59.4
Марн,Сена,,,514.0,5.35,47.8,,406.0,2.4,48.8
Ломами,Заир,,,1450.0,24.7,-8.7,,1140.0,24.0,-0.8
Амударья,,Ozero Aral,,1415.0,68.3,37.1,,310.0,59.0,44.0
Уругвай,,,Атлантический океан,1790.0,-52.0,-27.5,,1800.0,-58.4,-33.9
Брахмапутра,,,Габариты,2896.0,81.33,31.06,,6000.0,89.8,23.8
Карун,&lt; &lt; Шатт аль-Араб &gt; &gt;,,,950.0,50.1,32.35,Загрос,,48.17,30.43
Баро,Собачья,,,,,,,,,
Рио Сан-Франциско,,Lago de Sobradinho,Атлантический океан,2830.0,-43.0,-20.3,,1200.0,-36.4,-10.5
Морава,Донау,,,185.0,21.4,43.7,,,21.1,44.6
Иртыш,О,,,4248.0,90.0,47.9,Алтай,2930.0,68.93,61.07
Etsch,,,Средиземное море,415.0,10.5,46.7,Альпы,1525.0,7.09,44.8
Рио Мадейра,Амазонки,,,1450.0,-65.4,-10.4,,,-58.76,-3.4
Евфрат,&lt; &lt; Шатт аль-Араб &gt; &gt;,,,2736.0,38.75,38.8,,,47.44,31.0
Сон,Роун,,,480.0,6.2,48.1,Вогесен,451.0,4.8,45.7
Гаронн,,,Атлантический океан,647.0,0.8,42.73,Пиренеи,,-0.6,45.0
Верра,Уэсер,,,292.0,10.96,50.5,Вирингер Уолд,797.0,9.65,51.4
Касаи,Ква,,,1983.0,19.3,-10.96,,,17.4,3.3
Сирдарья,,Ozero Aral,,2129.0,71.7,41.0,,,60.5,46.0
Маас,,,Северное море,925.0,5.63,47.97,,409.0,4.67,51.72
Куило,Ква,,,970.0,14.7,-11.3,,,17.4,3.3
Ангара,Джениссдж,Ozero Baykal,,1779.0,113.0,56.5,,,92.5,58.2
Санга,Заир,,,530.0,15.0,6.0,,,17.0,-2.0
Кемийоки,,,Балтийское море,550.0,28.9525,67.96,,230.0,24.45,65.77
Карасу,,Озеро Кебан,,720.0,41.3,49.9,Курдистан,1950.0,38.75,38.8
Рио Сан-Хуан,,Озеро Манагуа,Карибское море,199.0,-85.35,11.6,,31.0,-83.7,10.9
Уэсер,,,Северное море,440.0,9.65,51.4,,116.5,8.5,53.5
Паатшоки,,,Море Баренцев,145.0,28.3,68.95,,119.0,30.05,60.75
&lt; &lt; Рио Гранде &gt; &gt;,,,Мексиканский залив,3034.0,-107.5,38.0,,3900.0,-97.18,25.96
Лимат,Aare,,,36.3,8.64,47.23,,406.0,8.23631,47.5018
Хорошо.,Волга,,,1480.0,36.1,52.5,,,44.0,56.3
Эльба,,,Северное море,1091.0,15.54,50.78,Судьбы,1.386,8.71,53.89
Ривьер Ришелье,Река Святого Лоуренса,,,124.0,-73.3,45.0,,30.0,-73.1,46.0
